family,block,type,layout,base_address,#,confidence,basis
CH32H417,OB,OB,4e4eca95,0x1ffff800,#,reference,evt(ch32h417.h)
CH32H417,TIM2,TIM,38b76ada,0x40000000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,38b76ada,0x40000400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,38b76ada,0x40000800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,38b76ada,0x40000c00,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,38b76ada,0x40001000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,38b76ada,0x40001400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,USART6,USART,c15fecac,0x40001800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,USART7,USART,c15fecac,0x40001c00,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,USART8,USART,c15fecac,0x40002000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,LPTIM1,LPTIM,319e2950,0x40002400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,RTC,RTC,3c4fe669,0x40002800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,WWDG,WWDG,86a61c3e,0x40002c00,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,IWDG,IWDG,f3da205e,0x40003000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,LPTIM2,LPTIM,319e2950,0x40003400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,SPI2,SPI,25a7e497,0x40003800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,SPI3,SPI,25a7e497,0x40003c00,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,SPI4,SPI,25a7e497,0x40004000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,USART2,USART,c15fecac,0x40004400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,USART3,USART,c15fecac,0x40004800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,USART4,USART,c15fecac,0x40004c00,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,USART5,USART,c15fecac,0x40005000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,I2C1,I2C,0aa4d341,0x40005400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,I2C2,I2C,0aa4d341,0x40005800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,I2C3,I2C,0aa4d341,0x40005c00,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,CAN1,CAN,6bc97e44,0x40006400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,CAN2,CAN,6bc97e44,0x40006800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,PWR,PWR,bf3e6f7c,0x40007000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DAC,DAC,60d5cc90,0x40007400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,CAN3,CAN,6bc97e44,0x40007800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,SWPMI,SWPMI,f6e81e46,0x40008400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,AFIO,AFIO,3563d495,0x40010000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,EXTI,EXTI,4b329825,0x40010400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,GPIOA,GPIO,6be53563,0x40010800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,GPIOB,GPIO,6be53563,0x40010c00,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,GPIOC,GPIO,6be53563,0x40011000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,GPIOD,GPIO,6be53563,0x40011400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,GPIOE,GPIO,6be53563,0x40011800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,GPIOF,GPIO,6be53563,0x40011c00,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,ADC1,ADC,ae7593bd,0x40012400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,TKey1,ADC,ae7593bd,0x40012400,#,reference,evt(ch32h417.h)
CH32H417,ADC2,ADC,ae7593bd,0x40012800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,TKey2,ADC,ae7593bd,0x40012800,#,reference,evt(ch32h417.h)
CH32H417,TIM1,TIM,38b76ada,0x40012c00,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,SPI1,SPI,25a7e497,0x40013000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,TIM8,TIM,38b76ada,0x40013400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,USART1,USART,c15fecac,0x40013800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,TIM12,TIM,38b76ada,0x40013c00,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,I2C4,I2C,0aa4d341,0x40014000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,I3C,I3C,bba7b246,0x40014400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,LTDC,LTDC,a72bfc50,0x40014800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,LTDC_Layer1,LTDC_Layer,b702c635,0x40014834,#,reference,evt(ch32h417.h)
CH32H417,LTDC_Layer2,LTDC_Layer,b702c635,0x40014864,#,reference,evt(ch32h417.h)
CH32H417,TIM9,TIM,38b76ada,0x40014c00,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,TIM10,TIM,38b76ada,0x40015000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,TIM11,TIM,38b76ada,0x40015400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,SAI_Block_A,SAI_Block,9aaf51ff,0x40015804,#,reference,evt(ch32h417.h)
CH32H417,SAI_Block_B,SAI_Block,9aaf51ff,0x40015824,#,reference,evt(ch32h417.h)
CH32H417,GPHA,GPHA,d4af3a08,0x40016800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,ECDC,ECDC,6f0d00e7,0x40016c00,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DFSDM_Channel0,DFSDM_Channel,819724eb,0x40017000,#,reference,evt(ch32h417.h)
CH32H417,DFSDM_Channel1,DFSDM_Channel,819724eb,0x40017004,#,reference,evt(ch32h417.h)
CH32H417,DFSDM_FLT0,DFSDM_FLT,69db11fe,0x40017028,#,reference,evt(ch32h417.h)
CH32H417,DFSDM_FLT1,DFSDM_FLT,69db11fe,0x4001702c,#,reference,evt(ch32h417.h)
CH32H417,HSADC,HSADC,7272b5d9,0x40017400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,OPA,OPA,8c02bdba,0x40017800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,SDIO,SDIO,ed03b2b3,0x40018000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA1,DMA,7e7bb69a,0x40020000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA1_Channel1,DMA_Channel,fed9e4b0,0x40020008,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA1_Channel2,DMA_Channel,fed9e4b0,0x4002001c,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA1_Channel3,DMA_Channel,fed9e4b0,0x40020030,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA1_Channel4,DMA_Channel,fed9e4b0,0x40020044,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA1_Channel5,DMA_Channel,fed9e4b0,0x40020058,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA1_Channel6,DMA_Channel,fed9e4b0,0x4002006c,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA1_Channel7,DMA_Channel,fed9e4b0,0x40020080,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA1_Channel8,DMA_Channel,fed9e4b0,0x40020094,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA2,DMA,7e7bb69a,0x40020400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA2_Channel1,DMA_Channel,fed9e4b0,0x40020408,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA2_Channel2,DMA_Channel,fed9e4b0,0x4002041c,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA2_Channel3,DMA_Channel,fed9e4b0,0x40020430,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA2_Channel4,DMA_Channel,fed9e4b0,0x40020444,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA2_Channel5,DMA_Channel,fed9e4b0,0x40020458,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA2_Channel6,DMA_Channel,fed9e4b0,0x4002046c,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA2_Channel7,DMA_Channel,fed9e4b0,0x40020480,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMA2_Channel8,DMA_Channel,fed9e4b0,0x40020494,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,DMAMUX,DMAMUX,46b3c95a,0x40020800,#,reference,evt(ch32h417.h)
CH32H417,RCC,RCC,adb1f42a,0x40021000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,FLASH,FLASH,289ed831,0x40022000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,CRC,CRC,9197c827,0x40023000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,USBFSD,USBFSD,bad33d32,0x40023400,#,reference,evt(ch32h417.h)
CH32H417,USBFSH,USBFSH,f54fb6a9,0x40023400,#,reference,evt(ch32h417.h)
CH32H417,RNG,RNG,432df57b,0x40023c00,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,SDMMC,SDMMC,faa9a91d,0x40024000,#,reference,evt(ch32h417.h)
CH32H417,USBPD,USBPD,5bcded72,0x40024400,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,QSPI1,QSPI,4c7f7185,0x40024c00,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,QSPI2,QSPI,4c7f7185,0x40025000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,FMC_Bank1,FMC_Bank1,1e621401,0x40025400,#,reference,evt(ch32h417.h)
CH32H417,FMC_Bank3,FMC_Bank3,21cbb8a3,0x40025480,#,reference,evt(ch32h417.h)
CH32H417,FMC_Bank1E,FMC_Bank1E,75ce6129,0x40025504,#,reference,evt(ch32h417.h)
CH32H417,FMC_Bank5_6,FMC_Bank5_6,c5e491ea,0x40025540,#,reference,evt(ch32h417.h)
CH32H417,DVP,DVP,f2bbd1cd,0x40025800,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,SDS1,SDS,99212584,0x40027c00,#,reference,evt(ch32h417.h)
CH32H417,SDS2,SDS,99212584,0x40027c40,#,reference,evt(ch32h417.h)
CH32H417,ETH,ETH,858d60f2,0x40028000,#,confirmed,evt(ch32h417.h)+rm-address(CH32H417RM.PDF)
CH32H417,USBHSD,USBHSD,62bd91e7,0x40030000,#,reference,evt(ch32h417.h)
CH32H417,USBHSH,USBHSH,cf8325ec,0x40030100,#,reference,evt(ch32h417.h)
CH32H417,USBSSD,USBSSD,6640fa63,0x40034000,#,reference,evt(ch32h417.h)
CH32H417,USBSSH,USBSSH,d4f90e70,0x40034000,#,reference,evt(ch32h417.h)
CH32H417,UHSIF,UHSIF,,0x40038000,#,reference,evt(ch32h417.h)
CH32L103,OB,OB,4e4eca95,0x1ffff800,#,reference,evt(ch32l103.h)
CH32L103,TIM2,TIM,6ea69efb,0x40000000,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,TIM3,TIM,6ea69efb,0x40000400,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,TIM4,TIM,6ea69efb,0x40000800,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,RTC,RTC,26876c35,0x40002800,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,WWDG,WWDG,46e06223,0x40002c00,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,IWDG,IWDG,f3da205e,0x40003000,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,SPI2,SPI,1671f236,0x40003800,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,USART2,USART,1b3db3f2,0x40004400,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,USART3,USART,1b3db3f2,0x40004800,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,USART4,USART,1b3db3f2,0x40004c00,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,I2C1,I2C,0aa4d341,0x40005400,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,I2C2,I2C,0aa4d341,0x40005800,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,CAN1,CAN,1e0a80fb,0x40006400,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,BKP,BKP,d16522a5,0x40006c00,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,PWR,PWR,26d7c53b,0x40007000,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,LPTIM,LPTIM,93245b6d,0x40007c00,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,AFIO,AFIO,1f050197,0x40010000,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,EXTI,EXTI,5c35eda1,0x40010400,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,GPIOA,GPIO,4b3fb060,0x40010800,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,GPIOB,GPIO,4b3fb060,0x40010c00,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,GPIOC,GPIO,4b3fb060,0x40011000,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,GPIOD,GPIO,4b3fb060,0x40011400,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,ADC1,ADC,488f7e38,0x40012400,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,TKey1,ADC,488f7e38,0x40012400,#,reference,evt(ch32l103.h)
CH32L103,TIM1,TIM,6ea69efb,0x40012c00,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,SPI1,SPI,1671f236,0x40013000,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,USART1,USART,1b3db3f2,0x40013800,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,DMA1,DMA,b287840c,0x40020000,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,DMA1_Channel1,DMA_Channel,e9e3c3dd,0x40020008,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,DMA1_Channel2,DMA_Channel,e9e3c3dd,0x4002001c,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,DMA1_Channel3,DMA_Channel,e9e3c3dd,0x40020030,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,DMA1_Channel4,DMA_Channel,e9e3c3dd,0x40020044,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,DMA1_Channel5,DMA_Channel,e9e3c3dd,0x40020058,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,DMA1_Channel6,DMA_Channel,e9e3c3dd,0x4002006c,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,DMA1_Channel7,DMA_Channel,e9e3c3dd,0x40020080,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,DMA1_Channel8,DMA_Channel,e9e3c3dd,0x40020094,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,RCC,RCC,57be0beb,0x40021000,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,FLASH,FLASH,66f827ae,0x40022000,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,CRC,CRC,9197c827,0x40023000,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,EXTEN,EXTEN,e897340c,0x40023800,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,OPA,OPA,39ca595c,0x40026000,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,USBPD,USBPD,ebc31998,0x40027000,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,USBFSD,USBFSD,e9592c2e,0x50000000,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,d86c1afb,0x50000000,#,reference,evt(ch32l103.h)
CH32M030,OB,OB,4e4eca95,0x1ffff300,#,reference,evt(ch32m030.h)
CH32M030,TIM2,TIM,d30b7f77,0x40000000,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,d30b7f77,0x40000400,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,WWDG,WWDG,86a61c3e,0x40002c00,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,I2C1,I2C,49cb8e61,0x40005400,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,PWR,PWR,18d7d39a,0x40007000,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,AFIO,AFIO,b6f0fdbf,0x40010000,#,reference,evt(ch32m030.h)
CH32M030,EXTI,EXTI,aa6f826f,0x40010400,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,GPIOA,GPIO,4b3fb060,0x40010800,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,GPIOB,GPIO,4b3fb060,0x40010c00,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,GPIOC,GPIO,4b3fb060,0x40011000,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,ADC1,ADC,9c3fdb47,0x40012400,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM1,TIM,d30b7f77,0x40012c00,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,SPI1,SPI,6846d9a8,0x40013000,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,USART1,USART,099ce4d2,0x40013800,#,reference,evt(ch32m030.h)
CH32M030,DMA1,DMA,c541fd6a,0x40020000,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,DMA1_Channel1,DMA_Channel,e9e3c3dd,0x40020008,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,DMA1_Channel2,DMA_Channel,e9e3c3dd,0x4002001c,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,DMA1_Channel3,DMA_Channel,e9e3c3dd,0x40020030,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,DMA1_Channel4,DMA_Channel,e9e3c3dd,0x40020044,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,DMA1_Channel5,DMA_Channel,e9e3c3dd,0x40020058,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,DMA1_Channel6,DMA_Channel,e9e3c3dd,0x4002006c,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,DMA1_Channel7,DMA_Channel,e9e3c3dd,0x40020080,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,RCC,RCC,0c2759a2,0x40021000,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,FLASH,FLASH,42373519,0x40022000,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,USBFSD,USBFSD,e9592c2e,0x40023400,#,reference,evt(ch32m030.h)
CH32M030,USBFSH,USBFSH,d86c1afb,0x40023400,#,reference,evt(ch32m030.h)
CH32M030,EXTEN,EXTEN,fc19ed0c,0x40023800,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,USBPD0,USBPD,7f0ac9a5,0x40024000,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,USBPD1,USBPD,7f0ac9a5,0x40024400,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,OPA,OPA,902eda09,0x40024800,#,reference,evt(ch32m030.h)
CH32M030,DBGMCU,DBGMCU,28057375,0xe000d000,#,reference,evt(ch32m030.h)
CH32V003,OB,OB,b0982668,0x1ffff800,#,reference,evt(ch32v00x.h)
CH32V003,TIM2,TIM,1bdb3874,0x40000000,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,WWDG,WWDG,aa4e1de1,0x40002c00,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,IWDG,IWDG,f3da205e,0x40003000,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,I2C1,I2C,ba82e042,0x40005400,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,PWR,PWR,21fdb9e6,0x40007000,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,AFIO,AFIO,e860611f,0x40010000,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,EXTI,EXTI,da6247ab,0x40010400,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,GPIOA,GPIO,f41ea3bb,0x40010800,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,GPIOC,GPIO,f41ea3bb,0x40011000,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,GPIOD,GPIO,f41ea3bb,0x40011400,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,ADC1,ADC,b47cb44b,0x40012400,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,TIM1,TIM,1bdb3874,0x40012c00,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,SPI1,SPI,75434a27,0x40013000,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,USART1,USART,1b3db3f2,0x40013800,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,DMA1,DMA,c541fd6a,0x40020000,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,DMA1_Channel1,DMA_Channel,e9e3c3dd,0x40020008,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,DMA1_Channel2,DMA_Channel,e9e3c3dd,0x4002001c,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,DMA1_Channel3,DMA_Channel,e9e3c3dd,0x40020030,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,DMA1_Channel4,DMA_Channel,e9e3c3dd,0x40020044,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,DMA1_Channel5,DMA_Channel,e9e3c3dd,0x40020058,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,DMA1_Channel6,DMA_Channel,e9e3c3dd,0x4002006c,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,DMA1_Channel7,DMA_Channel,e9e3c3dd,0x40020080,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,RCC,RCC,c9864fb5,0x40021000,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,FLASH,FLASH,176bfe10,0x40022000,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V003,EXTEN,EXTEN,e897340c,0x40023800,#,confirmed,evt(ch32v00x.h)+rm-address(CH32V003RM.PDF)
CH32V006,OB,OB,4e4eca95,0x1ffff800,#,reference,evt(ch32v00X.h)
CH32V006,TIM2,TIM,6456f62d,0x40000000,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,TIM3,TIM,6456f62d,0x40000800,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,WWDG,WWDG,86a61c3e,0x40002c00,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,IWDG,IWDG,f3da205e,0x40003000,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
CH32V006,USART2,USART,cb103e5f,0x40004400,#,confirmed,evt(ch32v00X.h)+rm-address(CH32V00XRM.PDF)
