family,block,type,layout,base_address,#,confidence,basis
CH32X035,DMA1_Channel8,DMA_Channel,e9e3c3dd,0x40020094,#,confirmed,evt(ch32x035.h)+rm-address(CH32X035RM.PDF)
CH32X035,RCC,RCC,43f1afdc,0x40021000,#,confirmed,evt(ch32x035.h)+rm-address(CH32X035RM.PDF)
CH32X035,FLASH,FLASH,fc92a970,0x40022000,#,confirmed,evt(ch32x035.h)+rm-address(CH32X035RM.PDF)
CH32X035,USBFSD,USBFSD,710802d7,0x40023400,#,reference,evt(ch32x035.h)
CH32X035,USBFSH,USBFSH,3d262a6e,0x40023400,#,reference,evt(ch32x035.h)
CH32X035,OPA,OPA,7d32818b,0x40026000,#,confirmed,evt(ch32x035.h)+rm-address(CH32X035RM.PDF)
CH32X035,AWU,AWU,33b55be6,0x40026400,#,confirmed,evt(ch32x035.h)+rm-address(CH32X035RM.PDF)
CH32X035,USBPD,USBPD,ebc31998,0x40027000,#,confirmed,evt(ch32x035.h)+rm-address(CH32X035RM.PDF)
CH32X315,OB,OB,4e4eca95,0x1ffff800,#,reference,evt(ch32x3x5.h)
CH32X315,TIM2,TIM,a8134962,0x40000000,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,TIM3,TIM,a8134962,0x40000400,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,TIM4,TIM,a8134962,0x40000800,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,RTC,RTC,2df7eac9,0x40002800,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,WWDG,WWDG,86a61c3e,0x40002c00,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,IWDG,IWDG,f3da205e,0x40003000,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,SPI2,SPI,bcbe91b3,0x40003800,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,SPI3,SPI,bcbe91b3,0x40003c00,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,USART2,USART,9f79729b,0x40004400,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,USART3,USART,9f79729b,0x40004800,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,USART4,USART,9f79729b,0x40004c00,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,I2C1,I2C,ba82e042,0x40005400,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,I2C2,I2C,ba82e042,0x40005800,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,PWR,PWR,b0b8106e,0x40007000,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,AFIO,AFIO,53b5d3ed,0x40010000,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,EXTI,EXTI,00559757,0x40010400,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,GPIOA,GPIO,4bf8b7ac,0x40010800,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,GPIOB,GPIO,4bf8b7ac,0x40010c00,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,GPIOC,GPIO,4bf8b7ac,0x40011000,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,GPIOD,GPIO,4bf8b7ac,0x40011400,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,ADC1,ADC,42776273,0x40012400,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,ADC2,ADC,42776273,0x40012800,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,TIM1,TIM,a8134962,0x40012c00,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,SPI1,SPI,bcbe91b3,0x40013000,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,USART1,USART,9f79729b,0x40013800,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,ADC3,ADC,42776273,0x40013c00,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,ADC4,ADC,42776273,0x40014000,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,DMA1,DMA,e6b7a5fd,0x40020000,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,DMA1_Channel1,DMA_Channel,fed9e4b0,0x40020008,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,DMA1_Channel2,DMA_Channel,fed9e4b0,0x4002001c,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,DMA1_Channel3,DMA_Channel,fed9e4b0,0x40020030,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,DMA1_Channel4,DMA_Channel,fed9e4b0,0x40020044,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,DMA1_Channel5,DMA_Channel,fed9e4b0,0x40020058,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,DMA1_Channel6,DMA_Channel,fed9e4b0,0x4002006c,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,DMA1_Channel7,DMA_Channel,fed9e4b0,0x40020080,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,DMA1_Channel8,DMA_Channel,fed9e4b0,0x40020094,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,DMA1_Channel9,DMA_Channel,fed9e4b0,0x400200a8,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,DMA1_Channel10,DMA_Channel,fed9e4b0,0x400200bc,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,DMA1_Channel11,DMA_Channel,fed9e4b0,0x400200d0,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,DMA1_EXTEN,DMA,e6b7a5fd,0x400200e4,#,reference,evt(ch32x3x5.h)
CH32X315,RCC,RCC,5aa8885b,0x40021000,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,FLASH,FLASH,81f89a54,0x40022000,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,EXTEN,EXTEN,e897340c,0x400220c0,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,CRC,CRC,9197c827,0x40023000,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,USBPD,USBPD,5bcded72,0x40024400,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,ARGB,ARGB,3321db73,0x40025000,#,confirmed,evt(ch32x3x5.h)+rm-address(CH32X315RM.PDF)
CH32X315,USBHSD,USBHSD,62bd91e7,0x40030000,#,reference,evt(ch32x3x5.h)
CH32X315,USBHSH,USBHSH,cf8325ec,0x40030100,#,reference,evt(ch32x3x5.h)
CH32X315,USBHSI,USBHSI,f82b0051,0x40030200,#,reference,evt(ch32x3x5.h)
CH32X315,USBSSD,USBSSD,c8d0e063,0x40038000,#,reference,evt(ch32x3x5.h)
