family,symbol,role,register,address,value,#,confidence,basis
CH32V205,RCC_PLLSRC,mask,RCC->CFGR0,0x40021004,65536,#,reference,evt(device-header+system_ch32*.c)
CH32V205,RCC_PLLSRC_HSE,value,RCC->CFGR0,0x40021004,65536,#,reference,evt(device-header+system_ch32*.c)
CH32V205,RCC_PLLSRC_HSI_Div2,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V205,RCC_PLLXTPRE,mask,RCC->CFGR0,0x40021004,131072,#,reference,evt(device-header+system_ch32*.c)
CH32V205,RCC_PLLXTPRE_HSE,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V205,RCC_PPRE1,mask,RCC->CFGR0,0x40021004,1792,#,reference,evt(device-header)
CH32V205,RCC_PPRE1_DIV1,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V205,RCC_PPRE2,mask,RCC->CFGR0,0x40021004,14336,#,reference,evt(device-header)
CH32V205,RCC_PPRE2_DIV1,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V205,RCC_RTCSEL,mask,RCC->BDCTLR,0x40021020,768,#,reference,evt(device-header)
CH32V205,RCC_SW,mask,RCC->CFGR0,0x40021004,3,#,reference,evt(device-header+system_ch32*.c)
CH32V205,RCC_SWS,poll,RCC->CFGR0,0x40021004,12,#,reference,evt(device-header+system_ch32*.c)
CH32V205,RCC_SW_HSE,value,RCC->CFGR0,0x40021004,1,#,reference,evt(device-header+system_ch32*.c)
CH32V205,RCC_SW_PLL,value,RCC->CFGR0,0x40021004,2,#,reference,evt(device-header+system_ch32*.c)
CH32V205,RCC_USBHSPLLDIV,mask,RCC->CFGR2,0x4002102c,117440512,#,reference,evt(device-header)
CH32V205,RCC_USBHSPLL_REFSEL,mask,RCC->CFGR2,0x4002102c,805306368,#,reference,evt(device-header)
CH32V205,RCC_USBPRE,mask,RCC->CFGR0,0x40021004,1879048192,#,reference,evt(device-header)
CH32V20x,EXTEN_PLL_HSI_PRE,value,EXTEN->EXTEN_CTR,0x40023800,16,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_ADCPRE,mask,RCC->CFGR0,0x40021004,49152,#,reference,evt(device-header)
CH32V20x,RCC_CFGR0_MCO,mask,RCC->CFGR0,0x40021004,117440512,#,reference,evt(device-header)
CH32V20x,RCC_HPRE,mask,RCC->CFGR0,0x40021004,240,#,reference,evt(device-header)
CH32V20x,RCC_HPRE_DIV1,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_HPRE_DIV2,value,RCC->CFGR0,0x40021004,128,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_HSEON,value,RCC->CTLR,0x40021000,65536,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLMULL,mask,RCC->CFGR0,0x40021004,3932160,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLMULL12,value,RCC->CFGR0,0x40021004,2621440,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLMULL14,value,RCC->CFGR0,0x40021004,3145728,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLMULL15,value,RCC->CFGR0,0x40021004,3407872,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLMULL18,value,RCC->CFGR0,0x40021004,3932160,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLMULL3,value,RCC->CFGR0,0x40021004,262144,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLMULL6,value,RCC->CFGR0,0x40021004,1048576,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLMULL7,value,RCC->CFGR0,0x40021004,1310720,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLMULL9,value,RCC->CFGR0,0x40021004,1835008,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLON,value,RCC->CTLR,0x40021000,16777216,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLRDY,poll,RCC->CTLR,0x40021000,33554432,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLSRC,mask,RCC->CFGR0,0x40021004,65536,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLSRC_HSE,value,RCC->CFGR0,0x40021004,65536,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLSRC_HSI_Div2,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLXTPRE,mask,RCC->CFGR0,0x40021004,131072,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PLLXTPRE_HSE,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PPRE1,mask,RCC->CFGR0,0x40021004,1792,#,reference,evt(device-header)
CH32V20x,RCC_PPRE1_DIV1,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PPRE1_DIV2,value,RCC->CFGR0,0x40021004,1024,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_PPRE2,mask,RCC->CFGR0,0x40021004,14336,#,reference,evt(device-header)
CH32V20x,RCC_PPRE2_DIV1,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_RTCSEL,mask,RCC->BDCTLR,0x40021020,768,#,reference,evt(device-header)
CH32V20x,RCC_SW,mask,RCC->CFGR0,0x40021004,3,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_SWS,poll,RCC->CFGR0,0x40021004,12,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_SW_HSE,value,RCC->CFGR0,0x40021004,1,#,reference,evt(device-header+system_ch32*.c)
CH32V20x,RCC_SW_PLL,value,RCC->CFGR0,0x40021004,2,#,reference,evt(device-header+system_ch32*.c)
CH32V307,EXTEN_PLL_HSI_PRE,value,EXTEN->EXTEN_CTR,0x40023800,16,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_ADCPRE,mask,RCC->CFGR0,0x40021004,49152,#,reference,evt(device-header)
CH32V307,RCC_CFGR0_MCO,mask,RCC->CFGR0,0x40021004,251658240,#,reference,evt(device-header)
CH32V307,RCC_CNTVLU,mask,RCC->LSI32K_CAL_CFG,,15,#,reference,evt(device-header)
CH32V307,RCC_ETH1GSRC,mask,RCC->CFGR2,0x4002102c,3145728,#,reference,evt(device-header)
CH32V307,RCC_HPRE,mask,RCC->CFGR0,0x40021004,240,#,reference,evt(device-header)
CH32V307,RCC_HPRE_DIV1,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_HSEC,mask,RCC->HSE_CAL_CTRL,,1879048192,#,reference,evt(device-header)
CH32V307,RCC_HSEON,value,RCC->CTLR,0x40021000,65536,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLL2MUL,mask,RCC->CFGR2,0x4002102c,3840,#,reference,evt(device-header)
CH32V307,RCC_PLL3MUL,mask,RCC->CFGR2,0x4002102c,61440,#,reference,evt(device-header)
CH32V307,RCC_PLLMULL,mask,RCC->CFGR0,0x40021004,3932160,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLMULL12,value,RCC->CFGR0,0x40021004,2621440,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLMULL12_EXTEN,value,RCC->CFGR0,0x40021004,2621440,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLMULL15,value,RCC->CFGR0,0x40021004,3407872,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLMULL15_EXTEN,value,RCC->CFGR0,0x40021004,3670016,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLMULL18,value,RCC->CFGR0,0x40021004,3932160,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLMULL18_EXTEN,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLMULL3,value,RCC->CFGR0,0x40021004,262144,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLMULL3_EXTEN,value,RCC->CFGR0,0x40021004,262144,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLMULL6,value,RCC->CFGR0,0x40021004,1048576,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLMULL6_EXTEN,value,RCC->CFGR0,0x40021004,1048576,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLMULL7,value,RCC->CFGR0,0x40021004,1310720,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLMULL7_EXTEN,value,RCC->CFGR0,0x40021004,1310720,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLMULL9,value,RCC->CFGR0,0x40021004,1835008,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLMULL9_EXTEN,value,RCC->CFGR0,0x40021004,1835008,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLON,value,RCC->CTLR,0x40021000,16777216,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLRDY,poll,RCC->CTLR,0x40021000,33554432,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLSRC,mask,RCC->CFGR0,0x40021004,65536,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLSRC_HSE,value,RCC->CFGR0,0x40021004,65536,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLSRC_HSI_Div2,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLXTPRE,mask,RCC->CFGR0,0x40021004,131072,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PLLXTPRE_HSE,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PPRE1,mask,RCC->CFGR0,0x40021004,1792,#,reference,evt(device-header)
CH32V307,RCC_PPRE1_DIV1,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PPRE1_DIV2,value,RCC->CFGR0,0x40021004,1024,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PPRE2,mask,RCC->CFGR0,0x40021004,14336,#,reference,evt(device-header)
CH32V307,RCC_PPRE2_DIV1,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_PREDIV1,mask,RCC->CFGR2,0x4002102c,15,#,reference,evt(device-header)
CH32V307,RCC_PREDIV2,mask,RCC->CFGR2,0x4002102c,240,#,reference,evt(device-header)
CH32V307,RCC_RTCSEL,mask,RCC->BDCTLR,0x40021020,768,#,reference,evt(device-header)
CH32V307,RCC_SW,mask,RCC->CFGR0,0x40021004,3,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_SWS,poll,RCC->CFGR0,0x40021004,12,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_SW_HSE,value,RCC->CFGR0,0x40021004,1,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_SW_PLL,value,RCC->CFGR0,0x40021004,2,#,reference,evt(device-header+system_ch32*.c)
CH32V307,RCC_USBHSCLK,mask,RCC->CFGR2,0x4002102c,805306368,#,reference,evt(device-header)
CH32V307,RCC_USBHSDIV,mask,RCC->CFGR2,0x4002102c,117440512,#,reference,evt(device-header)
CH32V407,EXTEN_ULLDOTRIM,mask,WWDG->STATR,0x40002c08,768,#,reference,evt(device-header)
CH32V407,RCC_ADCPRE,mask,RCC->CFGR0,0x40021004,49152,#,reference,evt(device-header)
CH32V407,RCC_ADC_CLKDIV,mask,RCC->CFGR3,0x40021030,31,#,reference,evt(device-header)
CH32V407,RCC_CFGR0_MCO,mask,RCC->CFGR0,0x40021004,251658240,#,reference,evt(device-header)
CH32V407,RCC_HPRE,mask,RCC->CFGR0,0x40021004,240,#,reference,evt(device-header)
CH32V407,RCC_HPRE_DIV1,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_HPRE_DIV2,value,RCC->CFGR0,0x40021004,128,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_HSEON,value,RCC->CTLR,0x40021000,65536,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_LTDCDIV,mask,RCC->CFGR2,0x4002102c,63,#,reference,evt(device-header)
CH32V407,RCC_PLLMULL,mask,RCC->CFGR0,0x40021004,4063232,#,conflict,evt(device-header)+!evt(device-header-comment:RCC_PLLMULL[3:0])
CH32V407,RCC_PLLMULL12,value,RCC->CFGR0,0x40021004,524288,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_PLLMULL14,value,RCC->CFGR0,0x40021004,1048576,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_PLLMULL16,value,RCC->CFGR0,0x40021004,1572864,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_PLLMULL17_5,value,RCC->CFGR0,0x40021004,1966080,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_PLLMULL20,value,RCC->CFGR0,0x40021004,2621440,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_PLLMULL24,value,RCC->CFGR0,0x40021004,3014656,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_PLLON,value,RCC->CTLR,0x40021000,16777216,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_PLLRDY,poll,RCC->CTLR,0x40021000,33554432,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_PLLSRC,mask,RCC->CFGR0,0x40021004,65536,#,reference,evt(device-header)
CH32V407,RCC_PLLSRC_HSE,value,RCC->CFGR0,0x40021004,65536,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_PLLSRC_HSI,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_PPRE1,mask,RCC->CFGR0,0x40021004,1792,#,reference,evt(device-header)
CH32V407,RCC_PPRE1_DIV1,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_PPRE2,mask,RCC->CFGR0,0x40021004,14336,#,reference,evt(device-header)
CH32V407,RCC_PPRE2_DIV1,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_RTCSEL,mask,RCC->BDCTLR,0x40021020,768,#,reference,evt(device-header)
CH32V407,RCC_SW,mask,RCC->CFGR0,0x40021004,3,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_SWS,poll,RCC->CFGR0,0x40021004,12,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_SW_HSE,value,RCC->CFGR0,0x40021004,1,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_SW_HSI,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_SW_PLL,value,RCC->CFGR0,0x40021004,2,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_SYSPLLDIV,mask,RCC->CFGR2,0x4002102c,1792,#,reference,evt(device-header)
CH32V407,RCC_SYSPLLDIV1,value,RCC->CFGR2,0x4002102c,0,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_SYSPLLDIV2,value,RCC->CFGR2,0x4002102c,256,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_SYSPLLDIV4,value,RCC->CFGR2,0x4002102c,768,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_SYSPLLSRC,poll,RCC->CFGR2,0x4002102c,57344,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_SYSPLLSRC_PLL,poll,RCC->CFGR2,0x4002102c,49152,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_SYSPLLSRC_PLL,value,RCC->CFGR2,0x4002102c,49152,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_SYSPLLSRC_USBHSPLL,poll,RCC->CFGR2,0x4002102c,0,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_SYSPLLSRC_USBHSPLL,value,RCC->CFGR2,0x4002102c,0,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_SYSPLL_GATE,value,RCC->CFGR2,0x4002102c,4096,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_USBHSPLLCLK,mask,RCC->CFGR2,0x4002102c,805306368,#,reference,evt(device-header)
CH32V407,RCC_USBHSPLLCLK_25M,value,RCC->CFGR2,0x4002102c,0,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_USBHSPLLON,value,RCC->CTLR,0x40021000,1048576,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_USBHSPLLRDY,poll,RCC->CTLR,0x40021000,2097152,#,reference,evt(device-header+system_ch32*.c)
CH32V407,RCC_USBHSPLLSRC,mask,RCC->CFGR2,0x4002102c,201326592,#,reference,evt(device-header)
CH32V407,RCC_USBHSPLLSRC_HSE,value,RCC->CFGR2,0x4002102c,0,#,reference,evt(device-header+system_ch32*.c)
CH32X035,FLASH_ACTLR_LATENCY,mask,FLASH->ACTLR,0x40022000,3,#,conflict,evt(device-header+system_ch32*.c)+!evt(device-header-comment:FLASH_ACTLR_LATENCY[2:0])
CH32X035,FLASH_ACTLR_LATENCY_0,value,FLASH->ACTLR,0x40022000,0,#,reference,evt(device-header+system_ch32*.c)
CH32X035,FLASH_ACTLR_LATENCY_1,value,FLASH->ACTLR,0x40022000,1,#,reference,evt(device-header+system_ch32*.c)
CH32X035,FLASH_ACTLR_LATENCY_2,value,FLASH->ACTLR,0x40022000,2,#,reference,evt(device-header+system_ch32*.c)
CH32X035,RCC_CFGR0_MCO,mask,RCC->CFGR0,0x40021004,117440512,#,reference,evt(device-header)
CH32X035,RCC_HPRE,mask,RCC->CFGR0,0x40021004,240,#,reference,evt(device-header)
CH32X035,RCC_HPRE_DIV1,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32X035,RCC_HPRE_DIV2,value,RCC->CFGR0,0x40021004,16,#,reference,evt(device-header+system_ch32*.c)
CH32X035,RCC_HPRE_DIV3,value,RCC->CFGR0,0x40021004,32,#,reference,evt(device-header+system_ch32*.c)
CH32X035,RCC_HPRE_DIV4,value,RCC->CFGR0,0x40021004,48,#,reference,evt(device-header+system_ch32*.c)
CH32X035,RCC_HPRE_DIV6,value,RCC->CFGR0,0x40021004,80,#,reference,evt(device-header+system_ch32*.c)
CH32X315,FLASH_ACTLR_LATENCY_HCLK_DIV1,value,FLASH->ACTLR,0x40022000,0,#,reference,evt(device-header+system_ch32*.c)
CH32X315,FLASH_ACTLR_LATENCY_HCLK_DIV2,value,FLASH->ACTLR,0x40022000,1,#,reference,evt(device-header+system_ch32*.c)
CH32X315,FLASH_ACTLR_LATENCY_HCLK_DIV4,value,FLASH->ACTLR,0x40022000,2,#,reference,evt(device-header+system_ch32*.c)
CH32X315,FLASH_ACTLR_LATENCY_HCLK_DIV8,value,FLASH->ACTLR,0x40022000,3,#,reference,evt(device-header+system_ch32*.c)
CH32X315,FLASH_ACTLR_SCK_CFG,mask,FLASH->ACTLR,0x40022000,3,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_ADCCLKDIV,mask,RCC->CFGR2,0x4002102c,4026531840,#,reference,evt(device-header)
CH32X315,RCC_ADCDUTYMD,mask,RCC->CFGR2,0x4002102c,100663296,#,reference,evt(device-header)
CH32X315,RCC_ADCPLLSRC,mask,RCC->CFGR2,0x4002102c,134217728,#,reference,evt(device-header)
CH32X315,RCC_ADCPRE,mask,RCC->CFGR0,0x40021004,49152,#,reference,evt(device-header)
CH32X315,RCC_ADCSRC,mask,RCC->CFGR2,0x4002102c,16777216,#,reference,evt(device-header)
CH32X315,RCC_CFGR0_MCO,mask,RCC->CFGR0,0x40021004,251658240,#,reference,evt(device-header)
CH32X315,RCC_FPRE,mask,RCC->CFGR0,0x40021004,256,#,reference,evt(device-header)
CH32X315,RCC_FPRE_DIV1,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_FPRE_DIV2,value,RCC->CFGR0,0x40021004,256,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_HPRE,mask,RCC->CFGR0,0x40021004,240,#,reference,evt(device-header)
CH32X315,RCC_HPRE_DIV1,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_HSEON,value,RCC->CTLR,0x40021000,65536,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_HSERDYCFG,mask,RCC->CFGR2,0x4002102c,196608,#,reference,evt(device-header)
CH32X315,RCC_HSIRDY,poll,RCC->CTLR,0x40021000,2,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_PLLDIV,mask,RCC->CFGR0,0x40021004,1966080,#,reference,evt(device-header)
CH32X315,RCC_PLLDIV2,value,RCC->CFGR0,0x40021004,131072,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_PLLGATE,mask,RCC->CTLR,0x40021000,2147483648,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_PLLHS_SRC,mask,RCC->CFGR0,0x40021004,805306368,#,reference,evt(device-header)
CH32X315,RCC_PLLHS_SRC_USBHSPLL_480M,value,RCC->CFGR0,0x40021004,805306368,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_PLLHS_SRC_USBSSPLL_625M,value,RCC->CFGR0,0x40021004,536870912,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_PLLSRC,mask,RCC->CFGR0,0x40021004,6291456,#,reference,evt(device-header)
CH32X315,RCC_PLLSRC_HS,value,RCC->CFGR0,0x40021004,6291456,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_PLLSRC_USBHSPLL_480M,value,RCC->CFGR0,0x40021004,0,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_PLLSRC_USBSSPLL_625M,value,RCC->CFGR0,0x40021004,4194304,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_PPRE2,mask,RCC->CFGR0,0x40021004,14336,#,reference,evt(device-header)
CH32X315,RCC_SW,mask,RCC->CFGR0,0x40021004,3,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_SWS,poll,RCC->CFGR0,0x40021004,12,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_SW_HSE,value,RCC->CFGR0,0x40021004,1,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_SW_PLL,value,RCC->CFGR0,0x40021004,2,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_USBHSPLLON,value,RCC->CTLR,0x40021000,16777216,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_USBHSPLLRDY,poll,RCC->CTLR,0x40021000,33554432,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_USBHSPLLRDYCFG,mask,RCC->CFGR2,0x4002102c,786432,#,reference,evt(device-header)
CH32X315,RCC_USBHSPLLREFSEL,mask,RCC->CFGR2,0x4002102c,7,#,reference,evt(device-header)
CH32X315,RCC_USBHSPLLREFSEL_20MHz,value,RCC->CFGR2,0x4002102c,1,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_USBHSPLLSRCC,mask,RCC->CFGR2,0x4002102c,256,#,reference,evt(device-header)
CH32X315,RCC_USBHSPLLSRCC_HSE,value,RCC->CFGR2,0x4002102c,0,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_USBHSPLLSRCC_HSI,value,RCC->CFGR2,0x4002102c,256,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_USBPLLSRCCFG,mask,RCC->CFGR2,0x4002102c,192,#,reference,evt(device-header)
CH32X315,RCC_USBSSPLLON,value,RCC->CTLR,0x40021000,67108864,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_USBSSPLLRDY,poll,RCC->CTLR,0x40021000,134217728,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_USBSSPLLRDYCFG,mask,RCC->CFGR2,0x4002102c,3145728,#,reference,evt(device-header)
CH32X315,RCC_USBSSPLLREFSEL,mask,RCC->CFGR2,0x4002102c,56,#,reference,evt(device-header)
CH32X315,RCC_USBSSPLLREFSEL_20MHz,value,RCC->CFGR2,0x4002102c,0,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_USBSSPLLSRCC,mask,RCC->CFGR2,0x4002102c,512,#,reference,evt(device-header)
CH32X315,RCC_USBSSPLLSRCC_HSE,value,RCC->CFGR2,0x4002102c,0,#,reference,evt(device-header+system_ch32*.c)
CH32X315,RCC_USBSSPLLSRCC_HSI,value,RCC->CFGR2,0x4002102c,512,#,reference,evt(device-header+system_ch32*.c)
