family,peripheral,bus,register,offset,address,bit,mask,macro,#,confidence,basis
CH32X315,GPIOA,HB2,HB2PCENR,0x18,0x40021018,2,0x4,RCC_HB2Periph_GPIOA,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,GPIOB,HB2,HB2PCENR,0x18,0x40021018,3,0x8,RCC_HB2Periph_GPIOB,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,GPIOC,HB2,HB2PCENR,0x18,0x40021018,4,0x10,RCC_HB2Periph_GPIOC,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,GPIOD,HB2,HB2PCENR,0x18,0x40021018,5,0x20,RCC_HB2Periph_GPIOD,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,ADC1,HB2,HB2PCENR,0x18,0x40021018,9,0x200,RCC_HB2Periph_ADC1,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,ADC2,HB2,HB2PCENR,0x18,0x40021018,10,0x400,RCC_HB2Periph_ADC2,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,TIM1,HB2,HB2PCENR,0x18,0x40021018,11,0x800,RCC_HB2Periph_TIM1,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,SPI1,HB2,HB2PCENR,0x18,0x40021018,12,0x1000,RCC_HB2Periph_SPI1,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,USART1,HB2,HB2PCENR,0x18,0x40021018,14,0x4000,RCC_HB2Periph_USART1,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,ADC3,HB2,HB2PCENR,0x18,0x40021018,15,0x8000,RCC_HB2Periph_ADC3,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,ADC4,HB2,HB2PCENR,0x18,0x40021018,16,0x10000,RCC_HB2Periph_ADC4,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,DMA1,HB,HBPCENR,0x14,0x40021014,0,0x1,RCC_HBPeriph_DMA1,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,CRC,HB,HBPCENR,0x14,0x40021014,6,0x40,RCC_HBPeriph_CRC,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,USBHS,HB,HBPCENR,0x14,0x40021014,11,0x800,RCC_HBPeriph_USBHS,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,USBPD,HB,HBPCENR,0x14,0x40021014,12,0x1000,RCC_HBPeriph_USBPD,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,ARGB,HB,HBPCENR,0x14,0x40021014,14,0x4000,RCC_HBPeriph_ARGB,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
CH32X315,USBSS,HB,HBPCENR,0x14,0x40021014,15,0x8000,RCC_HBPeriph_USBSS,#,confirmed,evt(ch32x3x5_rcc.h+ch32x3x5.h)+rm(CH32X315RM.PDF)
