family,peripheral,bus,register,offset,address,bit,mask,macro,#,confidence,basis
CH32H417,TIM2,HB1,HB1PCENR,0x20,0x40021020,0,0x1,RCC_HB1Periph_TIM2,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,TIM3,HB1,HB1PCENR,0x20,0x40021020,1,0x2,RCC_HB1Periph_TIM3,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,TIM4,HB1,HB1PCENR,0x20,0x40021020,2,0x4,RCC_HB1Periph_TIM4,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,TIM5,HB1,HB1PCENR,0x20,0x40021020,3,0x8,RCC_HB1Periph_TIM5,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,TIM6,HB1,HB1PCENR,0x20,0x40021020,4,0x10,RCC_HB1Periph_TIM6,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,TIM7,HB1,HB1PCENR,0x20,0x40021020,5,0x20,RCC_HB1Periph_TIM7,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,USART6,HB1,HB1PCENR,0x20,0x40021020,6,0x40,RCC_HB1Periph_USART6,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,USART7,HB1,HB1PCENR,0x20,0x40021020,7,0x80,RCC_HB1Periph_USART7,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,USART8,HB1,HB1PCENR,0x20,0x40021020,8,0x100,RCC_HB1Periph_USART8,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,LPTIM1,HB1,HB1PCENR,0x20,0x40021020,9,0x200,RCC_HB1Periph_LPTIM1,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,LPTIM2,HB1,HB1PCENR,0x20,0x40021020,10,0x400,RCC_HB1Periph_LPTIM2,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,WWDG,HB1,HB1PCENR,0x20,0x40021020,11,0x800,RCC_HB1Periph_WWDG,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,QSPI1,HB1,HB1PCENR,0x20,0x40021020,12,0x1000,RCC_HB1Periph_QSPI1,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,QSPI2,HB1,HB1PCENR,0x20,0x40021020,13,0x2000,RCC_HB1Periph_QSPI2,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,SPI2,HB1,HB1PCENR,0x20,0x40021020,14,0x4000,RCC_HB1Periph_SPI2,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,SPI3,HB1,HB1PCENR,0x20,0x40021020,15,0x8000,RCC_HB1Periph_SPI3,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,SPI4,HB1,HB1PCENR,0x20,0x40021020,16,0x10000,RCC_HB1Periph_SPI4,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,USART2,HB1,HB1PCENR,0x20,0x40021020,17,0x20000,RCC_HB1Periph_USART2,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,USART3,HB1,HB1PCENR,0x20,0x40021020,18,0x40000,RCC_HB1Periph_USART3,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,USART4,HB1,HB1PCENR,0x20,0x40021020,19,0x80000,RCC_HB1Periph_USART4,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,USART5,HB1,HB1PCENR,0x20,0x40021020,20,0x100000,RCC_HB1Periph_USART5,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,I2C1,HB1,HB1PCENR,0x20,0x40021020,21,0x200000,RCC_HB1Periph_I2C1,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,I2C2,HB1,HB1PCENR,0x20,0x40021020,22,0x400000,RCC_HB1Periph_I2C2,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,CAN3,HB1,HB1PCENR,0x20,0x40021020,24,0x1000000,RCC_HB1Periph_CAN3,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,CAN1,HB1,HB1PCENR,0x20,0x40021020,25,0x2000000,RCC_HB1Periph_CAN1,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,CAN2,HB1,HB1PCENR,0x20,0x40021020,26,0x4000000,RCC_HB1Periph_CAN2,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,BKP,HB1,HB1PCENR,0x20,0x40021020,27,0x8000000,RCC_HB1Periph_BKP,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,PWR,HB1,HB1PCENR,0x20,0x40021020,28,0x10000000,RCC_HB1Periph_PWR,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,DAC,HB1,HB1PCENR,0x20,0x40021020,29,0x20000000,RCC_HB1Periph_DAC,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,I2C3,HB1,HB1PCENR,0x20,0x40021020,30,0x40000000,RCC_HB1Periph_I2C3,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,SWPMI,HB1,HB1PCENR,0x20,0x40021020,31,0x80000000,RCC_HB1Periph_SWPMI,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,AFIO,HB2,HB2PCENR,0x1c,0x4002101c,0,0x1,RCC_HB2Periph_AFIO,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,HSADC,HB2,HB2PCENR,0x1c,0x4002101c,1,0x2,RCC_HB2Periph_HSADC,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,GPIOA,HB2,HB2PCENR,0x1c,0x4002101c,2,0x4,RCC_HB2Periph_GPIOA,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,GPIOB,HB2,HB2PCENR,0x1c,0x4002101c,3,0x8,RCC_HB2Periph_GPIOB,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,GPIOC,HB2,HB2PCENR,0x1c,0x4002101c,4,0x10,RCC_HB2Periph_GPIOC,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,GPIOD,HB2,HB2PCENR,0x1c,0x4002101c,5,0x20,RCC_HB2Periph_GPIOD,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,GPIOE,HB2,HB2PCENR,0x1c,0x4002101c,6,0x40,RCC_HB2Periph_GPIOE,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,GPIOF,HB2,HB2PCENR,0x1c,0x4002101c,7,0x80,RCC_HB2Periph_GPIOF,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC1,HB2,HB2PCENR,0x1c,0x4002101c,9,0x200,RCC_HB2Periph_ADC1,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC2,HB2,HB2PCENR,0x1c,0x4002101c,10,0x400,RCC_HB2Periph_ADC2,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,TIM1,HB2,HB2PCENR,0x1c,0x4002101c,11,0x800,RCC_HB2Periph_TIM1,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,SPI1,HB2,HB2PCENR,0x1c,0x4002101c,12,0x1000,RCC_HB2Periph_SPI1,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,TIM8,HB2,HB2PCENR,0x1c,0x4002101c,13,0x2000,RCC_HB2Periph_TIM8,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,USART1,HB2,HB2PCENR,0x1c,0x4002101c,14,0x4000,RCC_HB2Periph_USART1,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,I2C4,HB2,HB2PCENR,0x1c,0x4002101c,15,0x8000,RCC_HB2Periph_I2C4,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,SAI,HB2,HB2PCENR,0x1c,0x4002101c,16,0x10000,RCC_HB2Periph_SAI,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,SDIO,HB2,HB2PCENR,0x1c,0x4002101c,18,0x40000,RCC_HB2Periph_SDIO,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,TIM9,HB2,HB2PCENR,0x1c,0x4002101c,19,0x80000,RCC_HB2Periph_TIM9,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,TIM10,HB2,HB2PCENR,0x1c,0x4002101c,20,0x100000,RCC_HB2Periph_TIM10,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,TIM11,HB2,HB2PCENR,0x1c,0x4002101c,21,0x200000,RCC_HB2Periph_TIM11,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,TIM12,HB2,HB2PCENR,0x1c,0x4002101c,22,0x400000,RCC_HB2Periph_TIM12,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,OPCM,HB2,HB2PCENR,0x1c,0x4002101c,23,0x800000,RCC_HB2Periph_OPCM,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,DFSDM,HB2,HB2PCENR,0x1c,0x4002101c,25,0x2000000,RCC_HB2Periph_DFSDM,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ECDC,HB2,HB2PCENR,0x1c,0x4002101c,26,0x4000000,RCC_HB2Periph_ECDC,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,GPHA,HB2,HB2PCENR,0x1c,0x4002101c,27,0x8000000,RCC_HB2Periph_GPHA,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,LTDC,HB2,HB2PCENR,0x1c,0x4002101c,30,0x40000000,RCC_HB2Periph_LTDC,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,I3C,HB2,HB2PCENR,0x1c,0x4002101c,31,0x80000000,RCC_HB2Periph_I3C,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,DMA1,HB,HBPCENR,0x18,0x40021018,0,0x1,RCC_HBPeriph_DMA1,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,DMA2,HB,HBPCENR,0x18,0x40021018,1,0x2,RCC_HBPeriph_DMA2,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,CRC,HB,HBPCENR,0x18,0x40021018,6,0x40,RCC_HBPeriph_CRC,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,FMC,HB,HBPCENR,0x18,0x40021018,8,0x100,RCC_HBPeriph_FMC,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,RNG,HB,HBPCENR,0x18,0x40021018,9,0x200,RCC_HBPeriph_RNG,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,SDMMC,HB,HBPCENR,0x18,0x40021018,10,0x400,RCC_HBPeriph_SDMMC,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,USBHS,HB,HBPCENR,0x18,0x40021018,11,0x800,RCC_HBPeriph_USBHS,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,USBSS,HB,HBPCENR,0x18,0x40021018,12,0x1000,RCC_HBPeriph_USBSS,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,DVP,HB,HBPCENR,0x18,0x40021018,13,0x2000,RCC_HBPeriph_DVP,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ETH,HB,HBPCENR,0x18,0x40021018,14,0x4000,RCC_HBPeriph_ETH,#,reference,evt(ch32h417_rcc.h+ch32h417.h)
CH32H417,OTG_FS,HB,HBPCENR,0x18,0x40021018,17,0x20000,RCC_HBPeriph_OTG_FS,#,reference,evt(ch32h417_rcc.h+ch32h417.h)
CH32H417,UHSIF,HB,HBPCENR,0x18,0x40021018,18,0x40000,RCC_HBPeriph_UHSIF,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,USBPD,HB,HBPCENR,0x18,0x40021018,19,0x80000,RCC_HBPeriph_USBPD,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,SERDES,HB,HBPCENR,0x18,0x40021018,20,0x100000,RCC_HBPeriph_SERDES,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,PIOC,HB,HBPCENR,0x18,0x40021018,22,0x400000,RCC_HBPeriph_PIOC,#,confirmed,evt(ch32h417_rcc.h+ch32h417.h)+rm(CH32H417RM.PDF)
CH32L103,DMA1,HB,HBPCENR,0x14,0x40021014,0,0x1,RCC_HBPeriph_DMA1,#,reference,evt(ch32l103_rcc.h+ch32l103.h)
CH32L103,SRAM,HB,HBPCENR,0x14,0x40021014,2,0x4,RCC_HBPeriph_SRAM,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,CRC,HB,HBPCENR,0x14,0x40021014,6,0x40,RCC_HBPeriph_CRC,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USBFS,HB,HBPCENR,0x14,0x40021014,12,0x1000,RCC_HBPeriph_USBFS,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USBPD,HB,HBPCENR,0x14,0x40021014,17,0x20000,RCC_HBPeriph_USBPD,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM2,PB1,PB1PCENR,0x1c,0x4002101c,0,0x1,RCC_PB1Periph_TIM2,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM3,PB1,PB1PCENR,0x1c,0x4002101c,1,0x2,RCC_PB1Periph_TIM3,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM4,PB1,PB1PCENR,0x1c,0x4002101c,2,0x4,RCC_PB1Periph_TIM4,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,WWDG,PB1,PB1PCENR,0x1c,0x4002101c,11,0x800,RCC_PB1Periph_WWDG,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,SPI2,PB1,PB1PCENR,0x1c,0x4002101c,14,0x4000,RCC_PB1Periph_SPI2,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART2,PB1,PB1PCENR,0x1c,0x4002101c,17,0x20000,RCC_PB1Periph_USART2,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART3,PB1,PB1PCENR,0x1c,0x4002101c,18,0x40000,RCC_PB1Periph_USART3,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART4,PB1,PB1PCENR,0x1c,0x4002101c,19,0x80000,RCC_PB1Periph_USART4,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,I2C1,PB1,PB1PCENR,0x1c,0x4002101c,21,0x200000,RCC_PB1Periph_I2C1,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,I2C2,PB1,PB1PCENR,0x1c,0x4002101c,22,0x400000,RCC_PB1Periph_I2C2,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,CAN1,PB1,PB1PCENR,0x1c,0x4002101c,25,0x2000000,RCC_PB1Periph_CAN1,#,reference,evt(ch32l103_rcc.h+ch32l103.h)
CH32L103,BKP,PB1,PB1PCENR,0x1c,0x4002101c,27,0x8000000,RCC_PB1Periph_BKP,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,PWR,PB1,PB1PCENR,0x1c,0x4002101c,28,0x10000000,RCC_PB1Periph_PWR,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,LPTIM,PB1,PB1PCENR,0x1c,0x4002101c,31,0x80000000,RCC_PB1Periph_LPTIM,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,AFIO,PB2,PB2PCENR,0x18,0x40021018,0,0x1,RCC_PB2Periph_AFIO,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,GPIOA,PB2,PB2PCENR,0x18,0x40021018,2,0x4,RCC_PB2Periph_GPIOA,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,GPIOB,PB2,PB2PCENR,0x18,0x40021018,3,0x8,RCC_PB2Periph_GPIOB,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,GPIOC,PB2,PB2PCENR,0x18,0x40021018,4,0x10,RCC_PB2Periph_GPIOC,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,GPIOD,PB2,PB2PCENR,0x18,0x40021018,5,0x20,RCC_PB2Periph_GPIOD,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,ADC1,PB2,PB2PCENR,0x18,0x40021018,9,0x200,RCC_PB2Periph_ADC1,#,reference,evt(ch32l103_rcc.h+ch32l103.h)
CH32L103,TIM1,PB2,PB2PCENR,0x18,0x40021018,11,0x800,RCC_PB2Periph_TIM1,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,SPI1,PB2,PB2PCENR,0x18,0x40021018,12,0x1000,RCC_PB2Periph_SPI1,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART1,PB2,PB2PCENR,0x18,0x40021018,14,0x4000,RCC_PB2Periph_USART1,#,confirmed,evt(ch32l103_rcc.h+ch32l103.h)+rm(CH32L103RM.PDF)
CH32M030,DMA1,HB,HBPCENR,0x14,0x40021014,0,0x1,RCC_HBPeriph_DMA1,#,reference,evt(ch32m030_rcc.h+ch32m030.h)
CH32M030,SRAM,HB,HBPCENR,0x14,0x40021014,2,0x4,RCC_HBPeriph_SRAM,#,confirmed,evt(ch32m030_rcc.h+ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,USBFS,HB,HBPCENR,0x14,0x40021014,3,0x8,RCC_HBPeriph_USBFS,#,confirmed,evt(ch32m030_rcc.h+ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,USBPD0,HB,HBPCENR,0x14,0x40021014,4,0x10,RCC_HBPeriph_USBPD0,#,confirmed,evt(ch32m030_rcc.h+ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,USBPD1,HB,HBPCENR,0x14,0x40021014,5,0x20,RCC_HBPeriph_USBPD1,#,confirmed,evt(ch32m030_rcc.h+ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,OPCM,HB,HBPCENR,0x14,0x40021014,7,0x80,RCC_HBPeriph_OPCM,#,reference,evt(ch32m030_rcc.h+ch32m030.h)
CH32M030,TIM2,PB1,PB1PCENR,0x1c,0x4002101c,0,0x1,RCC_PB1Periph_TIM2,#,confirmed,evt(ch32m030_rcc.h+ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,TIM3,PB1,PB1PCENR,0x1c,0x4002101c,1,0x2,RCC_PB1Periph_TIM3,#,confirmed,evt(ch32m030_rcc.h+ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,WWDG,PB1,PB1PCENR,0x1c,0x4002101c,11,0x800,RCC_PB1Periph_WWDG,#,confirmed,evt(ch32m030_rcc.h+ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,I2C1,PB1,PB1PCENR,0x1c,0x4002101c,21,0x200000,RCC_PB1Periph_I2C1,#,confirmed,evt(ch32m030_rcc.h+ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,PWR,PB1,PB1PCENR,0x1c,0x4002101c,28,0x10000000,RCC_PB1Periph_PWR,#,confirmed,evt(ch32m030_rcc.h+ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,AFIO,PB2,PB2PCENR,0x18,0x40021018,0,0x1,RCC_PB2Periph_AFIO,#,confirmed,evt(ch32m030_rcc.h+ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,GPIOA,PB2,PB2PCENR,0x18,0x40021018,2,0x4,RCC_PB2Periph_GPIOA,#,confirmed,evt(ch32m030_rcc.h+ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,GPIOB,PB2,PB2PCENR,0x18,0x40021018,3,0x8,RCC_PB2Periph_GPIOB,#,confirmed,evt(ch32m030_rcc.h+ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,GPIOC,PB2,PB2PCENR,0x18,0x40021018,4,0x10,RCC_PB2Periph_GPIOC,#,confirmed,evt(ch32m030_rcc.h+ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,ADC1,PB2,PB2PCENR,0x18,0x40021018,9,0x200,RCC_PB2Periph_ADC1,#,reference,evt(ch32m030_rcc.h+ch32m030.h)
CH32M030,TIM1,PB2,PB2PCENR,0x18,0x40021018,11,0x800,RCC_PB2Periph_TIM1,#,confirmed,evt(ch32m030_rcc.h+ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,SPI1,PB2,PB2PCENR,0x18,0x40021018,12,0x1000,RCC_PB2Periph_SPI1,#,confirmed,evt(ch32m030_rcc.h+ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,USART1,PB2,PB2PCENR,0x18,0x40021018,14,0x4000,RCC_PB2Periph_USART1,#,reference,evt(ch32m030_rcc.h+ch32m030.h)
CH32V003,DMA1,AHB,AHBPCENR,0x14,0x40021014,0,0x1,RCC_AHBPeriph_DMA1,#,confirmed,evt(ch32v00x_rcc.h+ch32v00x.h)+rm(CH32V003RM.PDF)
CH32V003,SRAM,AHB,AHBPCENR,0x14,0x40021014,2,0x4,RCC_AHBPeriph_SRAM,#,confirmed,evt(ch32v00x_rcc.h+ch32v00x.h)+rm(CH32V003RM.PDF)
CH32V003,TIM2,APB1,APB1PCENR,0x1c,0x4002101c,0,0x1,RCC_APB1Periph_TIM2,#,confirmed,evt(ch32v00x_rcc.h+ch32v00x.h)+rm(CH32V003RM.PDF)
CH32V003,WWDG,APB1,APB1PCENR,0x1c,0x4002101c,11,0x800,RCC_APB1Periph_WWDG,#,confirmed,evt(ch32v00x_rcc.h+ch32v00x.h)+rm(CH32V003RM.PDF)
CH32V003,I2C1,APB1,APB1PCENR,0x1c,0x4002101c,21,0x200000,RCC_APB1Periph_I2C1,#,confirmed,evt(ch32v00x_rcc.h+ch32v00x.h)+rm(CH32V003RM.PDF)
CH32V003,PWR,APB1,APB1PCENR,0x1c,0x4002101c,28,0x10000000,RCC_APB1Periph_PWR,#,confirmed,evt(ch32v00x_rcc.h+ch32v00x.h)+rm(CH32V003RM.PDF)
CH32V003,AFIO,APB2,APB2PCENR,0x18,0x40021018,0,0x1,RCC_APB2Periph_AFIO,#,confirmed,evt(ch32v00x_rcc.h+ch32v00x.h)+rm(CH32V003RM.PDF)
CH32V003,GPIOA,APB2,APB2PCENR,0x18,0x40021018,2,0x4,RCC_APB2Periph_GPIOA,#,confirmed,evt(ch32v00x_rcc.h+ch32v00x.h)+rm(CH32V003RM.PDF)
CH32V003,GPIOC,APB2,APB2PCENR,0x18,0x40021018,4,0x10,RCC_APB2Periph_GPIOC,#,confirmed,evt(ch32v00x_rcc.h+ch32v00x.h)+rm(CH32V003RM.PDF)
CH32V003,GPIOD,APB2,APB2PCENR,0x18,0x40021018,5,0x20,RCC_APB2Periph_GPIOD,#,confirmed,evt(ch32v00x_rcc.h+ch32v00x.h)+rm(CH32V003RM.PDF)
CH32V003,ADC1,APB2,APB2PCENR,0x18,0x40021018,9,0x200,RCC_APB2Periph_ADC1,#,confirmed,evt(ch32v00x_rcc.h+ch32v00x.h)+rm(CH32V003RM.PDF)
CH32V003,TIM1,APB2,APB2PCENR,0x18,0x40021018,11,0x800,RCC_APB2Periph_TIM1,#,confirmed,evt(ch32v00x_rcc.h+ch32v00x.h)+rm(CH32V003RM.PDF)
CH32V003,SPI1,APB2,APB2PCENR,0x18,0x40021018,12,0x1000,RCC_APB2Periph_SPI1,#,confirmed,evt(ch32v00x_rcc.h+ch32v00x.h)+rm(CH32V003RM.PDF)
CH32V003,USART1,APB2,APB2PCENR,0x18,0x40021018,14,0x4000,RCC_APB2Periph_USART1,#,confirmed,evt(ch32v00x_rcc.h+ch32v00x.h)+rm(CH32V003RM.PDF)
CH32V006,DMA1,HB,HBPCENR,0x14,0x40021014,0,0x1,RCC_HBPeriph_DMA1,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
CH32V006,SRAM,HB,HBPCENR,0x14,0x40021014,2,0x4,RCC_HBPeriph_SRAM,#,confirmed,evt(ch32v00X_rcc.h+ch32v00X.h)+rm(CH32V00XRM.PDF)
