family,register,type,member,field,define,kind,of_field,bits,mask,value,description,rm_access,rm_reset,#,confidence,basis
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,CC4S_0,TIM_CC4S_0,value,CC4S,8,0x100,1,Bit 0,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,CC4S_1,TIM_CC4S_1,value,CC4S,9,0x200,2,Bit 1,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,CC4S,TIM_CC4S,field,,9:8,0x300,,CC4S[1:0] bits (Capture/Compare 4 Selection),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,IC4PSC_0,TIM_IC4PSC_0,value,IC4PSC,10,0x400,1,Bit 0,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,OC4FE,TIM_OC4FE,field,,10,0x400,,Output Compare 4 Fast enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,IC4PSC_1,TIM_IC4PSC_1,value,IC4PSC,11,0x800,2,Bit 1,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,OC4PE,TIM_OC4PE,field,,11,0x800,,Output Compare 4 Preload enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,IC4PSC,TIM_IC4PSC,field,,11:10,0xc00,,IC4PSC[1:0] bits (Input Capture 4 Prescaler),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,IC4F_0,TIM_IC4F_0,value,IC4F,12,0x1000,1,Bit 0,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,OC4M_0,TIM_OC4M_0,value,OC4M,12,0x1000,1,Bit 0,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,IC4F_1,TIM_IC4F_1,value,IC4F,13,0x2000,2,Bit 1,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,OC4M_1,TIM_OC4M_1,value,OC4M,13,0x2000,2,Bit 1,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,IC4F_2,TIM_IC4F_2,value,IC4F,14,0x4000,4,Bit 2,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,OC4M_2,TIM_OC4M_2,value,OC4M,14,0x4000,4,Bit 2,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,OC4M,TIM_OC4M,field,,14:12,0x7000,,OC4M[2:0] bits (Output Compare 4 Mode),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,IC4F_3,TIM_IC4F_3,value,IC4F,15,0x8000,8,Bit 3,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,OC4CE,TIM_OC4CE,field,,15,0x8000,,Output Compare 4 Clear Enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CHCTLR2,TIM,TIM.CHCTLR2,IC4F,TIM_IC4F,field,,15:12,0xf000,,IC4F[3:0] bits (Input Capture 4 Filter),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CNT,TIM,TIM.CNT,CNT,TIM_CNT,field,,15:0,0xffff,,Counter Value,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CNT,TIM,TIM.CNT,TIM4_CNT,TIM4_CNT,field,,31:0,0xffffffff,,Counter Value,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CTLR1,TIM,TIM.CTLR1,CEN,TIM_CEN,field,,0,0x1,,Counter enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR1,TIM,TIM.CTLR1,UDIS,TIM_UDIS,field,,1,0x2,,Update disable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR1,TIM,TIM.CTLR1,URS,TIM_URS,field,,2,0x4,,Update request source,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR1,TIM,TIM.CTLR1,OPM,TIM_OPM,field,,3,0x8,,One pulse mode,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR1,TIM,TIM.CTLR1,DIR,TIM_DIR,field,,4,0x10,,Direction,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR1,TIM,TIM.CTLR1,CMS_0,TIM_CMS_0,value,CMS,5,0x20,1,Bit 0,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CTLR1,TIM,TIM.CTLR1,CMS_1,TIM_CMS_1,value,CMS,6,0x40,2,Bit 1,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CTLR1,TIM,TIM.CTLR1,CMS,TIM_CMS,field,,6:5,0x60,,CMS[1:0] bits (Center-aligned mode selection),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR1,TIM,TIM.CTLR1,ARPE,TIM_ARPE,field,,7,0x80,,Auto-reload preload enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR1,TIM,TIM.CTLR1,CKD_0,TIM_CKD_0,field,,8,0x100,,Bit 0,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CTLR1,TIM,TIM.CTLR1,CKD_1,TIM_CKD_1,field,,9,0x200,,Bit 1,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CTLR1,TIM,TIM.CTLR1,CKD,TIM_CTLR1_CKD,field,,9:8,0x300,,CKD[1:0] bits (clock division),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR1,TIM,TIM.CTLR1,BKSEL,TIM_BKSEL,field,,12,0x1000,,,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR1,TIM,TIM.CTLR1,TMR_CAP_OV_EN,TIM_TMR_CAP_OV_EN,field,,14,0x4000,,,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR1,TIM,TIM.CTLR1,TMR_CAP_LVL_EN,TIM_TMR_CAP_LVL_EN,field,,15,0x8000,,,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR2,TIM,TIM.CTLR2,CCPC,TIM_CCPC,field,,0,0x1,,Capture/Compare Preloaded Control,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR2,TIM,TIM.CTLR2,CCUS,TIM_CCUS,field,,2,0x4,,Capture/Compare Control Update Selection,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR2,TIM,TIM.CTLR2,CCDS,TIM_CCDS,field,,3,0x8,,Capture/Compare DMA Selection,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR2,TIM,TIM.CTLR2,MMS_0,TIM_MMS_0,value,MMS,4,0x10,1,Bit 0,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CTLR2,TIM,TIM.CTLR2,MMS_1,TIM_MMS_1,value,MMS,5,0x20,2,Bit 1,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CTLR2,TIM,TIM.CTLR2,MMS_2,TIM_MMS_2,value,MMS,6,0x40,4,Bit 2,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_CTLR2,TIM,TIM.CTLR2,MMS,TIM_MMS,field,,6:4,0x70,,MMS[2:0] bits (Master Mode Selection),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR2,TIM,TIM.CTLR2,TI1S,TIM_TI1S,field,,7,0x80,,TI1 Selection,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR2,TIM,TIM.CTLR2,OIS1,TIM_OIS1,field,,8,0x100,,Output Idle state 1 (OC1 output),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR2,TIM,TIM.CTLR2,OIS1N,TIM_OIS1N,field,,9,0x200,,Output Idle state 1 (OC1N output),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR2,TIM,TIM.CTLR2,OIS2,TIM_OIS2,field,,10,0x400,,Output Idle state 2 (OC2 output),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR2,TIM,TIM.CTLR2,OIS2N,TIM_OIS2N,field,,11,0x800,,Output Idle state 2 (OC2N output),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR2,TIM,TIM.CTLR2,OIS3,TIM_OIS3,field,,12,0x1000,,Output Idle state 3 (OC3 output),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR2,TIM,TIM.CTLR2,OIS3N,TIM_OIS3N,field,,13,0x2000,,Output Idle state 3 (OC3N output),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_CTLR2,TIM,TIM.CTLR2,OIS4,TIM_OIS4,field,,14,0x4000,,Output Idle state 4 (OC4 output),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAADR,TIM,TIM.DMAADR,DMAR_DMAB,TIM_DMAR_DMAB,field,,31:0,0xffffffff,,DMA register for burst accesses,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_DMACFGR,TIM,TIM.DMACFGR,DBA_0,TIM_DBA_0,value,DBA,0,0x1,1,Bit 0,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_DMACFGR,TIM,TIM.DMACFGR,DBA_1,TIM_DBA_1,value,DBA,1,0x2,2,Bit 1,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_DMACFGR,TIM,TIM.DMACFGR,DBA_2,TIM_DBA_2,value,DBA,2,0x4,4,Bit 2,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_DMACFGR,TIM,TIM.DMACFGR,DBA_3,TIM_DBA_3,value,DBA,3,0x8,8,Bit 3,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_DMACFGR,TIM,TIM.DMACFGR,DBA_4,TIM_DBA_4,value,DBA,4,0x10,16,Bit 4,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_DMACFGR,TIM,TIM.DMACFGR,DBA,TIM_DBA,field,,4:0,0x1f,,DBA[4:0] bits (DMA Base Address),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMACFGR,TIM,TIM.DMACFGR,DBL_0,TIM_DBL_0,value,DBL,8,0x100,1,Bit 0,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_DMACFGR,TIM,TIM.DMACFGR,DBL_1,TIM_DBL_1,value,DBL,9,0x200,2,Bit 1,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_DMACFGR,TIM,TIM.DMACFGR,DBL_2,TIM_DBL_2,value,DBL,10,0x400,4,Bit 2,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_DMACFGR,TIM,TIM.DMACFGR,DBL_3,TIM_DBL_3,value,DBL,11,0x800,8,Bit 3,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_DMACFGR,TIM,TIM.DMACFGR,DBL_4,TIM_DBL_4,value,DBL,12,0x1000,16,Bit 4,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_DMACFGR,TIM,TIM.DMACFGR,DBL,TIM_DBL,field,,12:8,0x1f00,,DBL[4:0] bits (DMA Burst Length),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAINTENR,TIM,TIM.DMAINTENR,UIE,TIM_UIE,field,,0,0x1,,Update interrupt enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAINTENR,TIM,TIM.DMAINTENR,CC1IE,TIM_CC1IE,field,,1,0x2,,Capture/Compare 1 interrupt enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAINTENR,TIM,TIM.DMAINTENR,CC2IE,TIM_CC2IE,field,,2,0x4,,Capture/Compare 2 interrupt enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAINTENR,TIM,TIM.DMAINTENR,CC3IE,TIM_CC3IE,field,,3,0x8,,Capture/Compare 3 interrupt enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAINTENR,TIM,TIM.DMAINTENR,CC4IE,TIM_CC4IE,field,,4,0x10,,Capture/Compare 4 interrupt enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAINTENR,TIM,TIM.DMAINTENR,COMIE,TIM_COMIE,field,,5,0x20,,COM interrupt enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAINTENR,TIM,TIM.DMAINTENR,TIE,TIM_TIE,field,,6,0x40,,Trigger interrupt enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAINTENR,TIM,TIM.DMAINTENR,BIE,TIM_BIE,field,,7,0x80,,Break interrupt enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAINTENR,TIM,TIM.DMAINTENR,UDE,TIM_UDE,field,,8,0x100,,Update DMA request enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAINTENR,TIM,TIM.DMAINTENR,CC1DE,TIM_CC1DE,field,,9,0x200,,Capture/Compare 1 DMA request enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAINTENR,TIM,TIM.DMAINTENR,CC2DE,TIM_CC2DE,field,,10,0x400,,Capture/Compare 2 DMA request enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAINTENR,TIM,TIM.DMAINTENR,CC3DE,TIM_CC3DE,field,,11,0x800,,Capture/Compare 3 DMA request enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAINTENR,TIM,TIM.DMAINTENR,CC4DE,TIM_CC4DE,field,,12,0x1000,,Capture/Compare 4 DMA request enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAINTENR,TIM,TIM.DMAINTENR,COMDE,TIM_COMDE,field,,13,0x2000,,COM DMA request enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_DMAINTENR,TIM,TIM.DMAINTENR,TDE,TIM_TDE,field,,14,0x4000,,Trigger DMA request enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_INTFR,TIM,TIM.INTFR,UIF,TIM_UIF,field,,0,0x1,,Update interrupt Flag,RW0,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_INTFR,TIM,TIM.INTFR,CC1IF,TIM_CC1IF,field,,1,0x2,,Capture/Compare 1 interrupt Flag,RW0,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_INTFR,TIM,TIM.INTFR,CC2IF,TIM_CC2IF,field,,2,0x4,,Capture/Compare 2 interrupt Flag,RW0,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_INTFR,TIM,TIM.INTFR,CC3IF,TIM_CC3IF,field,,3,0x8,,Capture/Compare 3 interrupt Flag,RW0,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_INTFR,TIM,TIM.INTFR,CC4IF,TIM_CC4IF,field,,4,0x10,,Capture/Compare 4 interrupt Flag,RW0,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_INTFR,TIM,TIM.INTFR,COMIF,TIM_COMIF,field,,5,0x20,,COM interrupt Flag,RW0,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_INTFR,TIM,TIM.INTFR,TIF,TIM_TIF,field,,6,0x40,,Trigger interrupt Flag,RW0,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_INTFR,TIM,TIM.INTFR,BIF,TIM_BIF,field,,7,0x80,,Break interrupt Flag,RW0,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_INTFR,TIM,TIM.INTFR,CC1OF,TIM_CC1OF,field,,9,0x200,,Capture/Compare 1 Overcapture Flag,RW0,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_INTFR,TIM,TIM.INTFR,CC2OF,TIM_CC2OF,field,,10,0x400,,Capture/Compare 2 Overcapture Flag,RW0,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_INTFR,TIM,TIM.INTFR,CC3OF,TIM_CC3OF,field,,11,0x800,,Capture/Compare 3 Overcapture Flag,RW0,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_INTFR,TIM,TIM.INTFR,CC4OF,TIM_CC4OF,field,,12,0x1000,,Capture/Compare 4 Overcapture Flag,RW0,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_PSC,TIM,TIM.PSC,PSC,TIM_PSC,field,,15:0,0xffff,,Prescaler Value,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_RPTCR,TIM,TIM.RPTCR,REP,TIM_REP,field,,7:0,0xff,,Repetition Counter Value,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,SMS_0,TIM_SMS_0,value,SMS,0,0x1,1,Bit 0,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,SMS_1,TIM_SMS_1,value,SMS,1,0x2,2,Bit 1,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,SMS_2,TIM_SMS_2,value,SMS,2,0x4,4,Bit 2,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,SMS,TIM_SMS,field,,2:0,0x7,,SMS[2:0] bits (Slave mode selection),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,TS_0,TIM_TS_0,value,TS,4,0x10,1,Bit 0,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,TS_1,TIM_TS_1,value,TS,5,0x20,2,Bit 1,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,TS_2,TIM_TS_2,value,TS,6,0x40,4,Bit 2,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,TS,TIM_TS,field,,6:4,0x70,,TS[2:0] bits (Trigger selection),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,MSM,TIM_MSM,field,,7,0x80,,Master/slave mode,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,ETF_0,TIM_ETF_0,value,ETF,8,0x100,1,Bit 0,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,ETF_1,TIM_ETF_1,value,ETF,9,0x200,2,Bit 1,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,ETF_2,TIM_ETF_2,value,ETF,10,0x400,4,Bit 2,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,ETF_3,TIM_ETF_3,value,ETF,11,0x800,8,Bit 3,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,ETF,TIM_ETF,field,,11:8,0xf00,,ETF[3:0] bits (External trigger filter),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,ETPS_0,TIM_ETPS_0,value,ETPS,12,0x1000,1,Bit 0,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,ETPS_1,TIM_ETPS_1,value,ETPS,13,0x2000,2,Bit 1,,,#,reference,evt(ch32l103.h)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,ETPS,TIM_ETPS,field,,13:12,0x3000,,ETPS[1:0] bits (External trigger prescaler),RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,ECE,TIM_ECE,field,,14,0x4000,,External clock enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_SMCFGR,TIM,TIM.SMCFGR,ETP,TIM_ETP,field,,15,0x8000,,External trigger polarity,RO,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_SWEVGR,TIM,TIM.SWEVGR,UG,TIM_UG,field,,0,0x1,,Update Generation,WO,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_SWEVGR,TIM,TIM.SWEVGR,CC1G,TIM_CC1G,field,,1,0x2,,Capture/Compare 1 Generation,WO,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_SWEVGR,TIM,TIM.SWEVGR,CC2G,TIM_CC2G,field,,2,0x4,,Capture/Compare 2 Generation,WO,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_SWEVGR,TIM,TIM.SWEVGR,CC3G,TIM_CC3G,field,,3,0x8,,Capture/Compare 3 Generation,WO,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_SWEVGR,TIM,TIM.SWEVGR,CC4G,TIM_CC4G,field,,4,0x10,,Capture/Compare 4 Generation,WO,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_SWEVGR,TIM,TIM.SWEVGR,COMG,TIM_COMG,field,,5,0x20,,Capture/Compare Control Update Generation,WO,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_SWEVGR,TIM,TIM.SWEVGR,TG,TIM_TG,field,,6,0x40,,Trigger Generation,WO,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TIM_SWEVGR,TIM,TIM.SWEVGR,BG,TIM_BG,field,,7,0x80,,Break Generation,WO,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,TKEY_ACT_DCG,ADC,ADC.RDATAR,TKEY_TKACTDCG,TKEY_TKACTDCG,field,,9:0,0x3ff,,,,,#,reference,evt(ch32l103.h)
CH32L103,TKEY_CHARGE,TKEY,,CHGOFFSET,TKEY_CHGOFFSET,field,,9:0,0x3ff,,,,,#,reference,evt(ch32l103.h)
CH32L103,TKEY_DR,ADC,ADC.RDATAR,TKEY_DR,TKEY_DR,field,,15:0,0xffff,,,,,#,reference,evt(ch32l103.h)
CH32L103,USART_BRR,USART,USART.BRR,DIV_Fraction,USART_BRR_DIV_Fraction,field,,3:0,0xf,,Fraction of USARTDIV,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART_BRR,USART,USART.BRR,DIV_Mantissa,USART_BRR_DIV_Mantissa,field,,15:4,0xfff0,,Mantissa of USARTDIV,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART_CTLR1,USART,USART.CTLR1,SBK,USART_CTLR1_SBK,field,,0,0x1,,Send Break,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART_CTLR1,USART,USART.CTLR1,RWU,USART_CTLR1_RWU,field,,1,0x2,,Receiver wakeup,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART_CTLR1,USART,USART.CTLR1,RE,USART_CTLR1_RE,field,,2,0x4,,Receiver Enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART_CTLR1,USART,USART.CTLR1,TE,USART_CTLR1_TE,field,,3,0x8,,Transmitter Enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART_CTLR1,USART,USART.CTLR1,IDLEIE,USART_CTLR1_IDLEIE,field,,4,0x10,,IDLE Interrupt Enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART_CTLR1,USART,USART.CTLR1,RXNEIE,USART_CTLR1_RXNEIE,field,,5,0x20,,RXNE Interrupt Enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART_CTLR1,USART,USART.CTLR1,TCIE,USART_CTLR1_TCIE,field,,6,0x40,,Transmission Complete Interrupt Enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART_CTLR1,USART,USART.CTLR1,TXEIE,USART_CTLR1_TXEIE,field,,7,0x80,,PE Interrupt Enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART_CTLR1,USART,USART.CTLR1,PEIE,USART_CTLR1_PEIE,field,,8,0x100,,PE Interrupt Enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART_CTLR1,USART,USART.CTLR1,PS,USART_CTLR1_PS,field,,9,0x200,,Parity Selection,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART_CTLR1,USART,USART.CTLR1,PCE,USART_CTLR1_PCE,field,,10,0x400,,Parity Control Enable,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
CH32L103,USART_CTLR1,USART,USART.CTLR1,WAKE,USART_CTLR1_WAKE,field,,11,0x800,,Wakeup method,RW,0,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)
