family,region,base_address,kind,condition,#,confidence,basis
CH32V407,OPA,0x40023804,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,RNG,0x40023c00,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,USBHS1,0x40024000,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,USBHS1D,0x40024000,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,USBHS1H,0x40024100,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,PSRAM,0x40024400,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,LTDC,0x40024800,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,LTDC_L,0x40024834,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,I3C,0x40024c00,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,ARGB,0x40025000,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,ETH,0x40028000,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,ETH_MAC,0x40028000,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,ETH_MMC,0x40028100,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,ETH_PTP,0x40028700,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,ETH_DMA,0x40029000,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,ETH_PHY,0x40030000,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,DVP,0x50050000,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,FSMC_Bank1_R,0xa0000000,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,FSMC_R,0xa0000000,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,FSMC_Bank2_R,0xa0000060,peripheral,,#,reference,evt(ch32v4x7.h)
CH32V407,FSMC_Bank1E_R,0xa0000104,peripheral,,#,reference,evt(ch32v4x7.h)
CH32X035,APB1PERIPH,0x40000000,bus,,#,reference,evt(ch32x035.h)
CH32X035,PERIPH,0x40000000,bus,,#,reference,evt(ch32x035.h)
CH32X035,APB2PERIPH,0x40010000,bus,,#,reference,evt(ch32x035.h)
CH32X035,AHBPERIPH,0x40020000,bus,,#,reference,evt(ch32x035.h)
CH32X035,FLASH,0x00000000,link-origin,,#,reference,evt(Link.ld)
CH32X035,RAM,0x20000000,link-origin,,#,reference,evt(Link.ld)
CH32X035,FLASH,0x08000000,memory,,#,reference,evt(ch32x035.h)
CH32X035,OB,0x1ffff800,memory,,#,reference,evt(ch32x035.h)
CH32X035,SRAM,0x20000000,memory,,#,reference,evt(ch32x035.h)
CH32X035,TIM2,0x40000000,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,TIM3,0x40000400,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,WWDG,0x40002c00,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,IWDG,0x40003000,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,USART2,0x40004400,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,USART3,0x40004800,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,USART4,0x40004c00,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,I2C1,0x40005400,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,PWR,0x40007000,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,AFIO,0x40010000,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,EXTI,0x40010400,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,GPIOA,0x40010800,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,GPIOB,0x40010c00,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,GPIOC,0x40011000,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,ADC1,0x40012400,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,TIM1,0x40012c00,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,SPI1,0x40013000,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,USART1,0x40013800,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,DMA1,0x40020000,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,DMA1_Channel1,0x40020008,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,DMA1_Channel2,0x4002001c,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,DMA1_Channel3,0x40020030,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,DMA1_Channel4,0x40020044,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,DMA1_Channel5,0x40020058,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,DMA1_Channel6,0x4002006c,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,DMA1_Channel7,0x40020080,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,DMA1_Channel8,0x40020094,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,RCC,0x40021000,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,FLASH_R,0x40022000,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,USBFS,0x40023400,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,OPA,0x40026000,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,AWU,0x40026400,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,PIOC,0x40026c00,peripheral,,#,reference,evt(ch32x035.h)
CH32X035,USBPD,0x40027000,peripheral,,#,reference,evt(ch32x035.h)
CH32X315,HBPERIPH,0x40000000,bus,,#,reference,evt(ch32x3x5.h)
CH32X315,PERIPH,0x40000000,bus,,#,reference,evt(ch32x3x5.h)
CH32X315,FLASH,0x00000000,link-origin,,#,reference,evt(Link.ld)
CH32X315,RAM,0x20000000,link-origin,,#,reference,evt(Link.ld)
CH32X315,FLASH,0x08000000,memory,,#,reference,evt(ch32x3x5.h)
CH32X315,OB,0x1ffff800,memory,,#,reference,evt(ch32x3x5.h)
CH32X315,SRAM,0x20000000,memory,,#,reference,evt(ch32x3x5.h)
CH32X315,TIM2,0x40000000,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,TIM3,0x40000400,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,TIM4,0x40000800,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,RTC,0x40002800,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,WWDG,0x40002c00,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,IWDG,0x40003000,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,SPI2,0x40003800,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,SPI3,0x40003c00,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,USART2,0x40004400,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,USART3,0x40004800,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,USART4,0x40004c00,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,I2C1,0x40005400,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,I2C2,0x40005800,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,PWR,0x40007000,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,AFIO,0x40010000,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,EXTI,0x40010400,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,GPIOA,0x40010800,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,GPIOB,0x40010c00,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,GPIOC,0x40011000,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,GPIOD,0x40011400,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,ADC1,0x40012400,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,ADC2,0x40012800,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,TIM1,0x40012c00,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,SPI1,0x40013000,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,USART1,0x40013800,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,ADC3,0x40013c00,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,ADC4,0x40014000,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,DMA1,0x40020000,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,DMA1_Channel1,0x40020008,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,DMA1_Channel2,0x4002001c,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,DMA1_Channel3,0x40020030,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,DMA1_Channel4,0x40020044,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,DMA1_Channel5,0x40020058,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,DMA1_Channel6,0x4002006c,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,DMA1_Channel7,0x40020080,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,DMA1_Channel8,0x40020094,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,DMA1_Channel9,0x400200a8,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,DMA1_Channel10,0x400200bc,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,DMA1_Channel11,0x400200d0,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,DMA1_EXTEN,0x400200e4,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,RCC,0x40021000,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,FLASH_R,0x40022000,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,EXTEN,0x400220c0,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,CRC,0x40023000,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,USBPD,0x40024400,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,ARGB,0x40025000,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,USBHS,0x40030000,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,USBHSD,0x40030000,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,USBHSH,0x40030100,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,USBHSI,0x40030200,peripheral,,#,reference,evt(ch32x3x5.h)
CH32X315,USBSS,0x40038000,peripheral,,#,reference,evt(ch32x3x5.h)
