series,selector,value,signal,pad,#,confidence,basis
CH32L103,afio-spi1-rm,2,SPI1_MOSI,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-spi1-rm,2,SPI1_NSS,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-spi1-rm,2,SPI1_SCK,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-spi1-rm,3,SPI1_MISO,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-spi1-rm,3,SPI1_MOSI,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-spi1-rm,3,SPI1_NSS,PB12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-spi1-rm,3,SPI1_SCK,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,0,TIM1_BKIN,PB12,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim1-rm,0,TIM1_CH1,PA8,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim1-rm,0,TIM1_CH1N,PB13,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim1-rm,0,TIM1_CH2,PA9,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim1-rm,0,TIM1_CH2N,PB14,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim1-rm,0,TIM1_CH3,PA10,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim1-rm,0,TIM1_CH3N,PB15,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim1-rm,0,TIM1_CH4,PA11,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim1-rm,0,TIM1_ETR,PA12,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim1-rm,1,TIM1_BKIN,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,1,TIM1_CH1,PA8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,1,TIM1_CH1N,PA7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,1,TIM1_CH2,PA9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,1,TIM1_CH2N,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,1,TIM1_CH3,PA10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,1,TIM1_CH3N,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,1,TIM1_CH4,PA11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,1,TIM1_ETR,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,2,TIM1_BKIN,PA13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,2,TIM1_CH1,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,2,TIM1_CH1N,PB11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,2,TIM1_CH2,PA7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,2,TIM1_CH2N,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,2,TIM1_CH3,PA14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,2,TIM1_CH3N,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,2,TIM1_CH4,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,2,TIM1_ETR,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,3,TIM1_BKIN,PA13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,3,TIM1_CH1,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,3,TIM1_CH1N,PB11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,3,TIM1_CH2,PA7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,3,TIM1_CH2N,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,3,TIM1_CH3,PA14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,3,TIM1_CH3N,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,3,TIM1_CH4,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,3,TIM1_ETR,PA3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,4,TIM1_BKIN,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,4,TIM1_CH1,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,4,TIM1_CH1N,PA14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,4,TIM1_CH2,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,4,TIM1_CH2N,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,4,TIM1_CH3,PB12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,4,TIM1_CH3N,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,4,TIM1_CH4,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,4,TIM1_ETR,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,5,TIM1_BKIN,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,5,TIM1_CH1,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,5,TIM1_CH1N,PA14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,5,TIM1_CH2,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,5,TIM1_CH2N,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,5,TIM1_CH3,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,5,TIM1_CH3N,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,5,TIM1_CH4,PA3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim1-rm,5,TIM1_ETR,PA13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,0,TIM2_CH1_ETR,PA0-WKUP,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim2-rm,0,TIM2_CH2,PA1,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim2-rm,0,TIM2_CH3,PA2,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim2-rm,0,TIM2_CH4,PA3,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim2-rm,1,TIM2_CH1_ETR,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,1,TIM2_CH2,PB3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,1,TIM2_CH3,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,1,TIM2_CH4,PA3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,2,TIM2_CH1_ETR,PA0-WKUP,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,2,TIM2_CH2,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,2,TIM2_CH3,PB10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,2,TIM2_CH4,PB11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,3,TIM2_CH1_ETR,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,3,TIM2_CH2,PB3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,3,TIM2_CH3,PB10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,3,TIM2_CH4,PB11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,4,TIM2_CH1_ETR,PA3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,4,TIM2_CH2,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,4,TIM2_CH3,PB12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,4,TIM2_CH4,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,5,TIM2_CH1_ETR,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,5,TIM2_CH2,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,5,TIM2_CH3,PB12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,5,TIM2_CH4,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,7,TIM2_CH1_ETR,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,7,TIM2_CH2,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,7,TIM2_CH3,PA5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim2-rm,7,TIM2_CH4,PA4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim3-rm,0,TIM3_CH1,PA6,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim3-rm,0,TIM3_CH2,PA7,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim3-rm,0,TIM3_CH3,PB0,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim3-rm,0,TIM3_CH4,PB1,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim3-rm,1,TIM3_CH1,PB4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim3-rm,1,TIM3_CH2,PB5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim3-rm,1,TIM3_CH3,PB0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim3-rm,1,TIM3_CH4,PB1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim4-rm,0,TIM4_CH1,PB6,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim4-rm,0,TIM4_CH2,PB7,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim4-rm,0,TIM4_CH3,PB8,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim4-rm,0,TIM4_CH4,PB9,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-tim4-rm,1,TIM4_CH1,PB10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim4-rm,1,TIM4_CH2,PB11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim4-rm,1,TIM4_CH3,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-tim4-rm,1,TIM4_CH4,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,0,USART1_CK,PA8,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart1-rm,0,USART1_CTS,PA11,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart1-rm,0,USART1_RTS,PA12,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart1-rm,0,USART1_RX,PA10,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart1-rm,0,USART1_TX,PA9,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart1-rm,1,USART1_CK,PA8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,1,USART1_CTS,PA11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,1,USART1_RTS,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,1,USART1_RX,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,1,USART1_TX,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,2,USART1_CK,PA3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,2,USART1_CTS,PA2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,2,USART1_RTS,PA13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,2,USART1_RX,PA5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,2,USART1_TX,PA4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,3,USART1_CK,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,3,USART1_CTS,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,3,USART1_RTS,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,3,USART1_RX,PA4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,3,USART1_TX,PA5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,4,USART1_CK,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,4,USART1_CTS,PA14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,4,USART1_RTS,PA13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,4,USART1_RX,PB9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,4,USART1_TX,PB11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,5,USART1_CK,PB6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,5,USART1_CTS,PB7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,5,USART1_RTS,PB8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,5,USART1_RX,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart1-rm,5,USART1_TX,PB12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart2-rm,0,USART2_CK,PA4,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart2-rm,0,USART2_CTS,PA0-WKUP,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart2-rm,0,USART2_RTS,PA1,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart2-rm,0,USART2_RX,PA3,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart2-rm,0,USART2_TX,PA2,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart2-rm,2,USART2_CK,PA4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart2-rm,2,USART2_CTS,PA0-WKUP,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart2-rm,2,USART2_RTS,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart2-rm,2,USART2_RX,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart2-rm,2,USART2_TX,PA11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart2-rm,3,USART2_CK,PA4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart2-rm,3,USART2_CTS,PA0-WKUP,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart2-rm,3,USART2_RTS,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart2-rm,3,USART2_RX,PA11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart2-rm,3,USART2_TX,PA12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart3-rm,0,USART3_CK,PB12,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart3-rm,0,USART3_CTS,PB13,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart3-rm,0,USART3_RTS,PB14,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart3-rm,0,USART3_RX,PB11,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart3-rm,0,USART3_TX,PB10,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart3-rm,2,USART3_CK,PB12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart3-rm,2,USART3_CTS,PB13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart3-rm,2,USART3_RTS,PB14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart3-rm,2,USART3_RX,OSC_IN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart3-rm,2,USART3_TX,OSC_OUT,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart3-rm,3,USART3_CK,PB12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart3-rm,3,USART3_CTS,PB13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart3-rm,3,USART3_RTS,PB14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart3-rm,3,USART3_RX,OSC_OUT,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart3-rm,3,USART3_TX,OSC_IN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart4-rm,0,USART4_CK,PB2,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart4-rm,0,USART4_CTS,PB3,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart4-rm,0,USART4_RTS,PB4,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart4-rm,0,USART4_RX,PB1,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart4-rm,0,USART4_TX,PB0,#,reference,candidates(datasheet-pin-table-default:en)
CH32L103,afio-usart4-rm,1,USART4_CK,PA6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart4-rm,1,USART4_CTS,PA7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart4-rm,1,USART4_RTS,PA15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart4-rm,1,USART4_RX,PB5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32L103,afio-usart4-rm,1,USART4_TX,PA5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-adc-etrginj-remap,0,ADC_IETR,PD1,#,reference,candidates(datasheet-pin-table-default:en)
CH32M007,afio-adc-etrgreg-remap,0,ADC_IN4,PD3,#,reference,candidates(datasheet-pin-table-default:en)
CH32M007,afio-adc-etrgreg-remap,0,ADC_RETR,PD3,#,reference,candidates(datasheet-pin-table-default:en)
CH32M007,afio-adc-etrgreg-remap,1,ADC_RETR,PC2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-i2c1-remap,0,I2C_SCL,PC2,#,reference,candidates(datasheet-pin-table-default:en)
CH32M007,afio-i2c1-remap,0,I2C_SDA,PC1,#,reference,candidates(datasheet-pin-table-default:en)
CH32M007,afio-i2c1-remap,1,I2C_SCL,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-i2c1-remap,2,I2C_SCL,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-i2c1-remap,2,I2C_SDA,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-i2c1-remap,4,I2C_SCL,PB3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-i2c1-remap,4,I2C_SDA,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,0,SPI_MISO,PC7,#,reference,candidates(datasheet-pin-table-default:en)
CH32M007,afio-spi1-remap,0,SPI_NSS,PC1,#,reference,candidates(datasheet-pin-table-default:en)
CH32M007,afio-spi1-remap,0,SPI_SCK,PC5,#,reference,candidates(datasheet-pin-table-default:en)
CH32M007,afio-spi1-remap,1,SPI_MISO,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,1,SPI_NSS,PC0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,1,SPI_SCK,PC5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,2,SPI_MISO,PB3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,2,SPI_MOSI,PD3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,2,SPI_NSS,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,2,SPI_SCK,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,3,SPI_MOSI,PC0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,4,SPI_MISO,PD5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,4,SPI_MOSI,PD6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,4,SPI_NSS,PD3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,4,SPI_SCK,PD4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,5,SPI_NSS,PC1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,5,SPI_SCK,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,6,SPI_MISO,PC7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-spi1-remap,6,SPI_NSS,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-tim1-remap,0,TIM1_BKIN,PC2,#,reference,candidates(datasheet-pin-table-default:en)
CH32M007,afio-tim1-remap,0,TIM1_CH1,PD2,#,reference,candidates(datasheet-pin-table-default:en)
CH32M007,afio-tim1-remap,0,TIM1_CH2,PA1,#,reference,candidates(datasheet-pin-table-default:en)
CH32M007,afio-tim1-remap,0,TIM1_CH3N,PD1,#,reference,candidates(datasheet-pin-table-default:en)
CH32M007,afio-tim1-remap,0,TIM1_CH4,PC4,#,reference,candidates(datasheet-pin-table-default:en)
CH32M007,afio-tim1-remap,0,TIM1_ETR,PC5,#,reference,candidates(datasheet-pin-table-default:en)
CH32M007,afio-tim1-remap,1,TIM1_BKIN,PC2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-tim1-remap,1,TIM1_CH1,PD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-tim1-remap,1,TIM1_CH2,PA1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-tim1-remap,1,TIM1_CH3N,PD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-tim1-remap,1,TIM1_CH4,PC4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M007,afio-tim1-remap,1,TIM1_ETR,PD4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
