tag,parent,series,family,precision,features,features_zh,sections,#,confidence,basis
PFIC,,CH32X033,CH32X035,datasheet,Programmable Fast Interrupt Controller (PFIC),快速可编程中断控制器（PFIC）,1.4.8,#,confirmed,features(CH32X035DS0.PDF)
PFIC,,CH32X035,CH32X035,datasheet,Programmable Fast Interrupt Controller (PFIC),快速可编程中断控制器（PFIC）,1.4.8,#,confirmed,features(CH32X035DS0.PDF)
PFIC,,CH32X305,CH32X315,datasheet,Programmable Fast Interrupt controller (PFIC),快速可编程中断控制器（PFIC）,1.4.7,#,confirmed,features(CH32X315DS0.PDF)
PFIC,,CH32X315,CH32X315,datasheet,Programmable Fast Interrupt controller (PFIC),快速可编程中断控制器（PFIC）,1.4.7,#,confirmed,features(CH32X315DS0.PDF)
PIOC,,CH32H415,CH32H417,part,Programmable Protocol I/O Controller (PIOC),可编程协议I/O控制器（PIOC）,1.4.34,#,confirmed,features(CH32H417DS0.PDF)
PIOC,,CH32H416,CH32H417,part,Programmable Protocol I/O Controller (PIOC),可编程协议I/O控制器（PIOC）,1.4.34,#,confirmed,features(CH32H417DS0.PDF)
PIOC,,CH32H417,CH32H417,part,Programmable Protocol I/O Controller (PIOC),可编程协议I/O控制器（PIOC）,1.4.34,#,confirmed,features(CH32H417DS0.PDF)
PIOC,,CH32V205,CH32V205,part,Programmable Protocol I/O Controller (PIOC),可编程协议I/O控制器（PIOC）,1.4.2,#,confirmed,features(CH32V205DS0.PDF)
PIOC,,CH32X033,CH32X035,part,Programmable Protocol I/O Controller (PIOC),可编程协议I/O控制器（PIOC）,1.4.2,#,confirmed,features(CH32X035DS0.PDF)
PIOC,,CH32X035,CH32X035,part,Programmable Protocol I/O Controller (PIOC),可编程协议I/O控制器（PIOC）,1.4.2,#,confirmed,features(CH32X035DS0.PDF)
POWER,,CH32H415,CH32H417,datasheet,Power Supply Scheme,供电方案,1.4.3,#,confirmed,features(CH32H417DS0.PDF)
POWER,,CH32H416,CH32H417,datasheet,Power Supply Scheme,供电方案,1.4.3,#,confirmed,features(CH32H417DS0.PDF)
POWER,,CH32H417,CH32H417,datasheet,Power Supply Scheme,供电方案,1.4.3,#,confirmed,features(CH32H417DS0.PDF)
POWER,,CH32L103,CH32L103,part,Power Supply Scheme,供电方案,1.4.3,#,confirmed,features(CH32L103DS0.PDF)
POWER,,CH32M007,CH32V006,datasheet,Power Supply Scheme,供电方案,1.4.3,#,confirmed,features(CH32V007DS0.PDF)
POWER,,CH32M030,CH32M030,datasheet,Power Supply Scheme,供电方案,1.4.3,#,confirmed,features(CH32M030DS0.PDF)
POWER,,CH32M103,CH32L103,part,Power Supply Scheme,供电方案,1.4.3,#,confirmed,features(CH32L103DS0.PDF)
POWER,,CH32V002,CH32V006,datasheet,Power Supply Scheme,供电方案,1.4.3,#,confirmed,features(CH32V002DS0.PDF)
POWER,,CH32V003,CH32V003,datasheet,Power Supply Scheme,供电方案,1.4.3,#,confirmed,features(CH32V003DS0.PDF)
POWER,,CH32V004,CH32V006,datasheet,Power Supply Scheme,供电方案,1.4.3,#,confirmed,features(CH32V004DS0.PDF)
POWER,,CH32V005,CH32V006,datasheet,Power Supply Scheme,供电方案,1.4.3,#,confirmed,features(CH32V006DS0.PDF)
POWER,,CH32V006,CH32V006,datasheet,Power Supply Scheme,供电方案,1.4.3,#,confirmed,features(CH32V006DS0.PDF)
POWER,,CH32V007,CH32V006,datasheet,Power Supply Scheme,供电方案,1.4.3,#,confirmed,features(CH32V007DS0.PDF)
POWER,,CH32V103,CH32V103,datasheet,Power Supply Scheme,供电方案,1.5.3,#,confirmed,features(CH32V103DS0.PDF)
POWER,,CH32V203,CH32V20x,datasheet,Power Supply Scheme,供电方案,1.4.4;2.5.3,#,confirmed,features(CH32V203DS0.PDF)+features(CH32V205DS0.PDF)
POWER,,CH32V205,CH32V205,datasheet,Power Supply Scheme,供电方案,1.4.4,#,confirmed,features(CH32V205DS0.PDF)
POWER,,CH32V208,CH32V20x,datasheet,Power supply scheme,供电方案,2.5.3,#,confirmed,features(CH32V208DS0.PDF)
POWER,,CH32V303,CH32V307,datasheet,Power Supply Scheme,供电方案,2.5.3,#,confirmed,features(CH32V20x_30xDS0.PDF)
POWER,,CH32V305,CH32V307,datasheet,Power Supply Scheme,供电方案,2.5.3,#,confirmed,features(CH32V20x_30xDS0.PDF)
POWER,,CH32V307,CH32V307,datasheet,Power Supply Scheme,供电方案,2.5.3,#,confirmed,features(CH32V20x_30xDS0.PDF)
POWER,,CH32V317,CH32V307,datasheet,Power Supply Scheme,供电方案,2.5.3,#,confirmed,features(CH32V20x_30xDS0.PDF)
POWER,,CH32V407,CH32V407,datasheet,Power Supply Scheme,供电方案,1.4.4,#,confirmed,features(CH32V407DS0.PDF)
POWER,,CH32V467,CH32V407,datasheet,Power Supply Scheme,供电方案,1.4.4,#,confirmed,features(CH32V407DS0.PDF)
POWER,,CH32X033,CH32X035,datasheet,Power Supply Scheme,供电方案,1.4.4,#,confirmed,features(CH32X035DS0.PDF)
POWER,,CH32X035,CH32X035,datasheet,Power Supply Scheme,供电方案,1.4.4,#,confirmed,features(CH32X035DS0.PDF)
POWER,,CH32X305,CH32X315,datasheet,Power Supply Scheme,供电方案,1.4.3,#,confirmed,features(CH32X315DS0.PDF)
POWER,,CH32X315,CH32X315,datasheet,Power Supply Scheme,供电方案,1.4.3,#,confirmed,features(CH32X315DS0.PDF)
PSRAM,,CH32V467,CH32V407,part,On-chip Extended PSRAM Memory,片内的扩展PSRAM存储器,1.4.3,#,confirmed,features(CH32V407DS0.PDF)
PVD,,CH32H415,CH32H417,datasheet,Power Supply Detector,供电监控器,1.4.4,#,confirmed,features(CH32H417DS0.PDF)
PVD,,CH32H416,CH32H417,datasheet,Power Supply Detector,供电监控器,1.4.4,#,confirmed,features(CH32H417DS0.PDF)
PVD,,CH32H417,CH32H417,datasheet,Power Supply Detector,供电监控器,1.4.4,#,confirmed,features(CH32H417DS0.PDF)
PVD,,CH32L103,CH32L103,datasheet,Power Supply Detector,供电监控器,1.4.4,#,confirmed,features(CH32L103DS0.PDF)
PVD,,CH32M007,CH32V006,datasheet,Power Supply Monitor,供电监控器,1.4.4,#,confirmed,features(CH32V007DS0.PDF)
PVD,,CH32M103,CH32L103,datasheet,Power Supply Detector,供电监控器,1.4.4,#,confirmed,features(CH32L103DS0.PDF)
PVD,,CH32V002,CH32V006,datasheet,Power Supply Monitor,供电监控器,1.4.4,#,confirmed,features(CH32V002DS0.PDF)
PVD,,CH32V003,CH32V003,datasheet,Power Supply Monitor,供电监控器,1.4.4,#,confirmed,features(CH32V003DS0.PDF)
PVD,,CH32V004,CH32V006,datasheet,Power Supply Monitor,复位电路,1.4.4,#,confirmed,features(CH32V004DS0.PDF)
PVD,,CH32V007,CH32V006,datasheet,Power Supply Monitor,供电监控器,1.4.4,#,confirmed,features(CH32V007DS0.PDF)
PVD,,CH32V103,CH32V103,datasheet,Power Supply Supervisor,供电监控器,1.5.4,#,confirmed,features(CH32V103DS0.PDF)
PVD,,CH32V203,CH32V20x,datasheet,Power Supply Detector;Power Supply Monitor,供电监控器,1.4.5;2.5.4,#,confirmed,features(CH32V203DS0.PDF)+features(CH32V205DS0.PDF)
PVD,,CH32V205,CH32V205,datasheet,Power Supply Detector,供电监控器,1.4.5,#,confirmed,features(CH32V205DS0.PDF)
PVD,,CH32V208,CH32V20x,datasheet,Power supply monitor,供电监控器,2.5.4,#,confirmed,features(CH32V208DS0.PDF)
PVD,,CH32V303,CH32V307,datasheet,Power Supply Monitor,供电监控器,2.5.4,#,confirmed,features(CH32V20x_30xDS0.PDF)
PVD,,CH32V305,CH32V307,datasheet,Power Supply Monitor,供电监控器,2.5.4,#,confirmed,features(CH32V20x_30xDS0.PDF)
PVD,,CH32V307,CH32V307,datasheet,Power Supply Monitor,供电监控器,2.5.4,#,confirmed,features(CH32V20x_30xDS0.PDF)
PVD,,CH32V317,CH32V307,datasheet,Power Supply Monitor,供电监控器,2.5.4,#,confirmed,features(CH32V20x_30xDS0.PDF)
PVD,,CH32V407,CH32V407,datasheet,Power Supply Detector,供电监控器,1.4.5,#,confirmed,features(CH32V407DS0.PDF)
PVD,,CH32V467,CH32V407,datasheet,Power Supply Detector,供电监控器,1.4.5,#,confirmed,features(CH32V407DS0.PDF)
PVD,,CH32X033,CH32X035,datasheet,Power Supply Monitor,供电监控器,1.4.5,#,confirmed,features(CH32X035DS0.PDF)
PVD,,CH32X035,CH32X035,datasheet,Power Supply Monitor,供电监控器,1.4.5,#,confirmed,features(CH32X035DS0.PDF)
PVD,,CH32X305,CH32X315,datasheet,Power Supply Detector,供电监控器,1.4.4,#,confirmed,features(CH32X315DS0.PDF)
PVD,,CH32X315,CH32X315,datasheet,Power Supply Detector,供电监控器,1.4.4,#,confirmed,features(CH32X315DS0.PDF)
QII,,CH32M030,CH32M030,part,AC Small Signal Amplification Decoder (QII),交流小信号放大解码器（QII）,1.4.18.1,#,confirmed,features(CH32M030DS0.PDF)
QSPI,,CH32H416,CH32H417,part,QSPI Interface,QSPI接口,1.4.20,#,confirmed,features(CH32H417DS0.PDF)
QSPI,,CH32H417,CH32H417,part,QSPI Interface,QSPI接口,1.4.20,#,confirmed,features(CH32H417DS0.PDF)
QSPI,,CH32V203,CH32V20x,part,QSPI Interface,QSPI接口,1.4.18,#,confirmed,features(CH32V205DS0.PDF)
QSPI,,CH32V205,CH32V205,part,QSPI Interface,QSPI接口,1.4.18,#,confirmed,features(CH32V205DS0.PDF)
RESET,,CH32M030,CH32M030,datasheet,Protection and Reset Circuit,保护和复位电路,1.4.4,#,confirmed,features(CH32M030DS0.PDF)
RESET,,CH32V005,CH32V006,datasheet,Reset Circuit,供电监控器,1.4.4,#,confirmed,features(CH32V006DS0.PDF)
RESET,,CH32V006,CH32V006,datasheet,Reset Circuit,供电监控器,1.4.4,#,confirmed,features(CH32V006DS0.PDF)
RNG,,CH32H415,CH32H417,part,Random Number Generator (RNG),随机数发生器（RNG）,1.4.30,#,confirmed,features(CH32H417DS0.PDF)
RNG,,CH32H416,CH32H417,part,Random Number Generator (RNG),随机数发生器（RNG）,1.4.30,#,confirmed,features(CH32H417DS0.PDF)
RNG,,CH32H417,CH32H417,part,Random Number Generator (RNG),随机数发生器（RNG）,1.4.30,#,confirmed,features(CH32H417DS0.PDF)
RNG,,CH32V303,CH32V307,part,Random Number Generator (RNG),随机数发生器（RNG）,2.5.28,#,confirmed,features(CH32V20x_30xDS0.PDF)
RNG,,CH32V305,CH32V307,part,Random Number Generator (RNG),随机数发生器（RNG）,2.5.28,#,confirmed,features(CH32V20x_30xDS0.PDF)
RNG,,CH32V307,CH32V307,part,Random Number Generator (RNG),随机数发生器（RNG）,2.5.28,#,confirmed,features(CH32V20x_30xDS0.PDF)
RNG,,CH32V317,CH32V307,part,Random Number Generator (RNG),随机数发生器（RNG）,2.5.28,#,confirmed,features(CH32V20x_30xDS0.PDF)
RNG,,CH32V407,CH32V407,part,Random Number Generator (RNG),随机数发生器（RNG）,1.4.29,#,confirmed,features(CH32V407DS0.PDF)
RNG,,CH32V467,CH32V407,part,Random Number Generator (RNG),随机数发生器（RNG）,1.4.29,#,confirmed,features(CH32V407DS0.PDF)
RTC,,CH32H415,CH32H417,part,RTC,RTC（实时时钟）,1.4.12,#,confirmed,features(CH32H417DS0.PDF)
RTC,,CH32H416,CH32H417,part,RTC,RTC（实时时钟）,1.4.12,#,confirmed,features(CH32H417DS0.PDF)
RTC,,CH32H417,CH32H417,part,RTC,RTC（实时时钟）,1.4.12,#,confirmed,features(CH32H417DS0.PDF)
RTC,,CH32L103,CH32L103,part,RTC and Backup Register,RTC（实时时钟）和后备寄存器,1.4.12,#,confirmed,features(CH32L103DS0.PDF)
RTC,,CH32M103,CH32L103,part,RTC and Backup Register,RTC（实时时钟）和后备寄存器,1.4.12,#,confirmed,features(CH32L103DS0.PDF)
RTC,,CH32V103,CH32V103,datasheet,Real-time Clock (RTC) and Backup Register,RTC（实时时钟）和后备寄存器,1.5.12,#,confirmed,features(CH32V103DS0.PDF)
RTC,,CH32V203,CH32V20x,part,Real Time Clock (RTC) and Backup Registers,RTC（实时时钟）和后备寄存器,1.4.13;2.5.12,#,confirmed,features(CH32V203DS0.PDF)+features(CH32V205DS0.PDF)
RTC,,CH32V205,CH32V205,part,Real Time Clock (RTC) and Backup Registers,RTC（实时时钟）和后备寄存器,1.4.13,#,confirmed,features(CH32V205DS0.PDF)
RTC,,CH32V208,CH32V20x,part,Real time clock (RTC) and backup registers,RTC（实时时钟）和后备寄存器,2.5.12,#,confirmed,features(CH32V208DS0.PDF)
RTC,,CH32V303,CH32V307,part,Real Time Clock (RTC) and Backup Registers,RTC（实时时钟）和后备寄存器,2.5.12,#,confirmed,features(CH32V20x_30xDS0.PDF)
RTC,,CH32V305,CH32V307,part,Real Time Clock (RTC) and Backup Registers,RTC（实时时钟）和后备寄存器,2.5.12,#,confirmed,features(CH32V20x_30xDS0.PDF)
RTC,,CH32V307,CH32V307,part,Real Time Clock (RTC) and Backup Registers,RTC（实时时钟）和后备寄存器,2.5.12,#,confirmed,features(CH32V20x_30xDS0.PDF)
RTC,,CH32V317,CH32V307,part,Real Time Clock (RTC) and Backup Registers,RTC（实时时钟）和后备寄存器,2.5.12,#,confirmed,features(CH32V20x_30xDS0.PDF)
RTC,,CH32V407,CH32V407,part,Real Time Clock (RTC) and Backup Registers,RTC（实时时钟）和后备寄存器,1.4.12,#,confirmed,features(CH32V407DS0.PDF)
RTC,,CH32V467,CH32V407,part,Real Time Clock (RTC) and Backup Registers,RTC（实时时钟）和后备寄存器,1.4.12,#,confirmed,features(CH32V407DS0.PDF)
RTC,,CH32X305,CH32X315,part,Real Time Clock (RTC),RTC（实时时钟）,1.4.11,#,confirmed,features(CH32X315DS0.PDF)
RTC,,CH32X315,CH32X315,part,Real Time Clock (RTC),RTC（实时时钟）,1.4.11,#,confirmed,features(CH32X315DS0.PDF)
SAI,,CH32H415,CH32H417,part,Serial Audio Interface (SAI),串行音频接口（SAI）,1.4.35,#,confirmed,features(CH32H417DS0.PDF)
SAI,,CH32H416,CH32H417,part,Serial Audio Interface (SAI),串行音频接口（SAI）,1.4.35,#,confirmed,features(CH32H417DS0.PDF)
SAI,,CH32H417,CH32H417,part,Serial Audio Interface (SAI),串行音频接口（SAI）,1.4.35,#,confirmed,features(CH32H417DS0.PDF)
SDI,,CH32H415,CH32H417,datasheet,Serial Debug Interface (SDI),"调试接口（Serial Debug Interface,SDI）",1.4.46,#,confirmed,features(CH32H417DS0.PDF)
SDI,,CH32H416,CH32H417,datasheet,Serial Debug Interface (SDI),"调试接口（Serial Debug Interface,SDI）",1.4.46,#,confirmed,features(CH32H417DS0.PDF)
SDI,,CH32H417,CH32H417,datasheet,Serial Debug Interface (SDI),"调试接口（Serial Debug Interface,SDI）",1.4.46,#,confirmed,features(CH32H417DS0.PDF)
SDI,,CH32L103,CH32L103,datasheet,2-wire SDI Serial Debug Interface,串行2线调试接口（2-wire SDI Serial Debug Interface）,1.4.26,#,confirmed,features(CH32L103DS0.PDF)
SDI,,CH32M007,CH32V006,datasheet,1-wire Serial Debug Interface (SDI),调试接口（SDI Serial Debug Interface）,1.4.20,#,confirmed,features(CH32V007DS0.PDF)
SDI,,CH32M030,CH32M030,datasheet,Serial Debug Interface (SDI),调试接口（SDI Serial Debug Interface）,1.4.22,#,confirmed,features(CH32M030DS0.PDF)
SDI,,CH32M103,CH32L103,datasheet,2-wire SDI Serial Debug Interface,串行2线调试接口（2-wire SDI Serial Debug Interface）,1.4.26,#,confirmed,features(CH32L103DS0.PDF)
SDI,,CH32V002,CH32V006,datasheet,1-wire Serial Debug Interface (SDI),串行单线调试接口（1-wire SDI Serial Debug Interface）,1.4.17,#,confirmed,features(CH32V002DS0.PDF)
SDI,,CH32V003,CH32V003,datasheet,1-wire Serial Debug Interface (SDI),串行单线调试接口（1-wire SDI Serial Debug Interface）,1.4.18,#,confirmed,features(CH32V003DS0.PDF)
SDI,,CH32V004,CH32V006,datasheet,1-wire Serial Debug Interface (SDI),串行单线调试接口（1-wire SDI Serial Debug Interface）,1.4.17,#,confirmed,features(CH32V004DS0.PDF)
SDI,,CH32V005,CH32V006,datasheet,Serial Debug Interface (SDI),调试接口（SDI Serial Debug Interface）,1.4.18,#,confirmed,features(CH32V006DS0.PDF)
SDI,,CH32V006,CH32V006,datasheet,Serial Debug Interface (SDI),调试接口（SDI Serial Debug Interface）,1.4.18,#,confirmed,features(CH32V006DS0.PDF)
SDI,,CH32V007,CH32V006,datasheet,1-wire Serial Debug Interface (SDI),调试接口（SDI Serial Debug Interface）,1.4.20,#,confirmed,features(CH32V007DS0.PDF)
SDI,,CH32V103,CH32V103,datasheet,2-wire Serial Debug Interface (SDI),2线串行调试接口（2-wire SDI Serial Debug Interface）,1.5.20,#,confirmed,features(CH32V103DS0.PDF)
SDI,,CH32V203,CH32V20x,datasheet,2-wire SDI Serial Debug Interface;Serial Debug Interface (SDI),"串行2线调试接口（2-wire SDI Serial Debug Interface）;调试接口（Serial Debug Interface,SDI）",1.4.28;2.5.23,#,confirmed,features(CH32V203DS0.PDF)+features(CH32V205DS0.PDF)
SDI,,CH32V205,CH32V205,datasheet,Serial Debug Interface (SDI),"调试接口（Serial Debug Interface,SDI）",1.4.28,#,confirmed,features(CH32V205DS0.PDF)
SDI,,CH32V208,CH32V20x,datasheet,Serial debug interface (SDI),串行2线调试接口（SDI Serial Debug Interface）;控制器区域网络（CAN）,2.5.18;2.5.23,#,reference,features(CH32V208DS0.PDF)
SDI,,CH32V303,CH32V307,datasheet,2-wire SDI Serial Debug Interface,串行2线调试接口（2-wire SDI Serial Debug Interface）,2.5.30,#,confirmed,features(CH32V20x_30xDS0.PDF)
SDI,,CH32V305,CH32V307,datasheet,2-wire SDI Serial Debug Interface,串行2线调试接口（2-wire SDI Serial Debug Interface）,2.5.30,#,confirmed,features(CH32V20x_30xDS0.PDF)
SDI,,CH32V307,CH32V307,datasheet,2-wire SDI Serial Debug Interface,串行2线调试接口（2-wire SDI Serial Debug Interface）,2.5.30,#,confirmed,features(CH32V20x_30xDS0.PDF)
SDI,,CH32V317,CH32V307,datasheet,2-wire SDI Serial Debug Interface,串行2线调试接口（2-wire SDI Serial Debug Interface）,2.5.30,#,confirmed,features(CH32V20x_30xDS0.PDF)
SDI,,CH32V407,CH32V407,datasheet,Serial Debug Interface (SDI),"调试接口（Serial Debug Interface,SDI）",1.4.32,#,confirmed,features(CH32V407DS0.PDF)
SDI,,CH32V467,CH32V407,datasheet,Serial Debug Interface (SDI),"调试接口（Serial Debug Interface,SDI）",1.4.32,#,confirmed,features(CH32V407DS0.PDF)
SDI,,CH32X033,CH32X035,datasheet,2-wire SDI Serial Debug Interface,串行2线调试接口（2-wire SDI Serial Debug Interface）,1.4.22,#,confirmed,features(CH32X035DS0.PDF)
SDI,,CH32X035,CH32X035,datasheet,2-wire SDI Serial Debug Interface,串行2线调试接口（2-wire SDI Serial Debug Interface）,1.4.22,#,confirmed,features(CH32X035DS0.PDF)
SDI,,CH32X305,CH32X315,datasheet,Serial Debug Interface (SDI),"调试接口（Serial Debug Interface,SDI）",1.4.22,#,confirmed,features(CH32X315DS0.PDF)
SDI,,CH32X315,CH32X315,datasheet,Serial Debug Interface (SDI),"调试接口（Serial Debug Interface,SDI）",1.4.22,#,confirmed,features(CH32X315DS0.PDF)
SDIO,,CH32V303,CH32V307,part,SDIO Host Controller,SDIO主机控制器,2.5.24,#,confirmed,features(CH32V20x_30xDS0.PDF)
SDIO,,CH32V305,CH32V307,part,SDIO Host Controller,SDIO主机控制器,2.5.24,#,confirmed,features(CH32V20x_30xDS0.PDF)
SDIO,,CH32V307,CH32V307,part,SDIO Host Controller,SDIO主机控制器,2.5.24,#,confirmed,features(CH32V20x_30xDS0.PDF)
SDIO,,CH32V317,CH32V307,part,SDIO Host Controller,SDIO主机控制器,2.5.24,#,confirmed,features(CH32V20x_30xDS0.PDF)
SDMMC,,CH32H416,CH32H417,part,SD/EMMC Host/Device Controller (SDMMC),SD/EMMC主机/从机控制器（SDMMC）,1.4.33,#,confirmed,features(CH32H417DS0.PDF)
SDMMC,,CH32H417,CH32H417,part,SD/EMMC Host/Device Controller (SDMMC),SD/EMMC主机/从机控制器（SDMMC）,1.4.33,#,confirmed,features(CH32H417DS0.PDF)
SERDES,,CH32H417,CH32H417,part,Serial-parallel Interchange Controller and Transceiver (SerDes),串并互转控制器及收发器（SerDes）,1.4.27,#,confirmed,features(CH32H417DS0.PDF)
SIDO,,CH32H415,CH32H417,datasheet,SIDO Host/Device Controller,SDIO主机/从机控制器,1.4.32,#,confirmed,features(CH32H417DS0.PDF)
SIDO,,CH32H416,CH32H417,datasheet,SIDO Host/Device Controller,SDIO主机/从机控制器,1.4.32,#,confirmed,features(CH32H417DS0.PDF)
SIDO,,CH32H417,CH32H417,datasheet,SIDO Host/Device Controller,SDIO主机/从机控制器,1.4.32,#,confirmed,features(CH32H417DS0.PDF)
SIDO,,CH32V407,CH32V407,datasheet,SIDO Controller,SDIO控制器,1.4.24,#,confirmed,features(CH32V407DS0.PDF)
SIDO,,CH32V467,CH32V407,datasheet,SIDO Controller,SDIO控制器,1.4.24,#,confirmed,features(CH32V407DS0.PDF)
SPI,,CH32H415,CH32H417,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.18,#,confirmed,features(CH32H417DS0.PDF)
SPI,,CH32H416,CH32H417,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.18,#,confirmed,features(CH32H417DS0.PDF)
SPI,,CH32H417,CH32H417,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.18,#,confirmed,features(CH32H417DS0.PDF)
SPI,,CH32L103,CH32L103,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.17,#,confirmed,features(CH32L103DS0.PDF)
SPI,,CH32M007,CH32V006,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.14,#,confirmed,features(CH32V007DS0.PDF)
SPI,,CH32M030,CH32M030,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.15,#,confirmed,features(CH32M030DS0.PDF)
SPI,,CH32M103,CH32L103,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.17,#,confirmed,features(CH32L103DS0.PDF)
SPI,,CH32V002,CH32V006,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.14,#,confirmed,features(CH32V002DS0.PDF)
SPI,,CH32V003,CH32V003,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.14,#,confirmed,features(CH32V003DS0.PDF)
SPI,,CH32V004,CH32V006,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.14,#,confirmed,features(CH32V004DS0.PDF)
SPI,,CH32V005,CH32V006,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.14,#,confirmed,features(CH32V006DS0.PDF)
SPI,,CH32V006,CH32V006,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.14,#,confirmed,features(CH32V006DS0.PDF)
SPI,,CH32V007,CH32V006,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.14,#,confirmed,features(CH32V007DS0.PDF)
SPI,,CH32V103,CH32V103,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.5.16,#,confirmed,features(CH32V103DS0.PDF)
SPI,,CH32V203,CH32V20x,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.17;2.5.16,#,confirmed,features(CH32V203DS0.PDF)+features(CH32V205DS0.PDF)
SPI,,CH32V205,CH32V205,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.17,#,confirmed,features(CH32V205DS0.PDF)
SPI,,CH32V208,CH32V20x,part,Serial Peripheral Interface (SPI),,2.5.15.2,#,reference,features(CH32V208DS0.PDF)
SPI,,CH32V303,CH32V307,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,2.5.17,#,confirmed,features(CH32V20x_30xDS0.PDF)
SPI,,CH32V305,CH32V307,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,2.5.17,#,confirmed,features(CH32V20x_30xDS0.PDF)
SPI,,CH32V307,CH32V307,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,2.5.17,#,confirmed,features(CH32V20x_30xDS0.PDF)
SPI,,CH32V317,CH32V307,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,2.5.17,#,confirmed,features(CH32V20x_30xDS0.PDF)
SPI,,CH32V407,CH32V407,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.17,#,confirmed,features(CH32V407DS0.PDF)
SPI,,CH32V467,CH32V407,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.17,#,confirmed,features(CH32V407DS0.PDF)
SPI,,CH32X033,CH32X035,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.15,#,confirmed,features(CH32X035DS0.PDF)
SPI,,CH32X035,CH32X035,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.15,#,confirmed,features(CH32X035DS0.PDF)
SPI,,CH32X305,CH32X315,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.15,#,confirmed,features(CH32X315DS0.PDF)
SPI,,CH32X315,CH32X315,part,Serial Peripheral Interface (SPI),串行外设接口（SPI）,1.4.15,#,confirmed,features(CH32X315DS0.PDF)
SWPMI,,CH32H415,CH32H417,part,Single-wire Protocol Master Interface (SWPMI),单线协议主接口（SWPMI）,1.4.36,#,confirmed,features(CH32H417DS0.PDF)
SWPMI,,CH32H416,CH32H417,part,Single-wire Protocol Master Interface (SWPMI),单线协议主接口（SWPMI）,1.4.36,#,confirmed,features(CH32H417DS0.PDF)
SWPMI,,CH32H417,CH32H417,part,Single-wire Protocol Master Interface (SWPMI),单线协议主接口（SWPMI）,1.4.36,#,confirmed,features(CH32H417DS0.PDF)
SYSTICK,,CH32V103,CH32V103,part,System Time Base Timer (SysTick),系统时基定时器（SysTick）,1.5.14.5,#,confirmed,features(CH32V103DS0.PDF)
TIM,,CH32H415,CH32H417,datasheet,Timer and Watchdog,定时器及看门狗,1.4.16,#,confirmed,features(CH32H417DS0.PDF)
TIM,,CH32H416,CH32H417,datasheet,Timer and Watchdog,定时器及看门狗,1.4.16,#,confirmed,features(CH32H417DS0.PDF)
TIM,,CH32H417,CH32H417,datasheet,Timer and Watchdog,定时器及看门狗,1.4.16,#,confirmed,features(CH32H417DS0.PDF)
TIM,,CH32L103,CH32L103,datasheet,Timer and Watchdog,定时器及看门狗,1.4.14,#,confirmed,features(CH32L103DS0.PDF)
TIM,,CH32M007,CH32V006,datasheet,Timer and Watchdog,定时器及看门狗,1.4.12,#,confirmed,features(CH32V007DS0.PDF)
TIM,,CH32M030,CH32M030,datasheet,Timer and Watchdog,定时器及看门狗,1.4.12,#,confirmed,features(CH32M030DS0.PDF)
TIM,,CH32M103,CH32L103,datasheet,Timer and Watchdog,定时器及看门狗,1.4.14,#,confirmed,features(CH32L103DS0.PDF)
TIM,,CH32V002,CH32V006,datasheet,Timer and Watchdog,定时器及看门狗,1.4.12,#,confirmed,features(CH32V002DS0.PDF)
TIM,,CH32V003,CH32V003,datasheet,Timer and Watchdog,定时器及看门狗,1.4.12,#,confirmed,features(CH32V003DS0.PDF)
TIM,,CH32V004,CH32V006,datasheet,Timer and Watchdog,定时器及看门狗,1.4.12,#,confirmed,features(CH32V004DS0.PDF)
TIM,,CH32V005,CH32V006,datasheet,Timer and Watchdog,定时器及看门狗,1.4.12,#,confirmed,features(CH32V006DS0.PDF)
TIM,,CH32V006,CH32V006,datasheet,Timer and Watchdog,定时器及看门狗,1.4.12,#,confirmed,features(CH32V006DS0.PDF)
