tag,parent,series,family,precision,features,features_zh,sections,#,confidence,basis
CAN,,CH32V305,CH32V307,part,Controller Area Network (CAN),控制器区域网络（CAN）,2.5.20,#,confirmed,features(CH32V20x_30xDS0.PDF)
CAN,,CH32V307,CH32V307,part,Controller Area Network (CAN),控制器区域网络（CAN）,2.5.20,#,confirmed,features(CH32V20x_30xDS0.PDF)
CAN,,CH32V317,CH32V307,part,Controller Area Network (CAN),控制器区域网络（CAN）,2.5.20,#,confirmed,features(CH32V20x_30xDS0.PDF)
CAN,,CH32V407,CH32V407,part,Controller Area Network (CAN),控制器区域网络（CAN）,1.4.21,#,confirmed,features(CH32V407DS0.PDF)
CAN,,CH32V467,CH32V407,part,Controller Area Network (CAN),控制器区域网络（CAN）,1.4.21,#,confirmed,features(CH32V407DS0.PDF)
CLOCK,,CH32H415,CH32H417,datasheet,Clock and Boot,时钟和启动,1.4.11,#,confirmed,features(CH32H417DS0.PDF)
CLOCK,,CH32H416,CH32H417,datasheet,Clock and Boot,时钟和启动,1.4.11,#,confirmed,features(CH32H417DS0.PDF)
CLOCK,,CH32H417,CH32H417,datasheet,Clock and Boot,时钟和启动,1.4.11,#,confirmed,features(CH32H417DS0.PDF)
CLOCK,,CH32L103,CH32L103,datasheet,Clock and Boot,时钟和启动,1.4.11,#,confirmed,features(CH32L103DS0.PDF)
CLOCK,,CH32M007,CH32V006,datasheet,Clock and Boot,时钟和启动,1.4.10,#,confirmed,features(CH32V007DS0.PDF)
CLOCK,,CH32M030,CH32M030,datasheet,Clock and Boot,时钟和启动,1.4.10,#,confirmed,features(CH32M030DS0.PDF)
CLOCK,,CH32M103,CH32L103,datasheet,Clock and Boot,时钟和启动,1.4.11,#,confirmed,features(CH32L103DS0.PDF)
CLOCK,,CH32V002,CH32V006,datasheet,Clock and Boot,时钟和启动,1.4.10,#,confirmed,features(CH32V002DS0.PDF)
CLOCK,,CH32V003,CH32V003,part,Clock and Boot,时钟和启动,1.4.10,#,confirmed,features(CH32V003DS0.PDF)
CLOCK,,CH32V004,CH32V006,datasheet,Clock and Boot,时钟和启动,1.4.10,#,confirmed,features(CH32V004DS0.PDF)
CLOCK,,CH32V005,CH32V006,datasheet,Clock and Boot,时钟和启动,1.4.10,#,confirmed,features(CH32V006DS0.PDF)
CLOCK,,CH32V006,CH32V006,datasheet,Clock and Boot,时钟和启动,1.4.10,#,confirmed,features(CH32V006DS0.PDF)
CLOCK,,CH32V007,CH32V006,datasheet,Clock and Boot,时钟和启动,1.4.10,#,confirmed,features(CH32V007DS0.PDF)
CLOCK,,CH32V103,CH32V103,part,Clock and Startup,时钟和启动,1.5.11,#,confirmed,features(CH32V103DS0.PDF)
CLOCK,,CH32V203,CH32V20x,part,Clock and Boot,时钟和启动,1.4.12;2.5.11,#,confirmed,features(CH32V203DS0.PDF)+features(CH32V205DS0.PDF)
CLOCK,,CH32V205,CH32V205,datasheet,Clock and Boot,时钟和启动,1.4.12,#,confirmed,features(CH32V205DS0.PDF)
CLOCK,,CH32V208,CH32V20x,part,Clock and Boot,时钟和启动,2.5.11,#,confirmed,features(CH32V208DS0.PDF)
CLOCK,,CH32V303,CH32V307,datasheet,Clock and Boot,时钟和启动,2.5.11,#,confirmed,features(CH32V20x_30xDS0.PDF)
CLOCK,,CH32V305,CH32V307,datasheet,Clock and Boot,时钟和启动,2.5.11,#,confirmed,features(CH32V20x_30xDS0.PDF)
CLOCK,,CH32V307,CH32V307,datasheet,Clock and Boot,时钟和启动,2.5.11,#,confirmed,features(CH32V20x_30xDS0.PDF)
CLOCK,,CH32V317,CH32V307,datasheet,Clock and Boot,时钟和启动,2.5.11,#,confirmed,features(CH32V20x_30xDS0.PDF)
CLOCK,,CH32V407,CH32V407,datasheet,Clock and Boot,时钟和启动,1.4.11,#,confirmed,features(CH32V407DS0.PDF)
CLOCK,,CH32V467,CH32V407,datasheet,Clock and Boot,时钟和启动,1.4.11,#,confirmed,features(CH32V407DS0.PDF)
CLOCK,,CH32X033,CH32X035,datasheet,Clock and Boot,时钟和启动,1.4.11,#,confirmed,features(CH32X035DS0.PDF)
CLOCK,,CH32X035,CH32X035,datasheet,Clock and Boot,时钟和启动,1.4.11,#,confirmed,features(CH32X035DS0.PDF)
CLOCK,,CH32X305,CH32X315,datasheet,Clock and Boot,时钟和启动,1.4.10,#,confirmed,features(CH32X315DS0.PDF)
CLOCK,,CH32X315,CH32X315,datasheet,Clock and Boot,时钟和启动,1.4.10,#,confirmed,features(CH32X315DS0.PDF)
CMP,,CH32H415,CH32H417,part,CMP,电压比较器（CMP）,1.4.39,#,confirmed,features(CH32H417DS0.PDF)
CMP,,CH32H416,CH32H417,part,CMP,电压比较器（CMP）,1.4.39,#,confirmed,features(CH32H417DS0.PDF)
CMP,,CH32H417,CH32H417,part,CMP,电压比较器（CMP）,1.4.39,#,confirmed,features(CH32H417DS0.PDF)
CMP,,CH32L103,CH32L103,part,Voltage Comparator (CMP),电压比较器（CMP）,1.4.24,#,confirmed,features(CH32L103DS0.PDF)
CMP,,CH32M007,CH32V006,part,Voltage Comparator (CMP),电压比较器（CMP）,1.4.18,#,confirmed,features(CH32V007DS0.PDF)
CMP,,CH32M030,CH32M030,datasheet,OPA and CMP Characteristics,OPA与CMP特性,1.4.18,#,confirmed,features(CH32M030DS0.PDF)
CMP,,CH32M103,CH32L103,part,Voltage Comparator (CMP),电压比较器（CMP）,1.4.24,#,confirmed,features(CH32L103DS0.PDF)
CMP,,CH32V007,CH32V006,part,Voltage Comparator (CMP),电压比较器（CMP）,1.4.18,#,confirmed,features(CH32V007DS0.PDF)
CMP,,CH32V203,CH32V20x,part,Voltage Comparators (CMP),电压比较器（CMP）,1.4.27,#,confirmed,features(CH32V205DS0.PDF)
CMP,,CH32V205,CH32V205,part,Voltage Comparators (CMP),电压比较器（CMP）,1.4.27,#,confirmed,features(CH32V205DS0.PDF)
CMP,,CH32X033,CH32X035,part,Voltage Comparator (CMP),电压比较器（CMP）,1.4.21,#,confirmed,features(CH32X035DS0.PDF)
CMP,,CH32X035,CH32X035,part,Voltage Comparator (CMP),电压比较器（CMP）,1.4.21,#,confirmed,features(CH32X035DS0.PDF)
CRC,,CH32H415,CH32H417,datasheet,CRC Calculation Unit,CRC（循环冗余校验）计算单元,1.4.7,#,confirmed,features(CH32H417DS0.PDF)
CRC,,CH32H416,CH32H417,datasheet,CRC Calculation Unit,CRC（循环冗余校验）计算单元,1.4.7,#,confirmed,features(CH32H417DS0.PDF)
CRC,,CH32H417,CH32H417,datasheet,CRC Calculation Unit,CRC（循环冗余校验）计算单元,1.4.7,#,confirmed,features(CH32H417DS0.PDF)
CRC,,CH32L103,CH32L103,datasheet,CRC Calculation Unit,CRC（循环冗余校验）计算单元,1.4.7,#,confirmed,features(CH32L103DS0.PDF)
CRC,,CH32M103,CH32L103,datasheet,CRC Calculation Unit,CRC（循环冗余校验）计算单元,1.4.7,#,confirmed,features(CH32L103DS0.PDF)
CRC,,CH32V103,CH32V103,datasheet,Cyclic Redundancy Check (CRC) Calculation Unit,CRC（循环冗余校验）计算单元,1.5.7,#,confirmed,features(CH32V103DS0.PDF)
CRC,,CH32V203,CH32V20x,datasheet,CRC (cyclic redundancy check) Calculation Unit,CRC（循环冗余校验）计算单元,1.4.8;2.5.7,#,confirmed,features(CH32V203DS0.PDF)+features(CH32V205DS0.PDF)
CRC,,CH32V205,CH32V205,datasheet,CRC (cyclic redundancy check) Calculation Unit,CRC（循环冗余校验）计算单元,1.4.8,#,confirmed,features(CH32V205DS0.PDF)
CRC,,CH32V208,CH32V20x,datasheet,CRC (cyclic redundancy check) calculation unit,CRC（循环冗余校验）计算单元,2.5.7,#,confirmed,features(CH32V208DS0.PDF)
CRC,,CH32V303,CH32V307,datasheet,CRC (Cyclic Redundancy Check) Calculation Unit,CRC（循环冗余校验）计算单元,2.5.7,#,confirmed,features(CH32V20x_30xDS0.PDF)
CRC,,CH32V305,CH32V307,datasheet,CRC (Cyclic Redundancy Check) Calculation Unit,CRC（循环冗余校验）计算单元,2.5.7,#,confirmed,features(CH32V20x_30xDS0.PDF)
CRC,,CH32V307,CH32V307,datasheet,CRC (Cyclic Redundancy Check) Calculation Unit,CRC（循环冗余校验）计算单元,2.5.7,#,confirmed,features(CH32V20x_30xDS0.PDF)
CRC,,CH32V317,CH32V307,datasheet,CRC (Cyclic Redundancy Check) Calculation Unit,CRC（循环冗余校验）计算单元,2.5.7,#,confirmed,features(CH32V20x_30xDS0.PDF)
DAC,,CH32H415,CH32H417,part,DAC (Digital/Analog Converter),DAC（数字/模拟转换器）,1.4.15,#,confirmed,features(CH32H417DS0.PDF)
DAC,,CH32H416,CH32H417,part,DAC (Digital/Analog Converter),DAC（数字/模拟转换器）,1.4.15,#,confirmed,features(CH32H417DS0.PDF)
DAC,,CH32H417,CH32H417,part,DAC (Digital/Analog Converter),DAC（数字/模拟转换器）,1.4.15,#,confirmed,features(CH32H417DS0.PDF)
DAC,,CH32V303,CH32V307,part,Digital-to-analog Converter (DAC),DAC（数字/模拟转换器）,2.5.14,#,confirmed,features(CH32V20x_30xDS0.PDF)
DAC,,CH32V305,CH32V307,part,Digital-to-analog Converter (DAC),DAC（数字/模拟转换器）,2.5.14,#,confirmed,features(CH32V20x_30xDS0.PDF)
DAC,,CH32V307,CH32V307,part,Digital-to-analog Converter (DAC),DAC（数字/模拟转换器）,2.5.14,#,confirmed,features(CH32V20x_30xDS0.PDF)
DAC,,CH32V317,CH32V307,part,Digital-to-analog Converter (DAC),DAC（数字/模拟转换器）,2.5.14,#,confirmed,features(CH32V20x_30xDS0.PDF)
DAC,,CH32V407,CH32V407,part,Digital-to-Analog Converter (DAC),DAC（数字/模拟转换器）,1.4.14,#,confirmed,features(CH32V407DS0.PDF)
DAC,,CH32V467,CH32V407,part,Digital-to-Analog Converter (DAC),DAC（数字/模拟转换器）,1.4.14,#,confirmed,features(CH32V407DS0.PDF)
DFSDM,,CH32H415,CH32H417,part,Digital Filter for ΣΔ Modulator (DFSDM),数字滤波器，用于ΣΔ调制器（DFSDM）,1.4.43,#,confirmed,features(CH32H417DS0.PDF)
DFSDM,,CH32H416,CH32H417,part,Digital Filter for ΣΔ Modulator (DFSDM),数字滤波器，用于ΣΔ调制器（DFSDM）,1.4.43,#,confirmed,features(CH32H417DS0.PDF)
DFSDM,,CH32H417,CH32H417,part,Digital Filter for ΣΔ Modulator (DFSDM),数字滤波器，用于ΣΔ调制器（DFSDM）,1.4.43,#,confirmed,features(CH32H417DS0.PDF)
DMA,,CH32H415,CH32H417,datasheet,General DMA Controller,通用DMA控制器,1.4.10,#,confirmed,features(CH32H417DS0.PDF)
DMA,,CH32H416,CH32H417,datasheet,General DMA Controller,通用DMA控制器,1.4.10,#,confirmed,features(CH32H417DS0.PDF)
DMA,,CH32H417,CH32H417,datasheet,General DMA Controller,通用DMA控制器,1.4.10,#,confirmed,features(CH32H417DS0.PDF)
DMA,,CH32L103,CH32L103,datasheet,General DMA Controller,通用DMA控制器,1.4.10,#,confirmed,features(CH32L103DS0.PDF)
DMA,,CH32M007,CH32V006,datasheet,General-purpose DMA Controller,通用DMA控制器,1.4.9,#,confirmed,features(CH32V007DS0.PDF)
DMA,,CH32M030,CH32M030,datasheet,General-purpose DMA Controller,通用DMA控制器,1.4.9,#,confirmed,features(CH32M030DS0.PDF)
DMA,,CH32M103,CH32L103,datasheet,General DMA Controller,通用DMA控制器,1.4.10,#,confirmed,features(CH32L103DS0.PDF)
DMA,,CH32V002,CH32V006,datasheet,General-purpose DMA Controller,通用DMA控制器,1.4.9,#,confirmed,features(CH32V002DS0.PDF)
DMA,,CH32V003,CH32V003,datasheet,General-purpose DMA Controller,通用DMA控制器,1.4.9,#,confirmed,features(CH32V003DS0.PDF)
DMA,,CH32V004,CH32V006,datasheet,General-purpose DMA Controller,通用DMA控制器,1.4.9,#,confirmed,features(CH32V004DS0.PDF)
DMA,,CH32V005,CH32V006,datasheet,General-purpose DMA Controller,通用DMA控制器,1.4.9,#,confirmed,features(CH32V006DS0.PDF)
DMA,,CH32V006,CH32V006,datasheet,General-purpose DMA Controller,通用DMA控制器,1.4.9,#,confirmed,features(CH32V006DS0.PDF)
DMA,,CH32V007,CH32V006,datasheet,General-purpose DMA Controller,通用DMA控制器,1.4.9,#,confirmed,features(CH32V007DS0.PDF)
DMA,,CH32V103,CH32V103,datasheet,General-purpose DMA Controller,通用DMA控制器,1.5.10,#,confirmed,features(CH32V103DS0.PDF)
DMA,,CH32V203,CH32V20x,datasheet,General DMA Controller,通用DMA控制器,1.4.11;2.5.10,#,confirmed,features(CH32V203DS0.PDF)+features(CH32V205DS0.PDF)
DMA,,CH32V205,CH32V205,datasheet,General DMA Controller,通用DMA控制器,1.4.11,#,confirmed,features(CH32V205DS0.PDF)
DMA,,CH32V208,CH32V20x,datasheet,General DMA controller,通用DMA控制器,2.5.10,#,confirmed,features(CH32V208DS0.PDF)
DMA,,CH32V303,CH32V307,datasheet,General DMA Controller,通用DMA控制器,2.5.10,#,confirmed,features(CH32V20x_30xDS0.PDF)
DMA,,CH32V305,CH32V307,datasheet,General DMA Controller,通用DMA控制器,2.5.10,#,confirmed,features(CH32V20x_30xDS0.PDF)
DMA,,CH32V307,CH32V307,datasheet,General DMA Controller,通用DMA控制器,2.5.10,#,confirmed,features(CH32V20x_30xDS0.PDF)
DMA,,CH32V317,CH32V307,datasheet,General DMA Controller,通用DMA控制器,2.5.10,#,confirmed,features(CH32V20x_30xDS0.PDF)
DMA,,CH32V407,CH32V407,datasheet,General DMA Controller,通用DMA控制器,1.4.10,#,confirmed,features(CH32V407DS0.PDF)
DMA,,CH32V467,CH32V407,datasheet,General DMA Controller,通用DMA控制器,1.4.10,#,confirmed,features(CH32V407DS0.PDF)
DMA,,CH32X033,CH32X035,datasheet,General DMA Controller,通用DMA控制器,1.4.10,#,confirmed,features(CH32X035DS0.PDF)
DMA,,CH32X035,CH32X035,datasheet,General DMA Controller,通用DMA控制器,1.4.10,#,confirmed,features(CH32X035DS0.PDF)
DMA,,CH32X305,CH32X315,datasheet,General DMA Controller,通用DMA控制器,1.4.9,#,confirmed,features(CH32X315DS0.PDF)
DMA,,CH32X315,CH32X315,datasheet,General DMA Controller,通用DMA控制器,1.4.9,#,confirmed,features(CH32X315DS0.PDF)
DVP,,CH32H415,CH32H417,part,Digital Video Port (DVP),数字图像接口（DVP）,1.4.29,#,confirmed,features(CH32H417DS0.PDF)
DVP,,CH32H416,CH32H417,part,Digital Video Port (DVP),数字图像接口（DVP）,1.4.29,#,confirmed,features(CH32H417DS0.PDF)
DVP,,CH32H417,CH32H417,part,Digital Video Port (DVP),数字图像接口（DVP）,1.4.29,#,confirmed,features(CH32H417DS0.PDF)
DVP,,CH32V307,CH32V307,part,Digital Video Port (DVP),数字图像接口（DVP）,2.5.23,#,confirmed,features(CH32V20x_30xDS0.PDF)
DVP,,CH32V317,CH32V307,part,Digital Video Port (DVP),数字图像接口（DVP）,2.5.23,#,confirmed,features(CH32V20x_30xDS0.PDF)
DVP,,CH32V407,CH32V407,part,Digital Video Port (DVP),数字图像接口（DVP）,1.4.23,#,confirmed,features(CH32V407DS0.PDF)
DVP,,CH32V467,CH32V407,part,Digital Video Port (DVP),数字图像接口（DVP）,1.4.23,#,confirmed,features(CH32V407DS0.PDF)
ECDC,,CH32H415,CH32H417,datasheet,Encryption Module (ECDC),加密模块（ECDC）,1.4.44,#,confirmed,features(CH32H417DS0.PDF)
ECDC,,CH32H416,CH32H417,datasheet,Encryption Module (ECDC),加密模块（ECDC）,1.4.44,#,confirmed,features(CH32H417DS0.PDF)
ECDC,,CH32H417,CH32H417,datasheet,Encryption Module (ECDC),加密模块（ECDC）,1.4.44,#,confirmed,features(CH32H417DS0.PDF)
ETHERNET,,CH32H417,CH32H417,part,Ethernet Controller and Transceiver (MAC+PHY),以太网控制器及收发器（MAC+PHY）,1.4.31,#,confirmed,features(CH32H417DS0.PDF)
ETHERNET,,CH32V307,CH32V307,part,Gigabit Ethernet controller (MAC+PHY),以太网控制器（MAC+PHY）,2.5.26,#,confirmed,features(CH32V20x_30xDS0.PDF)
ETHERNET,,CH32V317,CH32V307,part,Gigabit Ethernet controller (MAC+PHY),以太网控制器（MAC+PHY）,2.5.26,#,confirmed,features(CH32V20x_30xDS0.PDF)
ETHERNET,,CH32V407,CH32V407,part,Ethernet Controller and Transceiver (MAC+PHY),以太网控制器（MAC+PHY）,1.4.28,#,confirmed,features(CH32V407DS0.PDF)
ETHERNET,,CH32V467,CH32V407,part,Ethernet Controller and Transceiver (MAC+PHY),以太网控制器（MAC+PHY）,1.4.28,#,confirmed,features(CH32V407DS0.PDF)
EXTI,,CH32H415,CH32H417,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.9,#,confirmed,features(CH32H417DS0.PDF)
EXTI,,CH32H416,CH32H417,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.9,#,confirmed,features(CH32H417DS0.PDF)
EXTI,,CH32H417,CH32H417,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.9,#,confirmed,features(CH32H417DS0.PDF)
EXTI,,CH32L103,CH32L103,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.9,#,confirmed,features(CH32L103DS0.PDF)
EXTI,,CH32M007,CH32V006,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.8,#,confirmed,features(CH32V007DS0.PDF)
EXTI,,CH32M030,CH32M030,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.8,#,confirmed,features(CH32M030DS0.PDF)
EXTI,,CH32M103,CH32L103,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.9,#,confirmed,features(CH32L103DS0.PDF)
EXTI,,CH32V002,CH32V006,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.8,#,confirmed,features(CH32V002DS0.PDF)
EXTI,,CH32V003,CH32V003,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.8,#,confirmed,features(CH32V003DS0.PDF)
EXTI,,CH32V004,CH32V006,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.8,#,confirmed,features(CH32V004DS0.PDF)
EXTI,,CH32V005,CH32V006,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.8,#,confirmed,features(CH32V006DS0.PDF)
EXTI,,CH32V006,CH32V006,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.8,#,confirmed,features(CH32V006DS0.PDF)
EXTI,,CH32V007,CH32V006,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.8,#,confirmed,features(CH32V007DS0.PDF)
EXTI,,CH32V103,CH32V103,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.5.9,#,confirmed,features(CH32V103DS0.PDF)
EXTI,,CH32V203,CH32V20x,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.10;2.5.9,#,confirmed,features(CH32V203DS0.PDF)+features(CH32V205DS0.PDF)
EXTI,,CH32V205,CH32V205,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.10,#,confirmed,features(CH32V205DS0.PDF)
EXTI,,CH32V208,CH32V20x,datasheet,External interrupt/event controller (EXTI),外部中断/事件控制器（EXTI）,2.5.9,#,confirmed,features(CH32V208DS0.PDF)
EXTI,,CH32V303,CH32V307,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,2.5.9,#,confirmed,features(CH32V20x_30xDS0.PDF)
EXTI,,CH32V305,CH32V307,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,2.5.9,#,confirmed,features(CH32V20x_30xDS0.PDF)
EXTI,,CH32V307,CH32V307,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,2.5.9,#,confirmed,features(CH32V20x_30xDS0.PDF)
EXTI,,CH32V317,CH32V307,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,2.5.9,#,confirmed,features(CH32V20x_30xDS0.PDF)
EXTI,,CH32V407,CH32V407,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.9,#,confirmed,features(CH32V407DS0.PDF)
EXTI,,CH32V467,CH32V407,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.9,#,confirmed,features(CH32V407DS0.PDF)
EXTI,,CH32X033,CH32X035,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.9,#,confirmed,features(CH32X035DS0.PDF)
EXTI,,CH32X035,CH32X035,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.9,#,confirmed,features(CH32X035DS0.PDF)
EXTI,,CH32X305,CH32X315,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.8,#,confirmed,features(CH32X315DS0.PDF)
EXTI,,CH32X315,CH32X315,datasheet,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,1.4.8,#,confirmed,features(CH32X315DS0.PDF)
FMC,,CH32H417,CH32H417,part,Flexible Memory Controller (FMC),可变存储控制器（FMC）,1.4.42,#,confirmed,features(CH32H417DS0.PDF)
FSMC,,CH32V205,CH32V205,part,Flexible Static Memory Controller (FSMC),可配置的静态存储器控制器（FSMC）,1.4.24,#,confirmed,features(CH32V205DS0.PDF)
FSMC,,CH32V303,CH32V307,part,Flexible Static Memory Controller,可配置的静态存储器控制器（FSMC）,2.5.25,#,confirmed,features(CH32V20x_30xDS0.PDF)
FSMC,,CH32V307,CH32V307,part,Flexible Static Memory Controller,可配置的静态存储器控制器（FSMC）,2.5.25,#,confirmed,features(CH32V20x_30xDS0.PDF)
FSMC,,CH32V407,CH32V407,part,Flexible Static Memory Controller (FSMC),可配置的静态存储器控制器（FSMC）,1.4.25,#,confirmed,features(CH32V407DS0.PDF)
FSMC,,CH32V467,CH32V407,part,Flexible Static Memory Controller (FSMC),可配置的静态存储器控制器（FSMC）,1.4.25,#,confirmed,features(CH32V407DS0.PDF)
GATE-DRIVER,,CH32L103,CH32L103,datasheet,Gate Driver,栅极驱动器,1.4.25,#,confirmed,features(CH32L103DS0.PDF)
GATE-DRIVER,,CH32M007,CH32V006,datasheet,Gate Driver,栅极驱动器,1.4.19,#,confirmed,features(CH32V007DS0.PDF)
GATE-DRIVER,,CH32M030,CH32M030,datasheet,Gate Driver,栅极驱动器,1.4.20,#,confirmed,features(CH32M030DS0.PDF)
GATE-DRIVER,,CH32M103,CH32L103,datasheet,Gate Driver,栅极驱动器,1.4.25,#,confirmed,features(CH32L103DS0.PDF)
GATE-DRIVER,,CH32V007,CH32V006,datasheet,Gate Driver,栅极驱动器,1.4.19,#,confirmed,features(CH32V007DS0.PDF)
GPHA,,CH32H415,CH32H417,part,Graphics Processing Hardware Accelerator (GPHA),"图形处理硬件加速器（Graphics Processing Hardware Accelerator,GPHA）",1.4.41,#,confirmed,features(CH32H417DS0.PDF)
GPHA,,CH32H416,CH32H417,part,Graphics Processing Hardware Accelerator (GPHA),"图形处理硬件加速器（Graphics Processing Hardware Accelerator,GPHA）",1.4.41,#,confirmed,features(CH32H417DS0.PDF)
GPHA,,CH32H417,CH32H417,part,Graphics Processing Hardware Accelerator (GPHA),"图形处理硬件加速器（Graphics Processing Hardware Accelerator,GPHA）",1.4.41,#,confirmed,features(CH32H417DS0.PDF)
GPIO,,CH32H415,CH32H417,datasheet,General-purpose Input/Output Interface (GPIO),通用输入输出接口（GPIO）,1.4.45,#,confirmed,features(CH32H417DS0.PDF)
GPIO,,CH32H416,CH32H417,datasheet,General-purpose Input/Output Interface (GPIO),通用输入输出接口（GPIO）,1.4.45,#,confirmed,features(CH32H417DS0.PDF)
GPIO,,CH32H417,CH32H417,datasheet,General-purpose Input/Output Interface (GPIO),通用输入输出接口（GPIO）,1.4.45,#,confirmed,features(CH32H417DS0.PDF)
GPIO,,CH32L103,CH32L103,datasheet,General-purpose Input / Output (GPIO),通用输入输出接口（GPIO）,1.4.22,#,confirmed,features(CH32L103DS0.PDF)
GPIO,,CH32M007,CH32V006,datasheet,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,1.4.16,#,confirmed,features(CH32V007DS0.PDF)
GPIO,,CH32M030,CH32M030,datasheet,General-purpose Input/Output Interface (GPIO),通用输入输出接口（GPIO）,1.4.21,#,confirmed,features(CH32M030DS0.PDF)
GPIO,,CH32M103,CH32L103,datasheet,General-purpose Input / Output (GPIO),通用输入输出接口（GPIO）,1.4.22,#,confirmed,features(CH32L103DS0.PDF)
GPIO,,CH32V002,CH32V006,datasheet,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,1.4.16,#,confirmed,features(CH32V002DS0.PDF)
GPIO,,CH32V003,CH32V003,datasheet,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,1.4.16,#,confirmed,features(CH32V003DS0.PDF)
GPIO,,CH32V004,CH32V006,datasheet,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,1.4.16,#,confirmed,features(CH32V004DS0.PDF)
GPIO,,CH32V005,CH32V006,datasheet,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,1.4.16,#,confirmed,features(CH32V006DS0.PDF)
GPIO,,CH32V006,CH32V006,datasheet,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,1.4.16,#,confirmed,features(CH32V006DS0.PDF)
GPIO,,CH32V007,CH32V006,datasheet,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,1.4.16,#,confirmed,features(CH32V007DS0.PDF)
GPIO,,CH32V103,CH32V103,datasheet,General-purpose Input/Output (GPIO),通用输入输出接口（GPIO）,1.5.19,#,confirmed,features(CH32V103DS0.PDF)
GPIO,,CH32V203,CH32V20x,datasheet,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,1.4.25;2.5.21,#,confirmed,features(CH32V203DS0.PDF)+features(CH32V205DS0.PDF)
GPIO,,CH32V205,CH32V205,datasheet,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,1.4.25,#,confirmed,features(CH32V205DS0.PDF)
GPIO,,CH32V208,CH32V20x,datasheet,General-purpose input and output (GPIO),串行外设接口（SPI）;通用输入输出接口（GPIO）,2.5.16;2.5.21,#,reference,features(CH32V208DS0.PDF)
GPIO,,CH32V303,CH32V307,datasheet,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,2.5.27,#,confirmed,features(CH32V20x_30xDS0.PDF)
GPIO,,CH32V305,CH32V307,datasheet,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,2.5.27,#,confirmed,features(CH32V20x_30xDS0.PDF)
GPIO,,CH32V307,CH32V307,datasheet,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,2.5.27,#,confirmed,features(CH32V20x_30xDS0.PDF)
GPIO,,CH32V317,CH32V307,datasheet,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,2.5.27,#,confirmed,features(CH32V20x_30xDS0.PDF)
GPIO,,CH32V407,CH32V407,datasheet,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,1.4.31,#,confirmed,features(CH32V407DS0.PDF)
GPIO,,CH32V467,CH32V407,datasheet,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,1.4.31,#,confirmed,features(CH32V407DS0.PDF)
