family,pad,port,pin,block,register,address,bits,width_bits,#,confidence,basis
CH32V205,PE9,E,9,AFIO,GPIOE_AFHR,0x40010044,GPIOE_AFHR:4;GPIOE_AFHR:5;GPIOE_AFHR:6;GPIOE_AFHR:7,4,#,reference,evt(ch32v205.h+ch32v205_gpio.c)
CH32V205,PE10,E,10,AFIO,GPIOE_AFHR,0x40010044,GPIOE_AFHR:8;GPIOE_AFHR:9;GPIOE_AFHR:10;GPIOE_AFHR:11,4,#,reference,evt(ch32v205.h+ch32v205_gpio.c)
CH32V205,PE11,E,11,AFIO,GPIOE_AFHR,0x40010044,GPIOE_AFHR:12;GPIOE_AFHR:13;GPIOE_AFHR:14;GPIOE_AFHR:15,4,#,reference,evt(ch32v205.h+ch32v205_gpio.c)
CH32V205,PE12,E,12,AFIO,GPIOE_AFHR,0x40010044,GPIOE_AFHR:16;GPIOE_AFHR:17;GPIOE_AFHR:18;GPIOE_AFHR:19,4,#,reference,evt(ch32v205.h+ch32v205_gpio.c)
CH32V205,PE13,E,13,AFIO,GPIOE_AFHR,0x40010044,GPIOE_AFHR:20;GPIOE_AFHR:21;GPIOE_AFHR:22;GPIOE_AFHR:23,4,#,reference,evt(ch32v205.h+ch32v205_gpio.c)
CH32V205,PE14,E,14,AFIO,GPIOE_AFHR,0x40010044,GPIOE_AFHR:24;GPIOE_AFHR:25;GPIOE_AFHR:26;GPIOE_AFHR:27,4,#,reference,evt(ch32v205.h+ch32v205_gpio.c)
CH32V205,PE15,E,15,AFIO,GPIOE_AFHR,0x40010044,GPIOE_AFHR:28;GPIOE_AFHR:29;GPIOE_AFHR:30;GPIOE_AFHR:31,4,#,reference,evt(ch32v205.h+ch32v205_gpio.c)
CH32X315,PA0,A,0,AFIO,GPIOA_AFLR,0x40010020,GPIOA_AFLR:0;GPIOA_AFLR:1;GPIOA_AFLR:2;GPIOA_AFLR:3,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PA1,A,1,AFIO,GPIOA_AFLR,0x40010020,GPIOA_AFLR:4;GPIOA_AFLR:5;GPIOA_AFLR:6;GPIOA_AFLR:7,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PA2,A,2,AFIO,GPIOA_AFLR,0x40010020,GPIOA_AFLR:8;GPIOA_AFLR:9;GPIOA_AFLR:10;GPIOA_AFLR:11,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PA3,A,3,AFIO,GPIOA_AFLR,0x40010020,GPIOA_AFLR:12;GPIOA_AFLR:13;GPIOA_AFLR:14;GPIOA_AFLR:15,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PA4,A,4,AFIO,GPIOA_AFLR,0x40010020,GPIOA_AFLR:16;GPIOA_AFLR:17;GPIOA_AFLR:18;GPIOA_AFLR:19,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PA5,A,5,AFIO,GPIOA_AFLR,0x40010020,GPIOA_AFLR:20;GPIOA_AFLR:21;GPIOA_AFLR:22;GPIOA_AFLR:23,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PA6,A,6,AFIO,GPIOA_AFLR,0x40010020,GPIOA_AFLR:24;GPIOA_AFLR:25;GPIOA_AFLR:26;GPIOA_AFLR:27,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PA7,A,7,AFIO,GPIOA_AFLR,0x40010020,GPIOA_AFLR:28;GPIOA_AFLR:29;GPIOA_AFLR:30;GPIOA_AFLR:31,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PA8,A,8,AFIO,GPIOA_AFHR,0x40010024,GPIOA_AFHR:0;GPIOA_AFHR:1;GPIOA_AFHR:2;GPIOA_AFHR:3,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PA9,A,9,AFIO,GPIOA_AFHR,0x40010024,GPIOA_AFHR:4;GPIOA_AFHR:5;GPIOA_AFHR:6;GPIOA_AFHR:7,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PA10,A,10,AFIO,GPIOA_AFHR,0x40010024,GPIOA_AFHR:8;GPIOA_AFHR:9;GPIOA_AFHR:10;GPIOA_AFHR:11,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PA11,A,11,AFIO,GPIOA_AFHR,0x40010024,GPIOA_AFHR:12;GPIOA_AFHR:13;GPIOA_AFHR:14;GPIOA_AFHR:15,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PA12,A,12,AFIO,GPIOA_AFHR,0x40010024,GPIOA_AFHR:16;GPIOA_AFHR:17;GPIOA_AFHR:18;GPIOA_AFHR:19,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PA13,A,13,AFIO,GPIOA_AFHR,0x40010024,GPIOA_AFHR:20;GPIOA_AFHR:21;GPIOA_AFHR:22;GPIOA_AFHR:23,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PA14,A,14,AFIO,GPIOA_AFHR,0x40010024,GPIOA_AFHR:24;GPIOA_AFHR:25;GPIOA_AFHR:26;GPIOA_AFHR:27,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PA15,A,15,AFIO,GPIOA_AFHR,0x40010024,GPIOA_AFHR:28;GPIOA_AFHR:29;GPIOA_AFHR:30;GPIOA_AFHR:31,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB0,B,0,AFIO,GPIOB_AFLR,0x40010028,GPIOB_AFLR:0;GPIOB_AFLR:1;GPIOB_AFLR:2;GPIOB_AFLR:3,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB1,B,1,AFIO,GPIOB_AFLR,0x40010028,GPIOB_AFLR:4;GPIOB_AFLR:5;GPIOB_AFLR:6;GPIOB_AFLR:7,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB2,B,2,AFIO,GPIOB_AFLR,0x40010028,GPIOB_AFLR:8;GPIOB_AFLR:9;GPIOB_AFLR:10;GPIOB_AFLR:11,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB3,B,3,AFIO,GPIOB_AFLR,0x40010028,GPIOB_AFLR:12;GPIOB_AFLR:13;GPIOB_AFLR:14;GPIOB_AFLR:15,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB4,B,4,AFIO,GPIOB_AFLR,0x40010028,GPIOB_AFLR:16;GPIOB_AFLR:17;GPIOB_AFLR:18;GPIOB_AFLR:19,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB5,B,5,AFIO,GPIOB_AFLR,0x40010028,GPIOB_AFLR:20;GPIOB_AFLR:21;GPIOB_AFLR:22;GPIOB_AFLR:23,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB6,B,6,AFIO,GPIOB_AFLR,0x40010028,GPIOB_AFLR:24;GPIOB_AFLR:25;GPIOB_AFLR:26;GPIOB_AFLR:27,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB7,B,7,AFIO,GPIOB_AFLR,0x40010028,GPIOB_AFLR:28;GPIOB_AFLR:29;GPIOB_AFLR:30;GPIOB_AFLR:31,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB8,B,8,AFIO,GPIOB_AFHR,0x4001002c,GPIOB_AFHR:0;GPIOB_AFHR:1;GPIOB_AFHR:2;GPIOB_AFHR:3,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB9,B,9,AFIO,GPIOB_AFHR,0x4001002c,GPIOB_AFHR:4;GPIOB_AFHR:5;GPIOB_AFHR:6;GPIOB_AFHR:7,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB10,B,10,AFIO,GPIOB_AFHR,0x4001002c,GPIOB_AFHR:8;GPIOB_AFHR:9;GPIOB_AFHR:10;GPIOB_AFHR:11,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB11,B,11,AFIO,GPIOB_AFHR,0x4001002c,GPIOB_AFHR:12;GPIOB_AFHR:13;GPIOB_AFHR:14;GPIOB_AFHR:15,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB12,B,12,AFIO,GPIOB_AFHR,0x4001002c,GPIOB_AFHR:16;GPIOB_AFHR:17;GPIOB_AFHR:18;GPIOB_AFHR:19,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB13,B,13,AFIO,GPIOB_AFHR,0x4001002c,GPIOB_AFHR:20;GPIOB_AFHR:21;GPIOB_AFHR:22;GPIOB_AFHR:23,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB14,B,14,AFIO,GPIOB_AFHR,0x4001002c,GPIOB_AFHR:24;GPIOB_AFHR:25;GPIOB_AFHR:26;GPIOB_AFHR:27,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PB15,B,15,AFIO,GPIOB_AFHR,0x4001002c,GPIOB_AFHR:28;GPIOB_AFHR:29;GPIOB_AFHR:30;GPIOB_AFHR:31,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC0,C,0,AFIO,GPIOC_AFLR,0x40010030,GPIOC_AFLR:0;GPIOC_AFLR:1;GPIOC_AFLR:2;GPIOC_AFLR:3,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC1,C,1,AFIO,GPIOC_AFLR,0x40010030,GPIOC_AFLR:4;GPIOC_AFLR:5;GPIOC_AFLR:6;GPIOC_AFLR:7,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC2,C,2,AFIO,GPIOC_AFLR,0x40010030,GPIOC_AFLR:8;GPIOC_AFLR:9;GPIOC_AFLR:10;GPIOC_AFLR:11,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC3,C,3,AFIO,GPIOC_AFLR,0x40010030,GPIOC_AFLR:12;GPIOC_AFLR:13;GPIOC_AFLR:14;GPIOC_AFLR:15,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC4,C,4,AFIO,GPIOC_AFLR,0x40010030,GPIOC_AFLR:16;GPIOC_AFLR:17;GPIOC_AFLR:18;GPIOC_AFLR:19,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC5,C,5,AFIO,GPIOC_AFLR,0x40010030,GPIOC_AFLR:20;GPIOC_AFLR:21;GPIOC_AFLR:22;GPIOC_AFLR:23,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC6,C,6,AFIO,GPIOC_AFLR,0x40010030,GPIOC_AFLR:24;GPIOC_AFLR:25;GPIOC_AFLR:26;GPIOC_AFLR:27,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC7,C,7,AFIO,GPIOC_AFLR,0x40010030,GPIOC_AFLR:28;GPIOC_AFLR:29;GPIOC_AFLR:30;GPIOC_AFLR:31,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC8,C,8,AFIO,GPIOC_AFHR,0x40010034,GPIOC_AFHR:0;GPIOC_AFHR:1;GPIOC_AFHR:2;GPIOC_AFHR:3,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC9,C,9,AFIO,GPIOC_AFHR,0x40010034,GPIOC_AFHR:4;GPIOC_AFHR:5;GPIOC_AFHR:6;GPIOC_AFHR:7,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC10,C,10,AFIO,GPIOC_AFHR,0x40010034,GPIOC_AFHR:8;GPIOC_AFHR:9;GPIOC_AFHR:10;GPIOC_AFHR:11,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC11,C,11,AFIO,GPIOC_AFHR,0x40010034,GPIOC_AFHR:12;GPIOC_AFHR:13;GPIOC_AFHR:14;GPIOC_AFHR:15,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC12,C,12,AFIO,GPIOC_AFHR,0x40010034,GPIOC_AFHR:16;GPIOC_AFHR:17;GPIOC_AFHR:18;GPIOC_AFHR:19,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC13,C,13,AFIO,GPIOC_AFHR,0x40010034,GPIOC_AFHR:20;GPIOC_AFHR:21;GPIOC_AFHR:22;GPIOC_AFHR:23,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC14,C,14,AFIO,GPIOC_AFHR,0x40010034,GPIOC_AFHR:24;GPIOC_AFHR:25;GPIOC_AFHR:26;GPIOC_AFHR:27,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PC15,C,15,AFIO,GPIOC_AFHR,0x40010034,GPIOC_AFHR:28;GPIOC_AFHR:29;GPIOC_AFHR:30;GPIOC_AFHR:31,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD0,D,0,AFIO,GPIOD_AFLR,0x40010038,GPIOD_AFLR:0;GPIOD_AFLR:1;GPIOD_AFLR:2;GPIOD_AFLR:3,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD1,D,1,AFIO,GPIOD_AFLR,0x40010038,GPIOD_AFLR:4;GPIOD_AFLR:5;GPIOD_AFLR:6;GPIOD_AFLR:7,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD2,D,2,AFIO,GPIOD_AFLR,0x40010038,GPIOD_AFLR:8;GPIOD_AFLR:9;GPIOD_AFLR:10;GPIOD_AFLR:11,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD3,D,3,AFIO,GPIOD_AFLR,0x40010038,GPIOD_AFLR:12;GPIOD_AFLR:13;GPIOD_AFLR:14;GPIOD_AFLR:15,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD4,D,4,AFIO,GPIOD_AFLR,0x40010038,GPIOD_AFLR:16;GPIOD_AFLR:17;GPIOD_AFLR:18;GPIOD_AFLR:19,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD5,D,5,AFIO,GPIOD_AFLR,0x40010038,GPIOD_AFLR:20;GPIOD_AFLR:21;GPIOD_AFLR:22;GPIOD_AFLR:23,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD6,D,6,AFIO,GPIOD_AFLR,0x40010038,GPIOD_AFLR:24;GPIOD_AFLR:25;GPIOD_AFLR:26;GPIOD_AFLR:27,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD7,D,7,AFIO,GPIOD_AFLR,0x40010038,GPIOD_AFLR:28;GPIOD_AFLR:29;GPIOD_AFLR:30;GPIOD_AFLR:31,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD8,D,8,AFIO,GPIOD_AFHR,0x4001003c,GPIOD_AFHR:0;GPIOD_AFHR:1;GPIOD_AFHR:2;GPIOD_AFHR:3,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD9,D,9,AFIO,GPIOD_AFHR,0x4001003c,GPIOD_AFHR:4;GPIOD_AFHR:5;GPIOD_AFHR:6;GPIOD_AFHR:7,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD10,D,10,AFIO,GPIOD_AFHR,0x4001003c,GPIOD_AFHR:8;GPIOD_AFHR:9;GPIOD_AFHR:10;GPIOD_AFHR:11,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD11,D,11,AFIO,GPIOD_AFHR,0x4001003c,GPIOD_AFHR:12;GPIOD_AFHR:13;GPIOD_AFHR:14;GPIOD_AFHR:15,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD12,D,12,AFIO,GPIOD_AFHR,0x4001003c,GPIOD_AFHR:16;GPIOD_AFHR:17;GPIOD_AFHR:18;GPIOD_AFHR:19,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD13,D,13,AFIO,GPIOD_AFHR,0x4001003c,GPIOD_AFHR:20;GPIOD_AFHR:21;GPIOD_AFHR:22;GPIOD_AFHR:23,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD14,D,14,AFIO,GPIOD_AFHR,0x4001003c,GPIOD_AFHR:24;GPIOD_AFHR:25;GPIOD_AFHR:26;GPIOD_AFHR:27,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
CH32X315,PD15,D,15,AFIO,GPIOD_AFHR,0x4001003c,GPIOD_AFHR:28;GPIOD_AFHR:29;GPIOD_AFHR:30;GPIOD_AFHR:31,4,#,reference,evt(ch32x3x5.h+ch32x3x5_gpio.c)
