family,register,type,member,field,kind,of_field,bits,mask,value,description,rm_access,rm_reset,#,confidence,basis
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB0,field,,0,0x1,,Filter bit 0,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB1,field,,1,0x2,,Filter bit 1,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB2,field,,2,0x4,,Filter bit 2,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB3,field,,3,0x8,,Filter bit 3,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB4,field,,4,0x10,,Filter bit 4,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB5,field,,5,0x20,,Filter bit 5,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB6,field,,6,0x40,,Filter bit 6,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB7,field,,7,0x80,,Filter bit 7,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB8,field,,8,0x100,,Filter bit 8,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB9,field,,9,0x200,,Filter bit 9,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB10,field,,10,0x400,,Filter bit 10,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB11,field,,11,0x800,,Filter bit 11,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB12,field,,12,0x1000,,Filter bit 12,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB13,field,,13,0x2000,,Filter bit 13,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB14,field,,14,0x4000,,Filter bit 14,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB15,field,,15,0x8000,,Filter bit 15,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB16,field,,16,0x10000,,Filter bit 16,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB17,field,,17,0x20000,,Filter bit 17,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB18,field,,18,0x40000,,Filter bit 18,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB19,field,,19,0x80000,,Filter bit 19,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB20,field,,20,0x100000,,Filter bit 20,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB21,field,,21,0x200000,,Filter bit 21,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB22,field,,22,0x400000,,Filter bit 22,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB23,field,,23,0x800000,,Filter bit 23,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB24,field,,24,0x1000000,,Filter bit 24,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB25,field,,25,0x2000000,,Filter bit 25,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB26,field,,26,0x4000000,,Filter bit 26,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB27,field,,27,0x8000000,,Filter bit 27,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB28,field,,28,0x10000000,,Filter bit 28,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB29,field,,29,0x20000000,,Filter bit 29,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB30,field,,30,0x40000000,,Filter bit 30,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F3R2,CAN,CAN.sFilterRegister[3].FR2,FB31,field,,31,0x80000000,,Filter bit 31,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB0,field,,0,0x1,,Filter bit 0,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB1,field,,1,0x2,,Filter bit 1,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB2,field,,2,0x4,,Filter bit 2,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB3,field,,3,0x8,,Filter bit 3,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB4,field,,4,0x10,,Filter bit 4,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB5,field,,5,0x20,,Filter bit 5,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB6,field,,6,0x40,,Filter bit 6,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB7,field,,7,0x80,,Filter bit 7,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB8,field,,8,0x100,,Filter bit 8,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB9,field,,9,0x200,,Filter bit 9,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB10,field,,10,0x400,,Filter bit 10,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB11,field,,11,0x800,,Filter bit 11,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB12,field,,12,0x1000,,Filter bit 12,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB13,field,,13,0x2000,,Filter bit 13,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB14,field,,14,0x4000,,Filter bit 14,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB15,field,,15,0x8000,,Filter bit 15,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB16,field,,16,0x10000,,Filter bit 16,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB17,field,,17,0x20000,,Filter bit 17,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB18,field,,18,0x40000,,Filter bit 18,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB19,field,,19,0x80000,,Filter bit 19,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB20,field,,20,0x100000,,Filter bit 20,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB21,field,,21,0x200000,,Filter bit 21,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB22,field,,22,0x400000,,Filter bit 22,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB23,field,,23,0x800000,,Filter bit 23,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB24,field,,24,0x1000000,,Filter bit 24,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB25,field,,25,0x2000000,,Filter bit 25,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB26,field,,26,0x4000000,,Filter bit 26,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB27,field,,27,0x8000000,,Filter bit 27,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB28,field,,28,0x10000000,,Filter bit 28,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB29,field,,29,0x20000000,,Filter bit 29,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB30,field,,30,0x40000000,,Filter bit 30,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R1,CAN,CAN.sFilterRegister[4].FR1,FB31,field,,31,0x80000000,,Filter bit 31,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB0,field,,0,0x1,,Filter bit 0,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB1,field,,1,0x2,,Filter bit 1,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB2,field,,2,0x4,,Filter bit 2,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB3,field,,3,0x8,,Filter bit 3,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB4,field,,4,0x10,,Filter bit 4,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB5,field,,5,0x20,,Filter bit 5,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB6,field,,6,0x40,,Filter bit 6,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB7,field,,7,0x80,,Filter bit 7,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB8,field,,8,0x100,,Filter bit 8,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB9,field,,9,0x200,,Filter bit 9,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB10,field,,10,0x400,,Filter bit 10,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB11,field,,11,0x800,,Filter bit 11,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB12,field,,12,0x1000,,Filter bit 12,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB13,field,,13,0x2000,,Filter bit 13,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB14,field,,14,0x4000,,Filter bit 14,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB15,field,,15,0x8000,,Filter bit 15,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB16,field,,16,0x10000,,Filter bit 16,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB17,field,,17,0x20000,,Filter bit 17,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB18,field,,18,0x40000,,Filter bit 18,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB19,field,,19,0x80000,,Filter bit 19,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB20,field,,20,0x100000,,Filter bit 20,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB21,field,,21,0x200000,,Filter bit 21,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB22,field,,22,0x400000,,Filter bit 22,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB23,field,,23,0x800000,,Filter bit 23,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB24,field,,24,0x1000000,,Filter bit 24,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB25,field,,25,0x2000000,,Filter bit 25,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB26,field,,26,0x4000000,,Filter bit 26,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB27,field,,27,0x8000000,,Filter bit 27,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB28,field,,28,0x10000000,,Filter bit 28,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB29,field,,29,0x20000000,,Filter bit 29,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB30,field,,30,0x40000000,,Filter bit 30,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F4R2,CAN,CAN.sFilterRegister[4].FR2,FB31,field,,31,0x80000000,,Filter bit 31,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB0,field,,0,0x1,,Filter bit 0,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB1,field,,1,0x2,,Filter bit 1,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB2,field,,2,0x4,,Filter bit 2,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB3,field,,3,0x8,,Filter bit 3,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB4,field,,4,0x10,,Filter bit 4,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB5,field,,5,0x20,,Filter bit 5,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB6,field,,6,0x40,,Filter bit 6,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB7,field,,7,0x80,,Filter bit 7,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB8,field,,8,0x100,,Filter bit 8,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB9,field,,9,0x200,,Filter bit 9,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB10,field,,10,0x400,,Filter bit 10,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB11,field,,11,0x800,,Filter bit 11,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB12,field,,12,0x1000,,Filter bit 12,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB13,field,,13,0x2000,,Filter bit 13,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB14,field,,14,0x4000,,Filter bit 14,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB15,field,,15,0x8000,,Filter bit 15,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB16,field,,16,0x10000,,Filter bit 16,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB17,field,,17,0x20000,,Filter bit 17,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB18,field,,18,0x40000,,Filter bit 18,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB19,field,,19,0x80000,,Filter bit 19,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB20,field,,20,0x100000,,Filter bit 20,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB21,field,,21,0x200000,,Filter bit 21,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB22,field,,22,0x400000,,Filter bit 22,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB23,field,,23,0x800000,,Filter bit 23,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB24,field,,24,0x1000000,,Filter bit 24,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB25,field,,25,0x2000000,,Filter bit 25,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB26,field,,26,0x4000000,,Filter bit 26,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB27,field,,27,0x8000000,,Filter bit 27,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB28,field,,28,0x10000000,,Filter bit 28,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB29,field,,29,0x20000000,,Filter bit 29,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB30,field,,30,0x40000000,,Filter bit 30,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R1,CAN,CAN.sFilterRegister[5].FR1,FB31,field,,31,0x80000000,,Filter bit 31,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB0,field,,0,0x1,,Filter bit 0,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB1,field,,1,0x2,,Filter bit 1,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB2,field,,2,0x4,,Filter bit 2,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB3,field,,3,0x8,,Filter bit 3,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB4,field,,4,0x10,,Filter bit 4,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB5,field,,5,0x20,,Filter bit 5,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB6,field,,6,0x40,,Filter bit 6,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB7,field,,7,0x80,,Filter bit 7,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB8,field,,8,0x100,,Filter bit 8,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB9,field,,9,0x200,,Filter bit 9,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB10,field,,10,0x400,,Filter bit 10,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB11,field,,11,0x800,,Filter bit 11,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB12,field,,12,0x1000,,Filter bit 12,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB13,field,,13,0x2000,,Filter bit 13,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB14,field,,14,0x4000,,Filter bit 14,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB15,field,,15,0x8000,,Filter bit 15,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB16,field,,16,0x10000,,Filter bit 16,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB17,field,,17,0x20000,,Filter bit 17,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB18,field,,18,0x40000,,Filter bit 18,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB19,field,,19,0x80000,,Filter bit 19,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB20,field,,20,0x100000,,Filter bit 20,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB21,field,,21,0x200000,,Filter bit 21,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB22,field,,22,0x400000,,Filter bit 22,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB23,field,,23,0x800000,,Filter bit 23,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB24,field,,24,0x1000000,,Filter bit 24,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB25,field,,25,0x2000000,,Filter bit 25,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB26,field,,26,0x4000000,,Filter bit 26,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB27,field,,27,0x8000000,,Filter bit 27,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB28,field,,28,0x10000000,,Filter bit 28,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB29,field,,29,0x20000000,,Filter bit 29,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB30,field,,30,0x40000000,,Filter bit 30,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F5R2,CAN,CAN.sFilterRegister[5].FR2,FB31,field,,31,0x80000000,,Filter bit 31,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F6R1,CAN,CAN.sFilterRegister[6].FR1,FB0,field,,0,0x1,,Filter bit 0,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F6R1,CAN,CAN.sFilterRegister[6].FR1,FB1,field,,1,0x2,,Filter bit 1,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F6R1,CAN,CAN.sFilterRegister[6].FR1,FB2,field,,2,0x4,,Filter bit 2,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F6R1,CAN,CAN.sFilterRegister[6].FR1,FB3,field,,3,0x8,,Filter bit 3,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F6R1,CAN,CAN.sFilterRegister[6].FR1,FB4,field,,4,0x10,,Filter bit 4,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F6R1,CAN,CAN.sFilterRegister[6].FR1,FB5,field,,5,0x20,,Filter bit 5,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F6R1,CAN,CAN.sFilterRegister[6].FR1,FB6,field,,6,0x40,,Filter bit 6,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F6R1,CAN,CAN.sFilterRegister[6].FR1,FB7,field,,7,0x80,,Filter bit 7,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F6R1,CAN,CAN.sFilterRegister[6].FR1,FB8,field,,8,0x100,,Filter bit 8,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F6R1,CAN,CAN.sFilterRegister[6].FR1,FB9,field,,9,0x200,,Filter bit 9,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F6R1,CAN,CAN.sFilterRegister[6].FR1,FB10,field,,10,0x400,,Filter bit 10,,,#,reference,evt(ch32v4x7.h)
CH32V407,CAN_F6R1,CAN,CAN.sFilterRegister[6].FR1,FB11,field,,11,0x800,,Filter bit 11,,,#,reference,evt(ch32v4x7.h)
