family,register,type,member,field,kind,of_field,bits,mask,value,description,rm_access,rm_reset,#,confidence,basis
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_0,field,,0,0x1,,channel_0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_1,field,,1,0x2,,channel_1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_2,field,,2,0x4,,channel_2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_3,field,,3,0x8,,channel_3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_4,field,,4,0x10,,channel_4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_5,field,,5,0x20,,channel_5,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_6,field,,6,0x40,,channel_6,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_7,field,,7,0x80,,channel_7,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_8,field,,8,0x100,,channel_8,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_9,field,,9,0x200,,channel_9,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_10,field,,10,0x400,,channel_10,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_11,field,,11,0x800,,channel_11,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_12,field,,12,0x1000,,channel_12,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_13,field,,13,0x2000,,channel_13,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_14,field,,14,0x4000,,channel_14,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_15,field,,15,0x8000,,channel_15,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_16,field,,16,0x10000,,channel_16,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,SMP_SEL_17,field,,17,0x20000,,channel_17,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_AUX,ADC,ADC.AUX,TO_DFSDM,field,,31,0x80000000,,,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,AWDCH_0,value,AWDCH,0,0x1,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,AWDCH_1,value,AWDCH,1,0x2,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,AWDCH_2,value,AWDCH,2,0x4,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,AWDCH_3,value,AWDCH,3,0x8,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,AWDCH_4,value,AWDCH,4,0x10,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,AWDCH,field,,4:0,0x1f,,AWDCH[4:0] bits (Analog watchdog channel select bits),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,EOCIE,field,,5,0x20,,Interrupt enable for EOC,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,AWDIE,field,,6,0x40,,Analog Watchdog interrupt enable,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,JEOCIE,field,,7,0x80,,Interrupt enable for injected channels,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,SCAN,field,,8,0x100,,Scan mode,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,AWDSGL,field,,9,0x200,,Enable the watchdog on a single channel in scan mode,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,JAUTO,field,,10,0x400,,Automatic injected group conversion,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,DISCEN,field,,11,0x800,,Discontinuous mode on regular channels,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,JDISCEN,field,,12,0x1000,,Discontinuous mode on injected channels,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,DISCNUM_0,value,DISCNUM,13,0x2000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,DISCNUM_1,value,DISCNUM,14,0x4000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,DISCNUM_2,value,DISCNUM,15,0x8000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,DISCNUM,field,,15:13,0xe000,,DISCNUM[2:0] bits (Discontinuous mode channel count),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,DUALMOD_0,value,DUALMOD,16,0x10000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,DUALMOD_1,value,DUALMOD,17,0x20000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,DUALMOD_2,value,DUALMOD,18,0x40000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,DUALMOD_3,value,DUALMOD,19,0x80000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,DUALMOD,field,,19:16,0xf0000,,DUALMOD[3:0] bits (Dual mode selection),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,JAWDEN,field,,22,0x400000,,Analog watchdog enable on injected channels,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,AWDEN,field,,23,0x800000,,Analog watchdog enable on regular channels,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,TKENABLE,field,,24,0x1000000,,TKEY enable,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,TKITUNE,field,,25,0x2000000,,,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,BUFEN,field,,26,0x4000000,,,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,PGA_0,value,PGA,27,0x8000000,1,,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,PGA_1,value,PGA,28,0x10000000,2,,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,PGA,field,,28:27,0x18000000,,,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,ANA_RST,field,,30,0x40000000,,,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR1,ADC,ADC.CTLR1,SW_PRE,field,,31,0x80000000,,,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,ADON,field,,0,0x1,,A/D Converter ON / OFF,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,CONT,field,,1,0x2,,Continuous Conversion,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,CAL,field,,2,0x4,,A/D Calibration,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,RSTCAL,field,,3,0x8,,Reset Calibration,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,DMA,field,,8,0x100,,Direct Memory access mode,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,ALIGN,field,,11,0x800,,Data Alignment,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,JEXTSEL_0,value,JEXTSEL,12,0x1000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,JEXTSEL_1,value,JEXTSEL,13,0x2000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,JEXTSEL_2,value,JEXTSEL,14,0x4000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,JEXTSEL,field,,14:12,0x7000,,JEXTSEL[2:0] bits (External event select for injected group),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,JEXTTRIG,field,,15,0x8000,,External Trigger Conversion mode for injected channels,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,EXTSEL_0,value,EXTSEL,17,0x20000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,EXTSEL_1,value,EXTSEL,18,0x40000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,EXTSEL_2,value,EXTSEL,19,0x80000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,EXTSEL,field,,19:17,0xe0000,,EXTSEL[2:0] bits (External Event Select for regular group),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,EXTTRIG,field,,20,0x100000,,External Trigger Conversion mode for regular channels,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,JSWSTART,field,,21,0x200000,,Start Conversion of injected channels,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,SWSTART,field,,22,0x400000,,Start Conversion of regular channels,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_CTLR2,ADC,ADC.CTLR2,TSVREFE,field,,23,0x800000,,Temperature Sensor and VREFINT Enable,RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_DRV,ADC,ADC.DRV,TKEY_OUTEN,field,,15:0,0xffff,,Touchkey enables multi-channel shielding of each channel,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_DRV,ADC,ADC.DRV,TKEY_EN,field,,16,0x10000,,Touchkey Multi Channel Shielding Enable,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IDATAR1,ADC,ADC.IDATAR1,JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IDATAR2,ADC,ADC.IDATAR2,JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IDATAR3,ADC,ADC.IDATAR3,JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IDATAR4,ADC,ADC.IDATAR4,JDATA,field,,15:0,0xffff,,Injected data,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IOFR1,ADC,ADC.IOFR1,JOFFSET1,field,,11:0,0xfff,,Data offset for injected channel 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IOFR2,ADC,ADC.IOFR2,JOFFSET2,field,,11:0,0xfff,,Data offset for injected channel 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IOFR3,ADC,ADC.IOFR3,JOFFSET3,field,,11:0,0xfff,,Data offset for injected channel 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_IOFR4,ADC,ADC.IOFR4,JOFFSET4,field,,11:0,0xfff,,Data offset for injected channel 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ1_0,value,JSQ1,0,0x1,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ1_1,value,JSQ1,1,0x2,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ1_2,value,JSQ1,2,0x4,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ1_3,value,JSQ1,3,0x8,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ1_4,value,JSQ1,4,0x10,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ1,field,,4:0,0x1f,,JSQ1[4:0] bits (1st conversion in injected sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ2_0,value,JSQ2,5,0x20,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ2_1,value,JSQ2,6,0x40,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ2_2,value,JSQ2,7,0x80,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ2_3,value,JSQ2,8,0x100,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ2_4,value,JSQ2,9,0x200,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ2,field,,9:5,0x3e0,,JSQ2[4:0] bits (2nd conversion in injected sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ3_0,value,JSQ3,10,0x400,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ3_1,value,JSQ3,11,0x800,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ3_2,value,JSQ3,12,0x1000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ3_3,value,JSQ3,13,0x2000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ3_4,value,JSQ3,14,0x4000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ3,field,,14:10,0x7c00,,JSQ3[4:0] bits (3rd conversion in injected sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ4_0,value,JSQ4,15,0x8000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ4_1,value,JSQ4,16,0x10000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ4_2,value,JSQ4,17,0x20000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ4_3,value,JSQ4,18,0x40000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ4_4,value,JSQ4,19,0x80000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JSQ4,field,,19:15,0xf8000,,JSQ4[4:0] bits (4th conversion in injected sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JL_0,value,JL,20,0x100000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JL_1,value,JL,21,0x200000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_ISQR,ADC,ADC.ISQR,JL,field,,21:20,0x300000,,JL[1:0] bits (Injected Sequence length),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RDATAR,ADC,ADC.RDATAR,DATA,field,,15:0,0xffff,,Regular data,RO,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RDATAR,ADC,ADC.RDATAR,ADC2DATA,field,,31:16,0xffff0000,,ADC2 data,RO,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ13_0,value,SQ13,0,0x1,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ13_1,value,SQ13,1,0x2,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ13_2,value,SQ13,2,0x4,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ13_3,value,SQ13,3,0x8,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ13_4,value,SQ13,4,0x10,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ13,field,,4:0,0x1f,,SQ13[4:0] bits (13th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ14_0,value,SQ14,5,0x20,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ14_1,value,SQ14,6,0x40,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ14_2,value,SQ14,7,0x80,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ14_3,value,SQ14,8,0x100,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ14_4,value,SQ14,9,0x200,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ14,field,,9:5,0x3e0,,SQ14[4:0] bits (14th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ15_0,value,SQ15,10,0x400,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ15_1,value,SQ15,11,0x800,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ15_2,value,SQ15,12,0x1000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ15_3,value,SQ15,13,0x2000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ15_4,value,SQ15,14,0x4000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ15,field,,14:10,0x7c00,,SQ15[4:0] bits (15th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ16_0,value,SQ16,15,0x8000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ16_1,value,SQ16,16,0x10000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ16_2,value,SQ16,17,0x20000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ16_3,value,SQ16,18,0x40000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ16_4,value,SQ16,19,0x80000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,SQ16,field,,19:15,0xf8000,,SQ16[4:0] bits (16th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,L_0,value,L,20,0x100000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,L_1,value,L,21,0x200000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,L_2,value,L,22,0x400000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,L_3,value,L,23,0x800000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR1,ADC,ADC.RSQR1,L,field,,23:20,0xf00000,,L[3:0] bits (Regular channel sequence length),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ7_0,value,SQ7,0,0x1,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ7_1,value,SQ7,1,0x2,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ7_2,value,SQ7,2,0x4,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ7_3,value,SQ7,3,0x8,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ7_4,value,SQ7,4,0x10,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ7,field,,4:0,0x1f,,SQ7[4:0] bits (7th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ8_0,value,SQ8,5,0x20,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ8_1,value,SQ8,6,0x40,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ8_2,value,SQ8,7,0x80,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ8_3,value,SQ8,8,0x100,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ8_4,value,SQ8,9,0x200,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ8,field,,9:5,0x3e0,,SQ8[4:0] bits (8th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ9_0,value,SQ9,10,0x400,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ9_1,value,SQ9,11,0x800,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ9_2,value,SQ9,12,0x1000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ9_3,value,SQ9,13,0x2000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ9_4,value,SQ9,14,0x4000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ9,field,,14:10,0x7c00,,SQ9[4:0] bits (9th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ10_0,value,SQ10,15,0x8000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ10_1,value,SQ10,16,0x10000,2,Bit 1,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ10_2,value,SQ10,17,0x20000,4,Bit 2,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ10_3,value,SQ10,18,0x40000,8,Bit 3,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ10_4,value,SQ10,19,0x80000,16,Bit 4,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ10,field,,19:15,0xf8000,,SQ10[4:0] bits (10th conversion in regular sequence),RW,0,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ11_0,value,SQ11,20,0x100000,1,Bit 0,,,#,reference,evt(ch32h417.h)
CH32H417,ADC_RSQR2,ADC,ADC.RSQR2,SQ11_1,value,SQ11,21,0x200000,2,Bit 1,,,#,reference,evt(ch32h417.h)
