series,selector,value,signal,pad,peripheral,role,#,confidence,basis
CH32V307,afio-can-remap,2,CAN1_RX,PB8,CAN1,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-can-remap,2,CAN1_TX,PB9,CAN1,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-can-remap,3,CAN1_RX,PD0,CAN1,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-can-remap,3,CAN1_TX,PD1,CAN1,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-can2-remap,0,CAN2_RX,PB12,CAN2,RX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-can2-remap,0,CAN2_TX,PB13,CAN2,TX,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-can2-remap,1,CAN2_RX,PB5,CAN2,RX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-can2-remap,1,CAN2_TX,PB6,CAN2,TX,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-eth-remap,0,ETH_MII_COL,PA3,ETH,MII_COL,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_CRS,PA0-WKUP,ETH,MII_CRS,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_MDC,PC1,ETH,MII_MDC,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_MDIO,PA2,ETH,MII_MDIO,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_PPS_OUT,PB5,ETH,MII_PPS_OUT,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_RXD0,PC4,ETH,MII_RXD0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_RXD1,PC5,ETH,MII_RXD1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_RXD2,PB0,ETH,MII_RXD2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_RXD3,PB1,ETH,MII_RXD3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_RX_CLK,PA1,ETH,MII_RX_CLK,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_RX_DV,PA7,ETH,MII_RX_DV,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_RX_ER,PB10,ETH,MII_RX_ER,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_TXD0,PB12,ETH,MII_TXD0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_TXD1,PB13,ETH,MII_TXD1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_TXD2,PC2,ETH,MII_TXD2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_TXD3,PB8,ETH,MII_TXD3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_TX_CLK,PC3,ETH,MII_TX_CLK,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_MII_TX_EN,PB11,ETH,MII_TX_EN,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RGMII_125IN,PB1,ETH,RGMII_125IN,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RGMII_GTXC,PA2,ETH,RGMII_GTXC,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RGMII_MDC,PB12,ETH,RGMII_MDC,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RGMII_MDIO,PB13,ETH,RGMII_MDIO,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RGMII_RXC,PC0,ETH,RGMII_RXC,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RGMII_RXCTL,PC1,ETH,RGMII_RXCTL,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RGMII_RXD0,PC2,ETH,RGMII_RXD0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RGMII_RXD1,PC3,ETH,RGMII_RXD1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RGMII_RXD2,PA0-WKUP,ETH,RGMII_RXD2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RGMII_RXD3,PA1,ETH,RGMII_RXD3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RGMII_TXD0,PA7,ETH,RGMII_TXD0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RGMII_TXD1,PC4,ETH,RGMII_TXD1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RGMII_TXD2,PC5,ETH,RGMII_TXD2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RGMII_TXD3,PB0,ETH,RGMII_TXD3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RGMII_TXEN,PA3,ETH,RGMII_TXEN,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RMII_CRS_DV,PA7,ETH,RMII_CRS_DV,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RMII_MDC,PC1,ETH,RMII_MDC,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RMII_MDIO,PA2,ETH,RMII_MDIO,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RMII_PPS_OUT,PB5,ETH,RMII_PPS_OUT,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RMII_REF_CLK,PA1,ETH,RMII_REF_CLK,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RMII_RXD0,PC4,ETH,RMII_RXD0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RMII_RXD1,PC5,ETH,RMII_RXD1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RMII_TXD0,PB12,ETH,RMII_TXD0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RMII_TXD1,PB13,ETH,RMII_TXD1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RMII_TX_EN,PB11,ETH,RMII_TX_EN,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RXN,PC7,ETH,RXN,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_RXP,PC6,ETH,RXP,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_TXN,PC9,ETH,TXN,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,0,ETH_TXP,PC8,ETH,TXP,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-eth-remap,1,ETH_MII_RXD0,PD9,ETH,MII_RXD0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-eth-remap,1,ETH_MII_RXD1,PD10,ETH,MII_RXD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-eth-remap,1,ETH_MII_RXD2,PD11,ETH,MII_RXD2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-eth-remap,1,ETH_MII_RX_DV,PD8,ETH,MII_RX_DV,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-eth-remap,1,ETH_RMII_CRS_DV,PD8,ETH,RMII_CRS_DV,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-eth-remap,1,ETH_RMII_RXD0,PD9,ETH,RMII_RXD0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-eth-remap,1,ETH_RMII_RXD1,PD10,ETH,RMII_RXD1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_A16,PD11,FSMC,A16,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_A17,PD12,FSMC,A17,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_A18,PD13,FSMC,A18,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_A19,PE3,FSMC,A19,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_A20,PE4,FSMC,A20,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_A21,PE5,FSMC,A21,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_A22,PE6,FSMC,A22,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_A23,PE2,FSMC,A23,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_CLK,PD3,FSMC,CLK,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D0,PD14,FSMC,D0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D1,PD15,FSMC,D1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D10,PE13,FSMC,D10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D11,PE14,FSMC,D11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D12,PE15,FSMC,D12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D13,PD8,FSMC,D13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D14,PD9,FSMC,D14,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D15,PD10,FSMC,D15,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D2,PD0,FSMC,D2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D3,PD1,FSMC,D3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D4,PE7,FSMC,D4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D5,PE8,FSMC,D5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D6,PE9,FSMC,D6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D7,PE10,FSMC,D7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D8,PE11,FSMC,D8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_D9,PE12,FSMC,D9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_NADV,PB7,FSMC,NADV,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_NADV,PD2,FSMC,NADV,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_NBL0,PE0,FSMC,NBL0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_NBL1,PE1,FSMC,NBL1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_NCE2,PD7,FSMC,NCE2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_NE1,PD7,FSMC,NE1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_NOE,PD4,FSMC,NOE,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_NWAIT,PD6,FSMC,NWAIT,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-fsmc-nadv-remap,0,FSMC_NWE,PD5,FSMC,NWE,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-i2c1-remap,0,I2C1_SCL,PB6,I2C1,SCL,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-i2c1-remap,0,I2C1_SDA,PB7,I2C1,SDA,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-i2c1-remap,0,I2C1_SMBA,PB5,I2C1,SMBA,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-i2c1-remap,1,I2C1_SCL,PB8,I2C1,SCL,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-i2c1-remap,1,I2C1_SDA,PB9,I2C1,SDA,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-spi1-remap,0,SPI1_MISO,PA6,SPI1,MISO,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-spi1-remap,0,SPI1_MOSI,PA7,SPI1,MOSI,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-spi1-remap,0,SPI1_NSS,PA4,SPI1,NSS,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-spi1-remap,0,SPI1_SCK,PA5,SPI1,SCK,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-spi1-remap,1,SPI1_MISO,PB4,SPI1,MISO,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-spi1-remap,1,SPI1_MOSI,PB5,SPI1,MOSI,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-spi1-remap,1,SPI1_NSS,PA15,SPI1,NSS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-spi1-remap,1,SPI1_SCK,PB3,SPI1,SCK,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-spi3-remap,0,SPI3_MISO,PB4,SPI3,MISO,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-spi3-remap,0,SPI3_MOSI,PA15,SPI3,MOSI,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-spi3-remap,0,SPI3_MOSI,PB5,SPI3,MOSI,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-spi3-remap,0,SPI3_NSS,PA15,SPI3,NSS,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-spi3-remap,0,SPI3_SCK,PB3,SPI3,SCK,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-spi3-remap,1,SPI3_MISO,PC11,SPI3,MISO,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-spi3-remap,1,SPI3_MOSI,PC12,SPI3,MOSI,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-spi3-remap,1,SPI3_NSS,PA4,SPI3,NSS,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-spi3-remap,1,SPI3_SCK,PC10,SPI3,SCK,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,0,TIM1_BKIN,PB12,TIM1,BKIN,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim1-remap,0,TIM1_CH1,PA8,TIM1,CH1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim1-remap,0,TIM1_CH1N,PB13,TIM1,CH1N,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim1-remap,0,TIM1_CH2,PA9,TIM1,CH2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim1-remap,0,TIM1_CH2N,PB14,TIM1,CH2N,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim1-remap,0,TIM1_CH3,PA10,TIM1,CH3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim1-remap,0,TIM1_CH3N,PB15,TIM1,CH3N,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim1-remap,0,TIM1_CH4,PA11,TIM1,CH4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim1-remap,0,TIM1_ETR,PA12,TIM1,ETR,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim1-remap,1,TIM1_BKIN,PA6,TIM1,BKIN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,1,TIM1_CH1,PA8,TIM1,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,1,TIM1_CH1N,PA7,TIM1,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,1,TIM1_CH2,PA9,TIM1,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,1,TIM1_CH2N,PB0,TIM1,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,1,TIM1_CH3,PA10,TIM1,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,1,TIM1_CH3N,PB1,TIM1,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,1,TIM1_CH4,PA11,TIM1,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,1,TIM1_ETR,PA12,TIM1,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,3,TIM1_BKIN,PE15,TIM1,BKIN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,3,TIM1_CH1,PE9,TIM1,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,3,TIM1_CH1N,PE8,TIM1,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,3,TIM1_CH2,PE11,TIM1,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,3,TIM1_CH2N,PE10,TIM1,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,3,TIM1_CH3,PE13,TIM1,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,3,TIM1_CH3N,PE12,TIM1,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,3,TIM1_CH4,PE14,TIM1,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim1-remap,3,TIM1_ETR,PE7,TIM1,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,0,TIM10_BKIN,PC12,TIM10,BKIN,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim10-remap,0,TIM10_CH1,PB8,TIM10,CH1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim10-remap,0,TIM10_CH1N,PA12,TIM10,CH1N,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim10-remap,0,TIM10_CH2,PB9,TIM10,CH2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim10-remap,0,TIM10_CH2N,PA13,TIM10,CH2N,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim10-remap,0,TIM10_CH3,PC3,TIM10,CH3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim10-remap,0,TIM10_CH3N,PA14,TIM10,CH3N,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim10-remap,0,TIM10_CH4,PC11,TIM10,CH4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim10-remap,0,TIM10_ETR,PC10,TIM10,ETR,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim10-remap,1,TIM10_BKIN,PB10,TIM10,BKIN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,1,TIM10_CH1,PB3,TIM10,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,1,TIM10_CH1N,PA5,TIM10,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,1,TIM10_CH2,PB4,TIM10,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,1,TIM10_CH2N,PA6,TIM10,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,1,TIM10_CH3,PB5,TIM10,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,1,TIM10_CH3N,PA7,TIM10,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,1,TIM10_CH4,PC15-OSC32_OUT,TIM10,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,1,TIM10_ETR,PB11,TIM10,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,2,TIM10_BKIN,PE2,TIM10,BKIN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,2,TIM10_CH1,PD1,TIM10,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,2,TIM10_CH1N,PE3,TIM10,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,2,TIM10_CH2,PD3,TIM10,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,2,TIM10_CH2N,PE4,TIM10,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,2,TIM10_CH3,PD5,TIM10,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,2,TIM10_CH3N,PE5,TIM10,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,2,TIM10_CH4,PD7,TIM10,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,2,TIM10_ETR,PD0,TIM10,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,3,TIM10_BKIN,PE2,TIM10,BKIN,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,3,TIM10_CH1,PD1,TIM10,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,3,TIM10_CH1N,PE3,TIM10,CH1N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,3,TIM10_CH2,PD3,TIM10,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,3,TIM10_CH2N,PE4,TIM10,CH2N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,3,TIM10_CH3,PD5,TIM10,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,3,TIM10_CH3N,PE5,TIM10,CH3N,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,3,TIM10_CH4,PD7,TIM10,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim10-remap,3,TIM10_ETR,PD0,TIM10,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim2-remap,0,TIM2_CH1,PA0-WKUP,TIM2,CH1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim2-remap,0,TIM2_CH2,PA1,TIM2,CH2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim2-remap,0,TIM2_CH3,PA2,TIM2,CH3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim2-remap,0,TIM2_CH4,PA3,TIM2,CH4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim2-remap,0,TIM2_ETR,PA0-WKUP,TIM2,ETR,#,reference,candidates(datasheet-pin-table-default:en)
CH32V307,afio-tim2-remap,1,TIM2_CH1,PA15,TIM2,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim2-remap,1,TIM2_CH2,PB3,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim2-remap,1,TIM2_CH3,PA2,TIM2,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim2-remap,1,TIM2_CH4,PA3,TIM2,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim2-remap,1,TIM2_ETR,PA15,TIM2,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim2-remap,2,TIM2_CH1,PA0-WKUP,TIM2,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim2-remap,2,TIM2_CH2,PA1,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim2-remap,2,TIM2_CH3,PB10,TIM2,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim2-remap,2,TIM2_CH4,PB11,TIM2,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim2-remap,2,TIM2_ETR,PA0-WKUP,TIM2,ETR,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim2-remap,3,TIM2_CH1,PA15,TIM2,CH1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim2-remap,3,TIM2_CH2,PB3,TIM2,CH2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim2-remap,3,TIM2_CH3,PB10,TIM2,CH3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V307,afio-tim2-remap,3,TIM2_CH4,PB11,TIM2,CH4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
