family,group,example,description,#,confidence,basis,source
CH32X035,IAP,USB_UART,USB+UART IAP routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,INT,Interrupt_VTF,VTF IRQ interrupt routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,IWDG,IWDG,Independent Watchdog routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,OPA,CMP,Comparator routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,OPA,CMP_TIM2,Timer 2 Capture Comparator Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,OPA,OPA,OPA as voltage follower output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,OPA,OPA_BKIN,OPA brake routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,OPA,OPA_IRQ,OPA interrupt routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,OPA,OPA_PGA,OPA PGA routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,OPA,OPA_Poll,OPA Poll routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,OPA,OPA_Reset,OPA Reset routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,1-Wire,,#,confirmed,evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,1-Wire/1-Wire,1 wire operate WS2812 and DS1820,#,confirmed,evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,1-Wire/Asm,,#,confirmed,evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,PIOC_IIC,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,PIOC_IIC/Asm,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,PIOC_IIC/PIOC_IIC,PIOC simulates IIC,#,confirmed,evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,PIOC_NEC,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,PIOC_NEC/Asm,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,PIOC_NEC/PIOC_NEC,PIOC Infrared Remote Control Routine,#,confirmed,evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,PIOC_Single_Wire,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,PIOC_Single_Wire/Asm,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,PIOC_Single_Wire/PIOC_Single_Wire,Single-wire debug interface to read and write external chip RAM data,#,confirmed,evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,PIOC_UART,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,PIOC_UART/Asm,,#,confirmed,evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,PIOC_UART/PIOC_UART,PIOC simulates UART,#,confirmed,evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,Tool_Manual,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,Tool_Manual/Manual,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PIOC,Tool_Manual/Tool,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PMP,PMP,Physical memory protection Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PWR,PVD_VoltageJudger,PVD voltage Judger Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PWR,PVD_Wakeup,STOP mode PVD wakeup MCU Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PWR,Sleep_Mode,"low power, sleep mode routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PWR,Standby_Mode,"low power, standby mode routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,PWR,Stop_Mode,"low power, stop mode routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,RCC,Get_CLK,Get system-HCLK-AHB1-AHB2 clock routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,RCC,MCO,MCO pin clock output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,RT-Thread,rt_thread,,#,reference,evt:list-zh,CH32X035_List_EN.txt
CH32X035,RT-Thread,rt_thread_Core,RT-Thread migration routine,#,reference,evt:list-en,CH32X035_List_EN.txt
CH32X035,RunInRam,RunInRAM_Select,Some programs run routines in RAM.,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,SDI_Printf,SDI_Printf,"debug interface SDI, virtual serial port.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,SPI,1Lines_half-duplex,"single wire half duplex mode, master/slave mode, data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,SPI,2Lines_FullDuplex,"two-wire full duplex mode, master/slave mode, data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,SPI,FullDuplex_HardNSS,"Hardware NSS mode, master/slave mode, data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,SPI,SPI_CRC,CRC error check and master/slave mode transceiver routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,SPI,SPI_DMA,"SPI DMA, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,SPI,SPI_FLASH,SPI interface operation flash peripheral routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,TIM,Clock_Select,clock source selection routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,TIM,ComplementaryOutput_DeadTime,complementary output and deadband insertion mode routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,TIM,Encode,Timer encoder mode routines,#,reference,evt:list-en,CH32X035_List_EN.txt
CH32X035,TIM,Encoder,,#,confirmed,evt:tree+evt:list-zh,CH32X035_List_EN.txt
CH32X035,TIM,ExtTrigger_Start_Two_Timer,external trigger routines to start two timers synchronously,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,TIM,Input_Capture,input capture routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,TIM,One_Pulse,single pulse output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,TIM,Output_Compare_Mode,output comparison mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,TIM,PWM_Output,PWM output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,TIM,Synchro_ExtTrigger,"slave mode routine, including reset mode, gating mode and trigger mode",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,TIM,Synchro_Timer,timer synchronization mode,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,TIM,TIM_DMA,timer DMA routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,TIM,TIM_INT,Timer interrupt routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,TOUCHKEY,TKey,TouchKey Detection Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,TencentOS,TencentOS,TencentOS migration routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USART,USART_DMA,"USART DMA, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USART,USART_HalfDuplex,"single wire half duplex mode, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USART,USART_HardwareFlowControl,"hardware flow control mode, master/slave mode, transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USART,USART_Idle_Recv,Serial port using DMA for indeterminate length reception routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USART,USART_Interrupt,"USART interrupt routine, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USART,USART_MultiProcessorCommunication,multiprocessor communication mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USART,USART_Polling,"polling transceiver mode, master/slave transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USART,USART_Printf,USART Print debugging routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USART,USART_SmartCard,Serial port smart card routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USART,USART_SynchronousMode,"synchronous mode, master/slave mode, transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USB,USBFS,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USB,USBFS/DEVICE,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USB,USBFS/DEVICE/CH372,"Simulates a custom USB device (CH372 device) with endpoints 1, 3, 5 down and 2, 4, 6 up. Data down from endpoint 1 is uploaded from endpoint 2 and not reversed, and data down from endpoint 3, 5  is uploaded from endpoint 4, 6 and reversed.",#,confirmed,evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USB,USBFS/DEVICE/Compatibility_HID,"Simulates HID devices, with data transmitted up and down through the serial port.",#,confirmed,evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USB,USBFS/DEVICE/CompositeKM,"Simulate keyboard and mouse, use IO to simulate keystrokes, while simulated data can be uploaded through serial port 2.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USB,USBFS/DEVICE/CompositeKM_LowSpeed,"Simulate low speed keyboard and mouse, use IO to simulate keystrokes, while simulated data can be uploaded through serial port 2.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USB,USBFS/DEVICE/MSC_U-Disk,Simulate a USB flash drive function.,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USB,USBFS/DEVICE/SimulateCDC,Simulate a CDC serial port and use serial port 2 to send and receive.,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USB,USBFS/DEVICE/SimulateCDC-HID,"Simulate a CDC serial port, use serial port 2 to send and receive, HID interrupt endpoints to send and receive data to reverse and upload.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USB,USBFS/HOST_KM,"The host operates the keypad, gets the data of the endpoints uploaded by the keypad and prints it, supports U-port under level 1 hub",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USB,USBFS/HOST_MTP_FileSystem,"Enumeration process of a USB host to a device that supports MTP and PTP protocols, supports MTP and PTP protocols, and reads its files",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USB,USBFS/Host_Udisk,USB host operation USB disk routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USB,USBFS/Udisk_Lib,U disk file system library file,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USBPD,USBPD_SNK,PD SNK routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,USBPD,USBPD_SRC,PD SRC routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X035,WWDG,WWDG,Window Watchdog Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X035_List_EN.txt
CH32X315,ADC,ADC_Cascade,ADC cascade mode,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,ADC,ADC_DMA,ADC DMA sampling routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,ADC,ADC_InjeAlter,ADC cascaded alternate sampling,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,ADC,ADC_ScanOut,ADC scanning output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,ADC,AnalogWatchdog,analog watchdog routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,ADC,Auto_Injection,automatic injection mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,ADC,Discontinuous_mode,discontinuous mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,ADC,DualADC_AlternateTrigger,dual ADC alternate trigger sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,ADC,DualADC_Combined_RegInjectionSimul,dual ADC combined regular + injection + simultaneous sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,ADC,DualADC_FastInterleaved,dual ADC fast interleaved sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,ADC,DualADC_InjectionSimul,dual ADC injection simultaneous sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,ADC,DualADC_RegSimul,dual ADC regular simultaneous sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,ADC,DualADC_SlowInterleaved,dual ADC slow interleaved sampling routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,ADC,ExtLines_Trigger,external lines trigger ADC conversion routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,APPLICATION,SoftUART,I/O port simulation serial port routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,ARGB,Gradient,ARGB routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,BKP,BKP,,#,reference,evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,CPU,CoreMark,CoreMark routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,CPU,INT,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,CPU,INT/Interrupt_VTF,VTF IRQ interrupt routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,CPU,OS,,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,CPU,OS/FreeRTOS,FreeRTOS migration routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,CPU,OS/HarmonyOS,HarmonyOS migration routine,#,confirmed,evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,CPU,OS/TencentOS,TencentOS migration routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,CPU,OS/rt-thread,RT-Thread migration routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,CPU,SYSTICK_Interrupt,Systick timer routine,#,confirmed,evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,CRC,CRC_Calculation,CRC routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,DMA,DMA_MEM2MEM,memory to memory mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,DMA,DoubleBuffer_DMA,Double Buffer mode routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,EXTI,EXTI0,External Interrupt Routine,#,confirmed,evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,FLASH,FLASH_Program,"FLASH erase/read/write, and fast programming",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,GPIO,GPIO_Toggle,GPIO routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,I2C,I2C_10bit_Mode,"10 bit address mode, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,I2C,I2C_7bit_Interrupt_Mode,Use interrupt to receive and send routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,I2C,I2C_7bit_Mode,"7-bit address mode, master/slave mode, transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,I2C,I2C_DMA,"I2C DMA, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,I2C,I2C_EEPROM,I2C interface routine to operate EEPROM peripheral,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,I2C,I2C_PEC,"PEC error check, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,IAP,USB+UART,USB+UART IAP routine,#,confirmed,evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,IWDG,IWDG,Independent Watchdog routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,PWR,PVD_VoltageJudger,PVD voltage Judger Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,PWR,PVD_Wakeup,STOP mode PVD wakeup MCU Routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,PWR,Sleep_Mode,"low power, sleep mode routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,PWR,Stop_Mode,"low power, stop mode routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,PWR,VDD12_ExternPower,VDD 1.2V external power supply routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,RCC,Get_CLK,Get system-HCLK-AHB1-AHB2 clock routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,RCC,MCO,MCO pin clock output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,RTC,RTC_Calendar,Calendar Routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,RTC,RTC_Calibration,RTC calibrate Routines,#,confirmed,evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,SDI_Printf,SDI_Printf,"debug interface SDI, virtual serial port.",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,SPI,1Lines_half-duplex,"single wire half duplex mode, master/slave mode, data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,SPI,2Lines_FullDuplex,"two-wire full duplex mode, master/slave mode, data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,SPI,FullDuplex_HardNSS,"Hardware NSS mode, master/slave mode, data transceiver",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,SPI,SPI_DMA,"SPI uses DMA, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,SPI,SPI_FLASH,SPI interface operation flash peripheral routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,SYSTICK,SYSTICK_Interrupt,Systick timer routine,#,reference,evt:list-en,CH32X3x5_List_EN.txt
CH32X315,TIM,Clock_Select,clock source selection routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,TIM,ComplementaryOutput_DeadTime,complementary output and deadband insertion mode routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,TIM,Encode,Timer encoder mode routines,#,reference,evt:list-en,CH32X3x5_List_EN.txt
CH32X315,TIM,Encoder,,#,confirmed,evt:tree+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,TIM,ExtTrigger_Start_Two_Timer,external trigger routines to start two timers synchronously,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,TIM,Input_Capture,input capture routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,TIM,One_Pulse,single pulse output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,TIM,PWM_Output,PWM output routine,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,TIM,Synchro_ExtTrigger,"slave mode routine, including reset mode, gating mode and trigger mode",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,TIM,Synchro_Timer,timer synchronization mode,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,TIM,TIM_Continuous,Timer continuous routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,TIM,TIM_DMA,timer DMA routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,TIM,TIM_INT,Timer interput mode routines,#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,USART,USART_DMA,"USART DMA, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
CH32X315,USART,USART_HalfDuplex,"single wire half duplex mode, master/slave mode transceiver routine",#,confirmed,evt:tree+evt:list-en+evt:list-zh,CH32X3x5_List_EN.txt
