family,variant,dma,channel,request_id,peripheral,request,remap,note,#,confidence,basis
CH32V407,,DMA2,3,,DAC1,DAC1,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,3,,TIM6,TIM6_UP,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,3,,TIM8,TIM8_CH1,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,3,,USART4,USART4_RX,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,4,,DAC2,DAC2,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,4,,SDIO,SDIO,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,4,,TIM5,TIM5_CH2,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,4,,TIM7,TIM7_UP,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,4,,USART5,USART5_TX,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,5,,TIM5,TIM5_CH1,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,5,,TIM8,TIM8_CH2,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,5,,USART4,USART4_TX,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,6,,USART6,USART6_TX,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,7,,USART6,USART6_RX,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,8,,I3C,I3C_TC,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,8,,USART7,USART7_TX,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,8,,USART9,USART9_TX,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,9,,USART7,USART7_RX,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,9,,USART9,USART9_RX,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,10,,ARGB,ARGB,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,10,,USART10,USART10_TX,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,10,,USART8,USART8_TX,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,11,,USART10,USART10_RX,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,11,,USART8,USART8_RX,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,12,,ADC1,ADC1,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32V407,,DMA2,13,,ADC2,ADC2,,,#,reference,rm:zh(CH32V407RM.PDF p.136)
CH32X035,,DMA1,1,,ADC1,ADC,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.82)
CH32X035,,DMA1,1,,TIM2,TIM2_CH3,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,1,,USART4,USART4_TX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,2,,SPI1,SPI_RX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,2,,TIM1,TIM1_CH1,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,2,,TIM2,TIM2_UP,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,2,,USART3,USART3_TX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,3,,SPI1,SPI_TX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,3,,TIM1,TIM1_CH2,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,3,,USART3,USART3_RX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,4,,TIM1,TIM1_CH4,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,4,,TIM1,TIM1_COM,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,4,,TIM1,TIM1_TRIG,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,4,,USART1,USART1_TX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,5,,TIM1,TIM1_UP,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,5,,TIM2,TIM2_CH1,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,5,,USART1,USART1_RX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,6,,I2C1,I2C_TX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,6,,TIM1,TIM1_CH3,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,6,,USART2,USART2_RX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,7,,I2C1,I2C_RX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,7,,TIM2,TIM2_CH2,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,7,,TIM2,TIM2_CH4,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,7,,USART2,USART2_TX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.77)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,8,,TIM2,TIM2_COM,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,8,,TIM2,TIM2_TRIG,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X035,,DMA1,8,,USART4,USART4_RX,,,#,confirmed,rm:zh(CH32X035RM.PDF p.78)+rm:en(CH32X035RM.PDF p.83)
CH32X315,,DMA1,1,,ADC1,ADC1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,1,,TIM2,TIM2_CH3,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,1,,TIM4,TIM4_CH1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,2,,SPI1,SPI1_RX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,2,,SPI2,SPI2_RX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,2,,SPI3,SPI3_RX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,2,,TIM1,TIM1_CH1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,2,,TIM2,TIM2_UP,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,2,,TIM3,TIM3_CH3,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,2,,USART3,USART3_TX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,3,,SPI1,SPI1_TX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,3,,SPI2,SPI2_TX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,3,,SPI3,SPI3_TX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,3,,TIM1,TIM1_CH2,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,3,,TIM3,TIM3_CH4,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,3,,USART3,USART3_RX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,I2C2,I2C2_TX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,SPI2,SPI2_RX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,4,,TIM1,TIM1_CH4,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,TIM1,TIM1_COM,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,TIM1,TIM1_TRIG,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,TIM4,TIM4_CH2,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,USART1,USART1_TX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,USART2,USART2_TX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,USART3,USART3_TX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,4,,USART4,USART4_TX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,I2C2,I2C2_RX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,SPI2,SPI2_TX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,5,,TIM1,TIM1_UP,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,TIM2,TIM2_CH1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,TIM4,TIM4_CH3,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,USART1,USART1_RX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,USART2,USART2_RX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,USART3,USART3_RX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,5,,USART4,USART4_RX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,6,,I2C1,I2C1_TX,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,6,,I2C2,I2C2_TX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,6,,SPI1,SPI1_RX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,6,,TIM1,TIM1_CH3,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,6,,TIM3,TIM3_CH1,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,6,,TIM3,TIM3_TRIG,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,6,,USART2,USART2_RX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,7,,I2C1,I2C1_RX,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,7,,I2C2,I2C2_RX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,7,,SPI1,SPI1_TX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.118)
CH32X315,,DMA1,7,,TIM2,TIM2_CH2,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,7,,TIM4,TIM4_UP,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,7,,USART2,USART2_TX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,8,,ADC4,ADC4,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,8,,SPI3,SPI3_RX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,8,,TIM2,TIM2_CH4,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,8,,USART1,USART1_TX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,9,,ADC3,ADC3,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,9,,SPI3,SPI3_TX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,9,,TIM3,TIM3_CH2,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,9,,USART1,USART1_RX,remap,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,10,,ADC2,ADC2,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,10,,TIM4,TIM4_CH4,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,10,,USART4,USART4_TX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,11,,ARGB,ARGB,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,11,,TIM3,TIM3_UP,,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
CH32X315,,DMA1,11,,USART4,USART4_RX,default,,#,confirmed,rm:zh(CH32X315RM.PDF p.104)+rm:en(CH32X315RM.PDF p.119)
