family,type,register,offset,width_bits,count,rm_register,rm_reset,rm_address_check,#,confidence,basis
CH32M030,ADC,IOFR1,0x014,32,1,,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,IOFR2,0x018,32,1,,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,IOFR3,0x01c,32,1,,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,IOFR4,0x020,32,1,,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,WDHTR,0x024,32,1,ADC_WDHTR,0x00000FFF,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,WDLTR,0x028,32,1,ADC_WDLTR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,RSQR1,0x02c,32,1,ADC_RSQR1,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,RSQR2,0x030,32,1,ADC_RSQR2,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,RSQR3,0x034,32,1,ADC_RSQR3,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,ISQR,0x038,32,1,ADC_ISQR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,IDATAR1,0x03c,32,1,,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,IDATAR2,0x040,32,1,,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,IDATAR3,0x044,32,1,,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,IDATAR4,0x048,32,1,,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,RDATAR,0x04c,32,1,ADC_RDATAR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,CTLR3,0x050,32,1,ADC_CTLR3,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,WDTR1,0x054,32,1,ADC_WDTR1,0x0FFF0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,WDTR2,0x058,32,1,ADC_WDTR2,0x0FFF0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,AVGTR,0x05c,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,DLYR,0x060,32,1,ADC_DLYR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,AVGDR,0x064,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,ADC,RDATAR2,0x068,32,1,,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,RDATAR3,0x06c,32,1,,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,ADC,RDATAR4,0x070,32,1,,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,AFIO,PCFR1,0x004,32,1,AFIO_PCFR1,,,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,AFIO,EXTICR,0x008,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,DBGMCU,CR1,0x000,32,1,DBGMCU_CR1,,,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,DBGMCU,CR2,0x004,32,1,DBGMCU_CR2,,,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)
CH32M030,DMA,INTFR,0x000,32,1,,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,DMA,INTFCR,0x004,32,1,,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,DMA_Channel,CFGR,0x000,32,1,,0x00000000,ok:7,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,DMA_Channel,CNTR,0x004,32,1,,0x00000000,ok:7,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,DMA_Channel,PADDR,0x008,32,1,,0x00000000,ok:7,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,DMA_Channel,MADDR,0x00c,32,1,,0x00000000,ok:7,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,EXTEN,EXTEN_CTLR0,0x000,32,1,,0x00A38040,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,EXTEN,EXTEN_KEYR,0x004,32,1,,0xXXXXXXXX,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,EXTEN,EXTEN_CTLR1,0x008,32,1,,0xX000X000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,EXTEN,EXTEN_CTLR2,0x00c,32,1,,0x00XX00XX,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,EXTEN,ISINK1_CFGR,0x00c,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,EXTEN,ISINK2_CFGR,0x00e,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,EXTI,INTENR,0x000,32,1,EXTI_INTENR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,EXTI,EVENR,0x004,32,1,EXTI_EVENR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,EXTI,RTENR,0x008,32,1,EXTI_RTENR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,EXTI,FTENR,0x00c,32,1,EXTI_FTENR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,EXTI,SWIEVR,0x010,32,1,EXTI_SWIEVR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,EXTI,INTFR,0x014,32,1,EXTI_INTFR,0x0000XXXX,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,FLASH,ACTLR,0x000,32,1,FLASH_ACTLR,0x00000010,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,FLASH,KEYR,0x004,32,1,FLASH_KEYR,0xXXXXXXXX,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,FLASH,OBKEYR,0x008,32,1,FLASH_OBKEYR,0xXXXXXXXX,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,FLASH,STATR,0x00c,32,1,FLASH_STATR,0x00008000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,FLASH,CTLR,0x010,32,1,FLASH_CTLR,0x00008080,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,FLASH,ADDR,0x014,32,1,FLASH_ADDR,0xXXXXXXXX,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,FLASH,OBR,0x01c,32,1,FLASH_OBR,0x00000XXX,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,FLASH,WPR,0x020,32,1,FLASH_WPR,0x0000XXXX,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,FLASH,MODEKEYR,0x024,32,1,FLASH_MODEKEYR,0xXXXXXXXX,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,FLASH,CTLR2,0x02f,8,1,FLASH_CTLR2,0xXX,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,GPIO,CFGLR,0x000,32,1,,0x00444444;0x44444444,ok:3,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,GPIO,CFGHR,0x004,32,1,,0x44444444,ok:2,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,GPIO,INDR,0x008,32,1,GPIOx_INDR,0x000000XX;0x0000XXXX,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,GPIO,OUTDR,0x00c,32,1,GPIOx_OUTDR,0x00000000,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,GPIO,BSHR,0x010,32,1,GPIOx_BSHR,0x00000000,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,GPIO,BCR,0x014,32,1,GPIOx_BCR,0x00000000,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,GPIO,LCKR,0x018,32,1,GPIOx_LCKR,0x00000000,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,I2C,CTLR1,0x000,16,1,I2C1_CTLR1,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,I2C,CTLR2,0x004,16,1,I2C1_CTLR2,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,I2C,OADDR1,0x008,16,1,I2C1_OADDR1,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,I2C,OADDR2,0x00c,16,1,I2C1_OADDR2,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,I2C,DATAR,0x010,16,1,,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,I2C,STAR1,0x014,16,1,I2C1_STAR1,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,I2C,STAR2,0x018,16,1,I2C1_STAR2,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,I2C,CKCFGR,0x01c,16,1,I2C1_CKCFGR,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,OB,RDPR,0x000,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,OB,USER,0x002,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,OB,Data0,0x004,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,OB,Data1,0x006,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,OB,WRPR0,0x008,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,OB,WRPR1,0x00a,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,OB,WRPR2,0x00c,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,OB,WRPR3,0x00e,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,OPA,QII_CFGR,0x000,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,OPA,ISP_CTLR,0x004,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,OPA,CMP_CTLR,0x008,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,OPA,CMP3_CFGR,0x00c,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,OPA,CMP3_SW,0x010,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,OPA,CMP_STATR,0x014,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,PWR,CTLR,0x000,32,1,,0x00004000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,PWR,AWUCSR,0x008,32,1,PWR_AWUCSR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,PWR,AWUWR,0x00c,32,1,PWR_AWUWR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,RCC,CTLR,0x000,32,1,RCC_CTLR,0x0000xx83,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,RCC,CFGR0,0x004,32,1,RCC_CFGR0,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,RCC,INTR,0x008,32,1,RCC_INTR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,RCC,PB2PRSTR,0x00c,32,1,RCC_PB2PRSTR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,RCC,PB1PRSTR,0x010,32,1,RCC_PB1PRSTR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,RCC,HBPCENR,0x014,32,1,RCC_HBPCENR,0x00000004,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,RCC,PB2PCENR,0x018,32,1,RCC_PB2PCENR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,RCC,PB1PCENR,0x01c,32,1,RCC_PB1PCENR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,RCC,RSTSCKR,0x024,32,1,RCC_RSTSCKR,0x08000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,RCC,HBPRSTR,0x028,32,1,RCC_HBPRSTR,0x00000000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,SPI,CTLR1,0x000,16,1,SPI1_CTLR1,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,SPI,CTLR2,0x004,16,1,SPI1_CTLR2,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,SPI,STATR,0x008,16,1,SPI1_STATR,0x0002,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,SPI,DATAR,0x00c,16,1,SPI1_DATAR,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,SPI,CRCR,0x010,16,1,SPI1_CRCR,0x0007,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,SPI,RCRCR,0x014,16,1,SPI1_RCRCR,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,SPI,TCRCR,0x018,16,1,SPI1_TCRCR,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,SPI,HSCR,0x024,16,1,SPI1_HSCR,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,CTLR1,0x000,16,1,TIM3_CTLR1,0x0000,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,CTLR2,0x004,16,1,TIM2_CTLR2,0x0000,ok:2,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,SMCFGR,0x008,16,1,TIM3_SMCFGR,0x0000,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,DMAINTENR,0x00c,16,1,TIM3_DMAINTENR,0x0000,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,INTFR,0x010,16,1,TIM3_INTFR,0x0000,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,SWEVGR,0x014,16,1,TIM3_SWEVGR,0x0000,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,CHCTLR1,0x018,16,1,TIM3_CHCTLR1,0x0000,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,CHCTLR2,0x01c,16,1,TIM2_CHCTLR2,0x0000,ok:2,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,CCER,0x020,16,1,TIM3_CCER,0x0000,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,CNT,0x024,16,1,TIM3_CNT,0x0000,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,PSC,0x028,16,1,TIM3_PSC,0x0000,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,ATRLR,0x02c,16,1,TIM3_ATRLR,0xFFFF,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,RPTCR,0x030,16,1,TIM1_RPTCR,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,CH1CVR,0x034,32,1,TIM3_CH1CVR,0x00000000,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,CH2CVR,0x038,32,1,TIM3_CH2CVR,0x00000000,ok:3,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,CH3CVR,0x03c,32,1,TIM2_CH3CVR,0x00000000,ok:2,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,CH4CVR,0x040,32,1,TIM2_CH4CVR,0x00000000,ok:2,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,BDTR,0x044,16,1,TIM1_BDTR,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,TIM2_DTCR,0x044,16,1,,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,DMACFGR,0x048,16,1,TIM2_DMACFGR,0x0000,ok:2,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,DMAADR,0x04c,16,1,TIM2_DMAADR,0x0000,ok:2,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,TIM1_AUX1,0x050,16,1,,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,TIM1_AUX2,0x054,16,1,,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,TIM1_CH5CVR,0x058,16,1,,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,TIM1_CH6CVR,0x05c,16,1,,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,TIM1_CH7CVR,0x060,16,1,,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM,TIM1_CH8CVR,0x064,16,1,,0x0000,ok:1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,USART,STATR,0x000,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USART,DATAR,0x004,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USART,BRR,0x008,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USART,CTLR1,0x00c,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USART,CTLR2,0x010,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USART,CTLR3,0x014,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USART,GPR,0x018,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,BASE_CTRL,0x000,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UDEV_CTRL,0x001,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,INT_EN,0x002,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,DEV_ADDR,0x003,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,Reserve0,0x004,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,MIS_ST,0x005,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,INT_FG,0x006,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,INT_ST,0x007,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,RX_LEN,0x008,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP4_1_MOD,0x00c,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP2_3_MOD,0x00d,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP5_6_MOD,0x00e,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP7_MOD,0x00f,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP0_DMA,0x010,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP1_DMA,0x014,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP2_DMA,0x018,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP3_DMA,0x01c,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP4_DMA,0x020,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP5_DMA,0x024,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP6_DMA,0x028,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP7_DMA,0x02c,32,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP0_TX_LEN,0x030,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP0_CTRL,0x032,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP0_TX_CTRL,0x034,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP0_RX_CTRL,0x035,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP1_TX_LEN,0x036,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP1_CTRL,0x038,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP1_TX_CTRL,0x03a,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP1_RX_CTRL,0x03b,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP2_TX_LEN,0x03c,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP2_CTRL,0x03e,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP2_TX_CTRL,0x040,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP2_RX_CTRL,0x041,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP3_TX_LEN,0x042,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP3_CTRL,0x044,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP3_TX_CTRL,0x046,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP3_RX_CTRL,0x047,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP4_TX_LEN,0x048,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP4_CTRL,0x04a,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP4_TX_CTRL,0x04c,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP4_RX_CTRL,0x04d,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP5_TX_LEN,0x04e,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP5_CTRL,0x050,16,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP5_TX_CTRL,0x052,8,1,,,,#,reference,evt(ch32m030.h)
CH32M030,USBFSD,UEP5_RX_CTRL,0x053,8,1,,,,#,reference,evt(ch32m030.h)
