series,family,section,feature,feature_zh,granularity,#,confidence,basis,datasheet
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.28,Random Number Generator (RNG),随机数发生器（RNG）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.29,Operational Amplifier/Comparator (OPA),运放比较器（OPA）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.30,2-wire SDI Serial Debug Interface,串行2线调试接口（2-wire SDI Serial Debug Interface）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V407;CH32V467,CH32V407,1.4.1,QingKe RISC-V3V Processor,RISC-V3V处理器,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.2,On-chip Memory and Boot Mode,片上存储器,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.3,On-chip Extended PSRAM Memory,片内的扩展PSRAM存储器,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.4,Power Supply Scheme,供电方案,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.5,Power Supply Detector,供电监控器,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.6,System Voltage Regulator LDO,系统电压调节器LDO,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.7,Low-power Mode,低功耗模式,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.8,Programmable Fast Interrupt controller (PFIC),快速可编程中断控制器（PFIC）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.9,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.10,General DMA Controller,通用DMA控制器,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.11,Clock and Boot,时钟和启动,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.12,Real Time Clock (RTC) and Backup Registers,RTC（实时时钟）和后备寄存器,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.13,Analog-to-digital Converter (ADC),ADC（模拟/数字转换器）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.14,Digital-to-Analog Converter (DAC),DAC（数字/模拟转换器）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.15,Timer and Watchdog,定时器及看门狗,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.16,Universal Synchronous/Asynchronous Receiver Transmitter (USART),通用同步/异步串口收发器（USART）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.17,Serial Peripheral Interface (SPI),串行外设接口（SPI）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.18,I2S (Audio) Interface,I2S（音频）接口,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.19,I2C Bus,I2C总线,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.20,I3C Bus,I3C总线,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.21,Controller Area Network (CAN),控制器区域网络（CAN）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.22,Universal Serial Bus USB2.0 High-speed Host/Device Controller (USBHS),通用串行总线USB 2.0高速主机/设备控制器（USBHS）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.23,Digital Video Port (DVP),数字图像接口（DVP）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.24,SIDO Controller,SDIO控制器,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.25,Flexible Static Memory Controller (FSMC),可配置的静态存储器控制器（FSMC）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.26,LCD-TFT Display Controller (LTDC),LCD-TFT显示控制器（LTDC）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.27,Addressable RGB (ARGB),可寻址RGB（ARGB）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.28,Ethernet Controller and Transceiver (MAC+PHY),以太网控制器（MAC+PHY）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.29,Random Number Generator (RNG),随机数发生器（RNG）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.30,Operational Amplifier (OPA/PGA),运放比较器（OPA/PGA）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.31,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32V407;CH32V467,CH32V407,1.4.32,Serial Debug Interface (SDI),"调试接口（Serial Debug Interface,SDI）",series,#,confirmed,CH32V407DS0.PDF:zh(1.4)+CH32V407DS0.PDF:en(1.4),CH32V407DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.1,RISC-V4C Processor,RISC-V4C处理器,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.2,Programmable Protocol I/O Controller (PIOC),可编程协议I/O控制器（PIOC）,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.3,On-chip Memory,片上存储器,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.4,Power Supply Scheme,供电方案,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.5,Power Supply Monitor,供电监控器,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.6,System Voltage Regulator LDO,系统电压调节器LDO,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.7,Low-power Mode,低功耗模式,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.8,Programmable Fast Interrupt Controller (PFIC),快速可编程中断控制器（PFIC）,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.9,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.10,General DMA Controller,通用DMA控制器,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.11,Clock and Boot,时钟和启动,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.12,Analog-to-digital Converter (ADC) and Touchkey Capacitance Detection (TKey),ADC（模拟/数字转换器）和触摸按键电容检测（TKey）,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.13,Timer and Watchdog,定时器及看门狗,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.14,Universal Synchronous/Asynchronous Receiver Transmitter (USART),通用异步收发器（USART）,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.15,Serial Peripheral Interface (SPI),串行外设接口（SPI）,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.16,I2C Bus,I2C总线,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.17,Universal Serial Bus USB2.0 Full-speed Host/Device Controller (USBFS),通用串行总线USB2.0全速主机/设备控制器（USBFS）,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.18,USB PD and Type-C Controller (USB PD),USB PD及Type-C控制器（USB PD）,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.19,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.20,Operational Amplifier/Comparator (OPA),运放/比较器（OPA）,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.21,Voltage Comparator (CMP),电压比较器（CMP）,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X033;CH32X035,CH32X035,1.4.22,2-wire SDI Serial Debug Interface,串行2线调试接口（2-wire SDI Serial Debug Interface）,series,#,confirmed,CH32X035DS0.PDF:zh(1.4)+CH32X035DS0.PDF:en(1.4),CH32X035DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.1,QingKe RISC-V3F Processor,RISC-V3F处理器,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.2,On-chip Memory,片上存储器,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.3,Power Supply Scheme,供电方案,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.4,Power Supply Detector,供电监控器,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.5,System Voltage Regulator LDO,系统电压调节器LDO,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.6,Low-power Mode,低功耗模式,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.7,Programmable Fast Interrupt controller (PFIC),快速可编程中断控制器（PFIC）,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.8,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.9,General DMA Controller,通用DMA控制器,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.10,Clock and Boot,时钟和启动,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.11,Real Time Clock (RTC),RTC（实时时钟）,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.12,Analog-to-digital Converter (ADC),ADC（模拟/数字转换器）,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.13,Timer and Watchdog,定时器及看门狗,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.14,Universal Synchronous/Asynchronous Receiver Transmitter (USART),通用同步/异步串口收发器（USART）,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.15,Serial Peripheral Interface (SPI),串行外设接口（SPI）,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.16,I2C Bus,I2C总线,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.17,USB PD and Type-C Controller,USB PD及Type-C控制器,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.18,Universal Serial Bus USB2.0 High-speed Host/Device Controller (USBHS),通用串行总线USB 2.0高速主机/设备控制器（USBHS）,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.19,Universal Serial Bus USB3.0 SuperSpeed Device Controller (USBSS) (Not,通用串行总线USB 3.0超高速设备控制器（USBSS）（不适用于CH32X305）,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.20,Cascadable Addressable RGB (ARGB),可级联可寻址RGB（ARGB）,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.21,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
CH32X305;CH32X315,CH32X315,1.4.22,Serial Debug Interface (SDI),"调试接口（Serial Debug Interface,SDI）",series,#,confirmed,CH32X315DS0.PDF:zh(1.4)+CH32X315DS0.PDF:en(1.4),CH32X315DS0.PDF
