series,family,section,feature,feature_zh,granularity,#,confidence,basis,datasheet
CH32V103,CH32V103,1.5.12,Real-time Clock (RTC) and Backup Register,RTC（实时时钟）和后备寄存器,series,#,confirmed,CH32V103DS0.PDF:zh(1.5)+CH32V103DS0.PDF:en(1.5),CH32V103DS0.PDF
CH32V103,CH32V103,1.5.13,Analog-to-digital Converter (ADC) and Capacitive Touch-key Detection (Tkey),ADC（模拟/数字转换器）和触摸按键电容检测（TKey）,series,#,confirmed,CH32V103DS0.PDF:zh(1.5)+CH32V103DS0.PDF:en(1.5),CH32V103DS0.PDF
CH32V103,CH32V103,1.5.14,Timer,定时器,series,#,confirmed,CH32V103DS0.PDF:zh(1.5)+CH32V103DS0.PDF:en(1.5),CH32V103DS0.PDF
CH32V103,CH32V103,1.5.14.1,Advanced-control Timer (TIM1),高级控制定时器（TIM1）,series,#,confirmed,CH32V103DS0.PDF:zh(1.5)+CH32V103DS0.PDF:en(1.5),CH32V103DS0.PDF
CH32V103,CH32V103,1.5.14.2,General-purpose timer (TIM2/3/4),通用定时器（TIM2/3/4）,series,#,confirmed,CH32V103DS0.PDF:zh(1.5)+CH32V103DS0.PDF:en(1.5),CH32V103DS0.PDF
CH32V103,CH32V103,1.5.14.3,Independent Watchdog (IWDG),独立看门狗（IWDG）,series,#,confirmed,CH32V103DS0.PDF:zh(1.5)+CH32V103DS0.PDF:en(1.5),CH32V103DS0.PDF
CH32V103,CH32V103,1.5.14.4,Window Watchdog (WWDG),窗口看门狗(WWDG),series,#,confirmed,CH32V103DS0.PDF:zh(1.5)+CH32V103DS0.PDF:en(1.5),CH32V103DS0.PDF
CH32V103,CH32V103,1.5.14.5,System Time Base Timer (SysTick),系统时基定时器（SysTick）,series,#,confirmed,CH32V103DS0.PDF:zh(1.5)+CH32V103DS0.PDF:en(1.5),CH32V103DS0.PDF
CH32V103,CH32V103,1.5.15,Universal Synchronous Asynchronous Receiver Transmitter (USART),通用同步/异步收发器（USART）,series,#,confirmed,CH32V103DS0.PDF:zh(1.5)+CH32V103DS0.PDF:en(1.5),CH32V103DS0.PDF
CH32V103,CH32V103,1.5.16,Serial Peripheral Interface (SPI),串行外设接口（SPI）,series,#,confirmed,CH32V103DS0.PDF:zh(1.5)+CH32V103DS0.PDF:en(1.5),CH32V103DS0.PDF
CH32V103,CH32V103,1.5.17,I2C Bus,I2C总线,series,#,confirmed,CH32V103DS0.PDF:zh(1.5)+CH32V103DS0.PDF:en(1.5),CH32V103DS0.PDF
CH32V103,CH32V103,1.5.18,Universal Serial Bus (USB),通用串行总线（USB）,series,#,confirmed,CH32V103DS0.PDF:zh(1.5)+CH32V103DS0.PDF:en(1.5),CH32V103DS0.PDF
CH32V103,CH32V103,1.5.19,General-purpose Input/Output (GPIO),通用输入输出接口（GPIO）,series,#,confirmed,CH32V103DS0.PDF:zh(1.5)+CH32V103DS0.PDF:en(1.5),CH32V103DS0.PDF
CH32V103,CH32V103,1.5.20,2-wire Serial Debug Interface (SDI),2线串行调试接口（2-wire SDI Serial Debug Interface）,series,#,confirmed,CH32V103DS0.PDF:zh(1.5)+CH32V103DS0.PDF:en(1.5),CH32V103DS0.PDF
CH32V203,CH32V20x,2.5.1,RISC-V4B Processor,RISC-V4B处理器,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.2,On-chip Memory and Boot Mode,片上存储器及自举模式,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.3,Power Supply Scheme,供电方案,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.4,Power Supply Monitor,供电监控器,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.5,Voltage Regulator,电压调节器,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.6,Low-power Mode,低功耗模式,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.7,CRC (cyclic redundancy check) Calculation Unit,CRC（循环冗余校验）计算单元,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.8,Programmable Fast Interrupt controller (PFIC),快速可编程中断控制器（PFIC）,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.9,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.10,General DMA Controller,通用DMA控制器,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.11,Clock and Boot,时钟和启动,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.12,Real Time Clock (RTC) and Backup Registers,RTC（实时时钟）和后备寄存器,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.13,Analog-to-digital Converter (ADC) and Touch-key Capacitance Detection (TKey),ADC（模拟/数字转换器）和触摸按键电容检测（TKey）,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.14,Timer and Watchdog,定时器及看门狗,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.15,Universal Synchronous/Asynchronous Receiver Transmitter (USART),通用同步/异步收发器（USART）,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.16,Serial Peripheral Interface (SPI),串行外设接口（SPI）,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.17,I2C Bus,I2C总线,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.18,Controller Area Network (CAN),控制器区域网络（CAN）,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.19,Universal Serial Bus Device (USBD),通用串行总线（USBD）,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.20,Universal Serial Bus USB2.0 Full-speed Host/Device Controller (USBFS),通用串行总线USB2.0全速主机/设备控制器（USBFS）,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.21,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.22,Operational Amplifier/Comparator (OPA),运放比较器（OPA）,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203,CH32V20x,2.5.23,2-wire SDI Serial Debug Interface,串行2线调试接口（2-wire SDI Serial Debug Interface）,series,#,confirmed,CH32V203DS0.PDF:zh(2.5)+CH32V203DS0.PDF:en(2.5),CH32V203DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.1,QingKe RISC-V3B Processor,青稞RISC-V3B处理器,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.2,Programmable Protocol I/O Controller (PIOC),可编程协议I/O控制器（PIOC）,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.3,On-chip Memory and Boot Mode,片上存储器及自举模式,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.4,Power Supply Scheme,供电方案,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.5,Power Supply Detector,供电监控器,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.6,System Voltage Regulator LDO,系统电压调节器LDO,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.7,Low-power Mode,低功耗模式,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.8,CRC (cyclic redundancy check) Calculation Unit,CRC（循环冗余校验）计算单元,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.9,Programmable Fast Interrupt controller (PFIC),快速可编程中断控制器（PFIC）,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.10,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.11,General DMA Controller,通用DMA控制器,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.12,Clock and Boot,时钟和启动,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.13,Real Time Clock (RTC) and Backup Registers,RTC（实时时钟）和后备寄存器,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.14,Analog-to-digital Converter (ADC) and Touchkey Capacitance Detection,ADC（模拟/数字转换器）和触摸按键电容检测（TouchKey）,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.15,Timer and Watchdog,定时器及看门狗,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.16,Universal Synchronous/Asynchronous Receiver Transmitter (USART),通用同步/异步收发器（USART）,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.17,Serial Peripheral Interface (SPI),串行外设接口（SPI）,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.18,QSPI Interface,QSPI接口,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.19,I2C Bus,I2C总线,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.20,Controller Area Network (CAN),控制器区域网络（CAN）,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.21,Universal Serial Bus USB2.0 Full-speed Host/Device Controller (USBFS),通用串行总线USB 2.0全速主机/设备控制器（USBFS）,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.22,Universal Serial Bus USB2.0 High-speed Host/Device Controller (USBHS),通用串行总线USB 2.0高速主机/设备控制器（USBHS）,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.23,USB PD and Type-C Controller (USB PD),USB PD及Type-C控制器（USB PD）,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.24,Flexible Static Memory Controller (FSMC),可配置的静态存储器控制器（FSMC）,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.25,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.26,Operational Amplifier (OPA),运放/比较器（OPA）,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.27,Voltage Comparators (CMP),电压比较器（CMP）,series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V203;CH32V205,CH32V205,1.4.28,Serial Debug Interface (SDI),"调试接口（Serial Debug Interface,SDI）",series,#,confirmed,CH32V205DS0.PDF:zh(1.4)+CH32V205DS0.PDF:en(1.4),CH32V205DS0.PDF
CH32V208,CH32V20x,2.5.1,RISC-V4C processor,RISC-V4C处理器,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.2,On-chip memory and boot mode,片上存储器及自举模式,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.3,Power supply scheme,供电方案,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.4,Power supply monitor,供电监控器,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.5,Voltage regulator,电压调节器,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.6,Low-power mode,低功耗模式,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.7,CRC (cyclic redundancy check) calculation unit,CRC（循环冗余校验）计算单元,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.8,Fast programmable interrupt controller (FPIC),快速可编程中断控制器（PFIC）,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.9,External interrupt/event controller (EXTI),外部中断/事件控制器（EXTI）,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.10,General DMA controller,通用DMA控制器,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.11,Clock and Boot,时钟和启动,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.12,Real time clock (RTC) and backup registers,RTC（实时时钟）和后备寄存器,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.13,Analog-to-digital converter (ADC) and touch key capacitance detection (TKey),ADC（模拟/数字转换器）和触摸按键电容检测（TKey）,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.14,Timer and watchdog,定时器及看门狗,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.15,Communication interface,通用同步/异步收发器（USART）,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.15.1,Universal Synchronous/Asynchronous Receiver Transmitter (USART),,series,#,reference,CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.15.2,Serial Peripheral Interface (SPI),,series,#,reference,CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.15.3,I2C bus,,series,#,reference,CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.15.4,Controller Area Network (CAN),,series,#,reference,CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.15.5,Universal Serial Bus device (USBD),,series,#,reference,CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.15.6,Universal Serial Bus USB2.0 full-speed Host/Device controller (USBFS),,series,#,reference,CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.16,General-purpose input and output (GPIO),串行外设接口（SPI）,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.17,Operational amplifier/comparator (OPA),I2C总线,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.18,Serial debug interface (SDI),控制器区域网络（CAN）,series,#,confirmed,CH32V208DS0.PDF:zh(2.5)+CH32V208DS0.PDF:en(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.19,,通用串行总线（USBD）,series,#,reference,CH32V208DS0.PDF:zh(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.20,,通用串行总线USB2.0全速主机/设备控制器（USBFS）,series,#,reference,CH32V208DS0.PDF:zh(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.21,,通用输入输出接口（GPIO）,series,#,reference,CH32V208DS0.PDF:zh(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.22,,运放比较器（OPA）,series,#,reference,CH32V208DS0.PDF:zh(2.5),CH32V208DS0.PDF
CH32V208,CH32V20x,2.5.23,,串行2线调试接口（SDI Serial Debug Interface）,series,#,reference,CH32V208DS0.PDF:zh(2.5),CH32V208DS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.1,RISC-V4F Processor,RISC-V4F处理器,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.2,On-chip Memory and Boot Mode,片上存储器及自举模式,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.3,Power Supply Scheme,供电方案,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.4,Power Supply Monitor,供电监控器,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.5,Voltage Regulator,电压调节器,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.6,Low-power Mode,低功耗模式,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.7,CRC (Cyclic Redundancy Check) Calculation Unit,CRC（循环冗余校验）计算单元,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.8,Fast Programmable Interrupt Controller (FPIC),快速可编程中断控制器（PFIC）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.9,External Interrupt/Event Controller (EXTI),外部中断/事件控制器（EXTI）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.10,General DMA Controller,通用DMA控制器,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.11,Clock and Boot,时钟和启动,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.12,Real Time Clock (RTC) and Backup Registers,RTC（实时时钟）和后备寄存器,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.13,Analog-to-digital Converter (ADC) and Touch Key Capacitance Detection (TKey),ADC（模拟/数字转换器）和触摸按键电容检测（TKey）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.14,Digital-to-analog Converter (DAC),DAC（数字/模拟转换器）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.15,Timer and Watchdog,定时器及看门狗,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.16,Universal Synchronous/Asynchronous Receiver Transmitter (USART),通用同步/异步串口收发器（USART）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.17,Serial Peripheral Interface (SPI),串行外设接口（SPI）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.18,I2S (audio) Interface,I2S（音频）接口,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.19,I2C Bus,I2C总线,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.20,Controller Area Network (CAN),控制器区域网络（CAN）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.21,Universal Serial Bus USB2.0 Full-speed Host/Device Controller (USBFS/OTG_FS),通用串行总线USB2.0全速主机/设备控制器（USBFS/OTG_FS）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.22,Universal Serial Bus USB2.0 High-speed Host/Device Controller (USBHS),通用串行总线USB2.0高速主机/设备控制器（USBHS）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.23,Digital Video Port (DVP),数字图像接口（DVP）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.24,SDIO Host Controller,SDIO主机控制器,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.25,Flexible Static Memory Controller,可配置的静态存储器控制器（FSMC）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.26,Gigabit Ethernet controller (MAC+PHY),以太网控制器（MAC+PHY）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
CH32V303;CH32V305;CH32V307;CH32V317,CH32V307,2.5.27,General-purpose Input and Output (GPIO),通用输入输出接口（GPIO）,series,#,confirmed,CH32V20x_30xDS0.PDF:zh(2.5)+CH32V20x_30xDS0.PDF:en(2.5),CH32V20x_30xDS0.PDF
