series,selector,register,bits,value,peripheral,role,signal,pad,port,gpio,#,confidence,basis
CH32M030,afio-tim1-remap,PCFR1,PCFR1:7;PCFR1:8;PCFR1:9,4,TIM1,CH2N,TIM1_CH2N,PC1,C,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim1-remap,PCFR1,PCFR1:7;PCFR1:8;PCFR1:9,4,TIM1,CH3,TIM1_CH3,PA0,A,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim1-remap,PCFR1,PCFR1:7;PCFR1:8;PCFR1:9,4,TIM1,CH3,TIM1_CH3,PB13,B,13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim1-remap,PCFR1,PCFR1:7;PCFR1:8;PCFR1:9,4,TIM1,CH3N,TIM1_CH3N,PB12,B,12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim1-remap,PCFR1,PCFR1:7;PCFR1:8;PCFR1:9,4,TIM1,CH3N,TIM1_CH3N,PC0,C,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim1-remap,PCFR1,PCFR1:7;PCFR1:8;PCFR1:9,4,TIM1,CH4,TIM1_CH4,PA1,A,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim1-remap,PCFR1,PCFR1:7;PCFR1:8;PCFR1:9,4,TIM1,ETR,TIM1_ETR,PA4,A,4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,0,TIM2,CH1N,TIM2_CH1N,PA7,A,7,#,reference,candidates(datasheet-pin-table-default:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,0,TIM2,CH1_ETR,TIM2_CH1_ETR,PA5,A,5,#,reference,candidates(datasheet-pin-table-default:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,0,TIM2,CH2,TIM2_CH2,PA6,A,6,#,reference,candidates(datasheet-pin-table-default:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,0,TIM2,CH2N,TIM2_CH2N,PA4,A,4,#,reference,candidates(datasheet-pin-table-default:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,0,TIM2,CH3,TIM2_CH3,PA7,A,7,#,reference,candidates(datasheet-pin-table-default:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,0,TIM2,CH4,TIM2_CH4,PA4,A,4,#,reference,candidates(datasheet-pin-table-default:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,1,TIM2,CH1N,TIM2_CH1N,PB1,B,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,1,TIM2,CH1_ETR,TIM2_CH1_ETR,PA3,A,3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,1,TIM2,CH2,TIM2_CH2,PB0,B,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,1,TIM2,CH2N,TIM2_CH2N,PB2,B,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,1,TIM2,CH3,TIM2_CH3,PB1,B,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,1,TIM2,CH4,TIM2_CH4,PB2,B,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,2,TIM2,CH1N,TIM2_CH1N,PB12,B,12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,2,TIM2,CH1_ETR,TIM2_CH1_ETR,PB13,B,13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,2,TIM2,CH2,TIM2_CH2,PB15,B,15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,2,TIM2,CH2,TIM2_CH2,PC5,C,5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,2,TIM2,CH2N,TIM2_CH2N,PB14,B,14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,2,TIM2,CH3,TIM2_CH3,PB12,B,12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,2,TIM2,CH4,TIM2_CH4,PB14,B,14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,3,TIM2,CH1N,TIM2_CH1N,PB1,B,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,3,TIM2,CH1_ETR,TIM2_CH1_ETR,PB5,B,5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,3,TIM2,CH2,TIM2_CH2,PB6,B,6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,3,TIM2,CH2N,TIM2_CH2N,PB2,B,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,3,TIM2,CH3,TIM2_CH3,PB1,B,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim2-remap,PCFR1,PCFR1:10;PCFR1:11,3,TIM2,CH4,TIM2_CH4,PB2,B,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,0,TIM3,CH1N,TIM3_CH1N,PB2,B,2,#,reference,candidates(datasheet-pin-table-default:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,0,TIM3,CH1_ETR,TIM3_CH1_ETR,PC0,C,0,#,reference,candidates(datasheet-pin-table-default:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,0,TIM3,CH2,TIM3_CH2,PC1,C,1,#,reference,candidates(datasheet-pin-table-default:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,0,TIM3,CH2N,TIM3_CH2N,PB3,B,3,#,reference,candidates(datasheet-pin-table-default:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,1,TIM3,CH1N,TIM3_CH1N,PC1,C,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,1,TIM3,CH1_ETR,TIM3_CH1_ETR,PC0,C,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,1,TIM3,CH2,TIM3_CH2,PB2,B,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,1,TIM3,CH2N,TIM3_CH2N,PB3,B,3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,2,TIM3,CH1N,TIM3_CH1N,PB4,B,4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,2,TIM3,CH1_ETR,TIM3_CH1_ETR,PB2,B,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,2,TIM3,CH2,TIM3_CH2,PB3,B,3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,2,TIM3,CH2N,TIM3_CH2N,PB5,B,5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,3,TIM3,CH1N,TIM3_CH1N,PA4,A,4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,3,TIM3,CH1_ETR,TIM3_CH1_ETR,PA2,A,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,3,TIM3,CH2,TIM3_CH2,PB5,B,5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,3,TIM3,CH2N,TIM3_CH2N,PB6,B,6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,4,TIM3,CH1N,TIM3_CH1N,PB12,B,12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,4,TIM3,CH1_ETR,TIM3_CH1_ETR,PB13,B,13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,4,TIM3,CH2,TIM3_CH2,PB15,B,15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-tim3-remap,PCFR1,PCFR1:12;PCFR1:13;PCFR1:14,4,TIM3,CH2N,TIM3_CH2N,PB14,B,14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,0,USART1,CTS,UART_CTS,PA14,A,14,#,reference,candidates(datasheet-pin-table-default:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,0,USART1,RTS,UART_RTS,PA15,A,15,#,reference,candidates(datasheet-pin-table-default:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,0,USART1,RX,UART_RX,PC0,C,0,#,reference,candidates(datasheet-pin-table-default:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,0,USART1,TX,UART_TX,PC1,C,1,#,reference,candidates(datasheet-pin-table-default:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,1,USART1,CTS,UART_CTS,PA14,A,14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,1,USART1,RTS,UART_RTS,PA15,A,15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,1,USART1,RX,UART_RX,PC2,C,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,1,USART1,TX,UART_TX,PC1,C,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,2,USART1,CTS,UART_CTS,PA2,A,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,2,USART1,RTS,UART_RTS,PA4,A,4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,2,USART1,RX,UART_RX,PB5,B,5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,2,USART1,TX,UART_TX,PB6,B,6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,3,USART1,CTS,UART_CTS,PB2,B,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,3,USART1,RTS,UART_RTS,PB3,B,3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,3,USART1,RX,UART_RX,PB0,B,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,3,USART1,TX,UART_TX,PB1,B,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,4,USART1,CTS,UART_CTS,PB2,B,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,4,USART1,RTS,UART_RTS,PB3,B,3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,4,USART1,RX,UART_RX,PA2,A,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,4,USART1,TX,UART_TX,PA3,A,3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,5,USART1,CTS,UART_CTS,PB2,B,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,5,USART1,RTS,UART_RTS,PB3,B,3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,5,USART1,RX,UART_RX,PA3,A,3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,afio-uart1-remap,PCFR1,PCFR1:2;PCFR1:3;PCFR1:4,5,USART1,TX,UART_TX,PA2,A,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M030,extend-isink1-adj,CTR,CTR:0;CTR:1;CTR:2;CTR:3;CTR:4;CTR:5,0,ISINK1,OUT,ISINK1,PA6,A,6,#,reference,candidates(datasheet-pin-table-default:en)
CH32M030,extend-isink2-adj,CTR,CTR:16;CTR:17;CTR:18;CTR:19;CTR:20;CTR:21,0,ISINK2,OUT,ISINK2,PA7,A,7,#,reference,candidates(datasheet-pin-table-default:en)
CH32M103,afio-can-rm,PCFR1,PCFR1:13;PCFR1:14,0,CAN1,RX,CAN1_RX,PA11,A,11,#,reference,candidates(datasheet-pin-table-default:en)
CH32M103,afio-can-rm,PCFR1,PCFR1:13;PCFR1:14,0,CAN1,TX,CAN1_TX,PA12,A,12,#,reference,candidates(datasheet-pin-table-default:en)
CH32M103,afio-can-rm,PCFR1,PCFR1:13;PCFR1:14,2,CAN1,RX,CAN1_RX,PB8,B,8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-i2c1-rm,PCFR1|PCFR2,PCFR1:1;PCFR2:23,0,I2C1,SCL,I2C1_SCL,PB6,B,6,#,reference,candidates(datasheet-pin-table-default:en)
CH32M103,afio-i2c1-rm,PCFR1|PCFR2,PCFR1:1;PCFR2:23,0,I2C1,SDA,I2C1_SDA,PB7,B,7,#,reference,candidates(datasheet-pin-table-default:en)
CH32M103,afio-i2c1-rm,PCFR1|PCFR2,PCFR1:1;PCFR2:23,0,I2C1,SMBA,I2C1_SMBA,PB5,B,5,#,reference,candidates(datasheet-pin-table-default:en)
CH32M103,afio-i2c1-rm,PCFR1|PCFR2,PCFR1:1;PCFR2:23,2,I2C1,SCL,I2C1_SCL,PA13,A,13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-i2c1-rm,PCFR1|PCFR2,PCFR1:1;PCFR2:23,2,I2C1,SDA,I2C1_SDA,PA12,A,12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-i2c1-rm,PCFR1|PCFR2,PCFR1:1;PCFR2:23,2,I2C1,SMBA,I2C1_SMBA,PB5,B,5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-i2c1-rm,PCFR1|PCFR2,PCFR1:1;PCFR2:23,3,I2C1,SDA,I2C1_SDA,PB11,B,11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-i2c1-rm,PCFR1|PCFR2,PCFR1:1;PCFR2:23,3,I2C1,SMBA,I2C1_SMBA,PB5,B,5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-lptim-rm,PCFR2,PCFR2:25,1,LPTIM,CH1,LPTIM_CH1,PB5,B,5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-lptim-rm,PCFR2,PCFR2:25,1,LPTIM,CH2,LPTIM_CH2,PB7,B,7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-lptim-rm,PCFR2,PCFR2:25,1,LPTIM,ETR,LPTIM_ETR,PB6,B,6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-spi1-rm,PCFR1|PCFR2,PCFR1:0;PCFR2:24,0,SPI1,MISO,SPI1_MISO,PA6,A,6,#,reference,candidates(datasheet-pin-table-default:en)
CH32M103,afio-spi1-rm,PCFR1|PCFR2,PCFR1:0;PCFR2:24,0,SPI1,MOSI,SPI1_MOSI,PA7,A,7,#,reference,candidates(datasheet-pin-table-default:en)
CH32M103,afio-spi1-rm,PCFR1|PCFR2,PCFR1:0;PCFR2:24,0,SPI1,NSS,SPI1_NSS,PA4,A,4,#,reference,candidates(datasheet-pin-table-default:en)
CH32M103,afio-spi1-rm,PCFR1|PCFR2,PCFR1:0;PCFR2:24,0,SPI1,SCK,SPI1_SCK,PA5,A,5,#,reference,candidates(datasheet-pin-table-default:en)
CH32M103,afio-spi1-rm,PCFR1|PCFR2,PCFR1:0;PCFR2:24,1,SPI1,MOSI,SPI1_MOSI,PB5,B,5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-spi1-rm,PCFR1|PCFR2,PCFR1:0;PCFR2:24,1,SPI1,SCK,SPI1_SCK,PB3,B,3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-spi1-rm,PCFR1|PCFR2,PCFR1:0;PCFR2:24,2,SPI1,MISO,SPI1_MISO,PB8,B,8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-spi1-rm,PCFR1|PCFR2,PCFR1:0;PCFR2:24,2,SPI1,MOSI,SPI1_MOSI,PB7,B,7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-spi1-rm,PCFR1|PCFR2,PCFR1:0;PCFR2:24,2,SPI1,NSS,SPI1_NSS,PA12,A,12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-spi1-rm,PCFR1|PCFR2,PCFR1:0;PCFR2:24,2,SPI1,SCK,SPI1_SCK,PB6,B,6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-spi1-rm,PCFR1|PCFR2,PCFR1:0;PCFR2:24,3,SPI1,MISO,SPI1_MISO,PB8,B,8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-spi1-rm,PCFR1|PCFR2,PCFR1:0;PCFR2:24,3,SPI1,MOSI,SPI1_MOSI,PB7,B,7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-spi1-rm,PCFR1|PCFR2,PCFR1:0;PCFR2:24,3,SPI1,SCK,SPI1_SCK,PB6,B,6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,0,TIM1,CH4,TIM1_CH4,PA11,A,11,#,reference,candidates(datasheet-pin-table-default:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,0,TIM1,ETR,TIM1_ETR,PA12,A,12,#,reference,candidates(datasheet-pin-table-default:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,1,TIM1,BKIN,TIM1_BKIN,PA6,A,6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,1,TIM1,CH1N,TIM1_CH1N,PA7,A,7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,1,TIM1,CH2N,TIM1_CH2N,PB0,B,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,1,TIM1,CH3N,TIM1_CH3N,PB1,B,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,1,TIM1,CH4,TIM1_CH4,PA11,A,11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,1,TIM1,ETR,TIM1_ETR,PA12,A,12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,2,TIM1,BKIN,TIM1_BKIN,PA13,A,13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,2,TIM1,CH1,TIM1_CH1,PA1,A,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,2,TIM1,CH1N,TIM1_CH1N,PB11,B,11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,2,TIM1,CH2,TIM1_CH2,PA7,A,7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,2,TIM1,CH2N,TIM1_CH2N,PB0,B,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,2,TIM1,CH3,TIM1_CH3,PA14,A,14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,2,TIM1,CH4,TIM1_CH4,PB1,B,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,2,TIM1,ETR,TIM1_ETR,PB6,B,6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,3,TIM1,BKIN,TIM1_BKIN,PA13,A,13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,3,TIM1,CH1,TIM1_CH1,PA1,A,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,3,TIM1,CH1N,TIM1_CH1N,PB11,B,11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,3,TIM1,CH2,TIM1_CH2,PA7,A,7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,3,TIM1,CH2N,TIM1_CH2N,PB0,B,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,3,TIM1,CH3,TIM1_CH3,PA14,A,14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,3,TIM1,CH4,TIM1_CH4,PB1,B,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,3,TIM1,ETR,TIM1_ETR,PA3,A,3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,4,TIM1,BKIN,TIM1_BKIN,PA12,A,12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,4,TIM1,CH1,TIM1_CH1,PB7,B,7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,4,TIM1,CH1N,TIM1_CH1N,PA14,A,14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,4,TIM1,CH2,TIM1_CH2,PB8,B,8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,4,TIM1,CH2N,TIM1_CH2N,PB1,B,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32M103,afio-tim1-rm,PCFR1|PCFR2,PCFR1:6;PCFR1:7;PCFR2:22,4,TIM1,CH4,TIM1_CH4,PA2,A,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
