series,selector,register,bits,value,peripheral,role,signal,pad,port,gpio,#,confidence,basis
CH32V303,afio-tim2-remap,PCFR1,PCFR1:8;PCFR1:9,2,TIM2,ETR,TIM2_ETR,PA0-WKUP,A,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim2-remap,PCFR1,PCFR1:8;PCFR1:9,3,TIM2,CH1,TIM2_CH1,PA15,A,15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim2-remap,PCFR1,PCFR1:8;PCFR1:9,3,TIM2,CH2,TIM2_CH2,PB3,B,3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim2-remap,PCFR1,PCFR1:8;PCFR1:9,3,TIM2,CH3,TIM2_CH3,PB10,B,10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim2-remap,PCFR1,PCFR1:8;PCFR1:9,3,TIM2,CH4,TIM2_CH4,PB11,B,11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim2-remap,PCFR1,PCFR1:8;PCFR1:9,3,TIM2,ETR,TIM2_ETR,PA15,A,15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim3-remap,PCFR1,PCFR1:10;PCFR1:11,0,TIM3,CH1,TIM3_CH1,PA6,A,6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim3-remap,PCFR1,PCFR1:10;PCFR1:11,0,TIM3,CH2,TIM3_CH2,PA7,A,7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim3-remap,PCFR1,PCFR1:10;PCFR1:11,0,TIM3,CH3,TIM3_CH3,PB0,B,0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim3-remap,PCFR1,PCFR1:10;PCFR1:11,0,TIM3,CH4,TIM3_CH4,PB1,B,1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim3-remap,PCFR1,PCFR1:10;PCFR1:11,0,TIM3,ETR,TIM3_ETR,PD2,D,2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim3-remap,PCFR1,PCFR1:10;PCFR1:11,2,TIM3,CH1,TIM3_CH1,PB4,B,4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim3-remap,PCFR1,PCFR1:10;PCFR1:11,2,TIM3,CH2,TIM3_CH2,PB5,B,5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim3-remap,PCFR1,PCFR1:10;PCFR1:11,2,TIM3,CH3,TIM3_CH3,PB0,B,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim3-remap,PCFR1,PCFR1:10;PCFR1:11,2,TIM3,CH4,TIM3_CH4,PB1,B,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim3-remap,PCFR1,PCFR1:10;PCFR1:11,2,TIM3,ETR,TIM3_ETR,PD2,D,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim3-remap,PCFR1,PCFR1:10;PCFR1:11,3,TIM3,CH1,TIM3_CH1,PC6,C,6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim3-remap,PCFR1,PCFR1:10;PCFR1:11,3,TIM3,CH2,TIM3_CH2,PC7,C,7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim3-remap,PCFR1,PCFR1:10;PCFR1:11,3,TIM3,CH3,TIM3_CH3,PC8,C,8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim3-remap,PCFR1,PCFR1:10;PCFR1:11,3,TIM3,CH4,TIM3_CH4,PC9,C,9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim3-remap,PCFR1,PCFR1:10;PCFR1:11,3,TIM3,ETR,TIM3_ETR,PD2,D,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim4-remap,PCFR1,PCFR1:12,0,TIM4,CH1,TIM4_CH1,PB6,B,6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim4-remap,PCFR1,PCFR1:12,0,TIM4,CH2,TIM4_CH2,PB7,B,7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim4-remap,PCFR1,PCFR1:12,0,TIM4,CH3,TIM4_CH3,PB8,B,8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim4-remap,PCFR1,PCFR1:12,0,TIM4,CH4,TIM4_CH4,PB9,B,9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim4-remap,PCFR1,PCFR1:12,0,TIM4,ETR,TIM4_ETR,PE0,E,0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim4-remap,PCFR1,PCFR1:12,1,TIM4,CH1,TIM4_CH1,PD12,D,12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim4-remap,PCFR1,PCFR1:12,1,TIM4,CH2,TIM4_CH2,PD13,D,13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim4-remap,PCFR1,PCFR1:12,1,TIM4,CH3,TIM4_CH3,PD14,D,14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim4-remap,PCFR1,PCFR1:12,1,TIM4,CH4,TIM4_CH4,PD15,D,15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim4-remap,PCFR1,PCFR1:12,1,TIM4,ETR,TIM4_ETR,PE0,E,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim5ch4-rm,PCFR1,PCFR1:16,0,TIM5,CH4,TIM5_CH4,PA3,A,3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,0,TIM8,BKIN,TIM8_BKIN,PA6,A,6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,0,TIM8,CH1,TIM8_CH1,PC6,C,6,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,0,TIM8,CH1N,TIM8_CH1N,PA7,A,7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,0,TIM8,CH2,TIM8_CH2,PC7,C,7,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,0,TIM8,CH2N,TIM8_CH2N,PB0,B,0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,0,TIM8,CH3,TIM8_CH3,PC8,C,8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,0,TIM8,CH3N,TIM8_CH3N,PB1,B,1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,0,TIM8,CH4,TIM8_CH4,PC9,C,9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,0,TIM8,ETR,TIM8_ETR,PA0-WKUP,A,0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,1,TIM8,BKIN,TIM8_BKIN,PB9,B,9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,1,TIM8,CH1,TIM8_CH1,PB6,B,6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,1,TIM8,CH1N,TIM8_CH1N,PA13,A,13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,1,TIM8,CH2,TIM8_CH2,PB7,B,7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,1,TIM8,CH2N,TIM8_CH2N,PA14,A,14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,1,TIM8,CH3,TIM8_CH3,PB8,B,8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,1,TIM8,CH3N,TIM8_CH3N,PA15,A,15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,1,TIM8,CH4,TIM8_CH4,PC13-TAMPER-RTC,C,13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim8-remap,PCFR2,PCFR2:2,1,TIM8,ETR,TIM8_ETR,PA0-WKUP,A,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,0,TIM9,BKIN,TIM9_BKIN,PC5,C,5,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,0,TIM9,CH1,TIM9_CH1,PA2,A,2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,0,TIM9,CH1N,TIM9_CH1N,PC0,C,0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,0,TIM9,CH2,TIM9_CH2,PA3,A,3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,0,TIM9,CH2N,TIM9_CH2N,PC1,C,1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,0,TIM9,CH3,TIM9_CH3,PA4,A,4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,0,TIM9,CH3N,TIM9_CH3N,PC2,C,2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,0,TIM9,CH4,TIM9_CH4,PC4,C,4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,0,TIM9,ETR,TIM9_ETR,PA2,A,2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,1,TIM9,BKIN,TIM9_BKIN,PA1,A,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,1,TIM9,CH1,TIM9_CH1,PA2,A,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,1,TIM9,CH1N,TIM9_CH1N,PB0,B,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,1,TIM9,CH2,TIM9_CH2,PA3,A,3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,1,TIM9,CH2N,TIM9_CH2N,PB1,B,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,1,TIM9,CH3,TIM9_CH3,PA4,A,4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,1,TIM9,CH3N,TIM9_CH3N,PB2,B,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,1,TIM9,CH4,TIM9_CH4,PC14-OSC32_IN,C,14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,1,TIM9,ETR,TIM9_ETR,PA2,A,2,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,2,TIM9,BKIN,TIM9_BKIN,PD14,D,14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,2,TIM9,CH1,TIM9_CH1,PD9,D,9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,2,TIM9,CH1N,TIM9_CH1N,PD8,D,8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,2,TIM9,CH2,TIM9_CH2,PD11,D,11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,2,TIM9,CH2N,TIM9_CH2N,PD10,D,10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,2,TIM9,CH3,TIM9_CH3,PD13,D,13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,2,TIM9,CH3N,TIM9_CH3N,PD12,D,12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,2,TIM9,CH4,TIM9_CH4,PD15,D,15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,2,TIM9,ETR,TIM9_ETR,PD9,D,9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,3,TIM9,BKIN,TIM9_BKIN,PD14,D,14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,3,TIM9,CH1,TIM9_CH1,PD9,D,9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,3,TIM9,CH1N,TIM9_CH1N,PD8,D,8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,3,TIM9,CH2,TIM9_CH2,PD11,D,11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,3,TIM9,CH2N,TIM9_CH2N,PD10,D,10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,3,TIM9,CH3,TIM9_CH3,PD13,D,13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,3,TIM9,CH3N,TIM9_CH3N,PD12,D,12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,3,TIM9,CH4,TIM9_CH4,PD15,D,15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-tim9-remap,PCFR2,PCFR2:3;PCFR2:4,3,TIM9,ETR,TIM9_ETR,PD9,D,9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,0,USART1,CK,USART1_CK,PA8,A,8,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,0,USART1,CTS,USART1_CTS,PA11,A,11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,0,USART1,RTS,USART1_RTS,PA12,A,12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,0,USART1,RX,USART1_RX,PA10,A,10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,0,USART1,TX,USART1_TX,PA9,A,9,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,1,USART1,CK,USART1_CK,PA8,A,8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,1,USART1,CTS,USART1_CTS,PA11,A,11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,1,USART1,RTS,USART1_RTS,PA12,A,12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,1,USART1,RX,USART1_RX,PB7,B,7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,1,USART1,TX,USART1_TX,PB6,B,6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,2,USART1,CK,USART1_CK,PA10,A,10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,2,USART1,CTS,USART1_CTS,PA5,A,5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,2,USART1,RTS,USART1_RTS,PA9,A,9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,2,USART1,RX,USART1_RX,PA8,A,8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,2,USART1,TX,USART1_TX,PB15,B,15,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,3,USART1,CK,USART1_CK,PA5,A,5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,3,USART1,CTS,USART1_CTS,PC4,C,4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,3,USART1,RTS,USART1_RTS,PC5,C,5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,3,USART1,RX,USART1_RX,PA7,A,7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart1-remap,PCFR1|PCFR2,PCFR1:2;PCFR2:26,3,USART1,TX,USART1_TX,PA6,A,6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart2-remap,PCFR1,PCFR1:3,0,USART2,CK,USART2_CK,PA4,A,4,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart2-remap,PCFR1,PCFR1:3,0,USART2,CTS,USART2_CTS,PA0-WKUP,A,0,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart2-remap,PCFR1,PCFR1:3,0,USART2,RTS,USART2_RTS,PA1,A,1,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart2-remap,PCFR1,PCFR1:3,0,USART2,RX,USART2_RX,PA3,A,3,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart2-remap,PCFR1,PCFR1:3,0,USART2,TX,USART2_TX,PA2,A,2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart2-remap,PCFR1,PCFR1:3,1,USART2,CK,USART2_CK,PD7,D,7,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart2-remap,PCFR1,PCFR1:3,1,USART2,CTS,USART2_CTS,PD3,D,3,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart2-remap,PCFR1,PCFR1:3,1,USART2,RTS,USART2_RTS,PD4,D,4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart2-remap,PCFR1,PCFR1:3,1,USART2,RX,USART2_RX,PD6,D,6,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart2-remap,PCFR1,PCFR1:3,1,USART2,TX,USART2_TX,PD5,D,5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,0,USART3,CK,USART3_CK,PB12,B,12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,0,USART3,CTS,USART3_CTS,PB13,B,13,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,0,USART3,RTS,USART3_RTS,PB14,B,14,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,0,USART3,RX,USART3_RX,PB11,B,11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,0,USART3,TX,USART3_TX,PB10,B,10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,1,USART3,CK,USART3_CK,PC12,C,12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,1,USART3,CTS,USART3_CTS,PB13,B,13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,1,USART3,RTS,USART3_RTS,PB14,B,14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,1,USART3,RX,USART3_RX,PC11,C,11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,1,USART3,TX,USART3_TX,PC10,C,10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,2,USART3,CK,USART3_CK,PD10,D,10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,2,USART3,CTS,USART3_CTS,PD11,D,11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,2,USART3,RTS,USART3_RTS,PD12,D,12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,2,USART3,RX,USART3_RX,PA14,A,14,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,2,USART3,TX,USART3_TX,PA13,A,13,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,3,USART3,CK,USART3_CK,PD10,D,10,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,3,USART3,CTS,USART3_CTS,PD11,D,11,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,3,USART3,RTS,USART3_RTS,PD12,D,12,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,3,USART3,RX,USART3_RX,PD9,D,9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart3-remap,PCFR1,PCFR1:4;PCFR1:5,3,USART3,TX,USART3_TX,PD8,D,8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart4-remap,PCFR2,PCFR2:16;PCFR2:17,0,USART4,RX,UART4_RX,PC11,C,11,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart4-remap,PCFR2,PCFR2:16;PCFR2:17,0,USART4,TX,UART4_TX,PC10,C,10,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart4-remap,PCFR2,PCFR2:16;PCFR2:17,1,USART4,RX,UART4_RX,PB1,B,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart4-remap,PCFR2,PCFR2:16;PCFR2:17,1,USART4,TX,UART4_TX,PB0,B,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart4-remap,PCFR2,PCFR2:16;PCFR2:17,2,USART4,RX,UART4_RX,PE1,E,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart4-remap,PCFR2,PCFR2:16;PCFR2:17,2,USART4,TX,UART4_TX,PE0,E,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart4-remap,PCFR2,PCFR2:16;PCFR2:17,3,USART4,RX,UART4_RX,PE1,E,1,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart4-remap,PCFR2,PCFR2:16;PCFR2:17,3,USART4,TX,UART4_TX,PE0,E,0,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart5-remap,PCFR2,PCFR2:18;PCFR2:19,0,USART5,RX,UART5_RX,PD2,D,2,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart5-remap,PCFR2,PCFR2:18;PCFR2:19,0,USART5,TX,UART5_TX,PC12,C,12,#,reference,candidates(datasheet-pin-table-default:en)
CH32V303,afio-usart5-remap,PCFR2,PCFR2:18;PCFR2:19,1,USART5,RX,UART5_RX,PB5,B,5,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart5-remap,PCFR2,PCFR2:18;PCFR2:19,1,USART5,TX,UART5_TX,PB4,B,4,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart5-remap,PCFR2,PCFR2:18;PCFR2:19,2,USART5,RX,UART5_RX,PE9,E,9,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
CH32V303,afio-usart5-remap,PCFR2,PCFR2:18;PCFR2:19,2,USART5,TX,UART5_TX,PE8,E,8,#,reference,candidates(datasheet-pin-table+rm-remap-grid:en)
