family,block,type,register,address,offset,width_bits,count,#,confidence,basis
CH32L103,RCC,RCC,CFGR0,0x40021004,0x004,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,RCC,RCC,INTR,0x40021008,0x008,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,RCC,RCC,PB2PRSTR,0x4002100c,0x00c,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,RCC,RCC,PB1PRSTR,0x40021010,0x010,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,RCC,RCC,HBPCENR,0x40021014,0x014,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,RCC,RCC,PB2PCENR,0x40021018,0x018,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,RCC,RCC,PB1PCENR,0x4002101c,0x01c,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,RCC,RCC,BDCTLR,0x40021020,0x020,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,RCC,RCC,RSTSCKR,0x40021024,0x024,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,RCC,RCC,HBRSTR,0x40021028,0x028,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,FLASH,FLASH,ACTLR,0x40022000,0x000,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,FLASH,FLASH,KEYR,0x40022004,0x004,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,FLASH,FLASH,OBKEYR,0x40022008,0x008,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,FLASH,FLASH,STATR,0x4002200c,0x00c,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,FLASH,FLASH,CTLR,0x40022010,0x010,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,FLASH,FLASH,ADDR,0x40022014,0x014,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,FLASH,FLASH,OBR,0x4002201c,0x01c,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,FLASH,FLASH,WPR,0x40022020,0x020,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,FLASH,FLASH,MODEKEYR,0x40022024,0x024,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,CRC,CRC,DATAR,0x40023000,0x000,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,CRC,CRC,IDATAR,0x40023004,0x004,8,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,CRC,CRC,CTLR,0x40023008,0x008,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,EXTEN,EXTEN,EXTEN_CTR,0x40023800,0x000,32,1,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,OPA,OPA,CFGR1,0x40026000,0x000,16,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,OPA,OPA,CFGR2,0x40026002,0x002,16,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,OPA,OPA,CTLR1,0x40026004,0x004,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,OPA,OPA,CTLR2,0x40026008,0x008,32,1,#,confirmed,evt(ch32l103.h)+rm(CH32L103RM.PDF)+rm-address(CH32L103RM.PDF)
CH32L103,OPA,OPA,OPCMKEY,0x40026014,0x014,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBPD,USBPD,CONFIG,0x40027000,0x000,16,1,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,USBPD,USBPD,USBPD_CONFIG,0x40027000,0x000,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBPD,USBPD,BMC_CLK_CNT,0x40027002,0x002,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBPD,USBPD,CONTROL,0x40027004,0x004,8,1,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,USBPD,USBPD,R16_CONTROL,0x40027004,0x004,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBPD,USBPD,USBPD_CONTROL,0x40027004,0x004,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBPD,USBPD,TX_SEL,0x40027005,0x005,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBPD,USBPD,BMC_TX_SZ,0x40027006,0x006,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBPD,USBPD,DATA_BUF,0x40027008,0x008,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBPD,USBPD,R16_STATUS,0x40027008,0x008,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBPD,USBPD,USBPD_STATUS,0x40027008,0x008,32,1,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,USBPD,USBPD,STATUS,0x40027009,0x009,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBPD,USBPD,BMC_BYTE_CNT,0x4002700a,0x00a,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBPD,USBPD,PORT_CC1,0x4002700c,0x00c,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBPD,USBPD,USBPD_PORT,0x4002700c,0x00c,32,1,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,USBPD,USBPD,PORT_CC2,0x4002700e,0x00e,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBPD,USBPD,DMA,0x40027010,0x010,16,1,#,confirmed,evt(ch32l103.h)+rm-address(CH32L103RM.PDF)
CH32L103,USBPD,USBPD,USBPD_DMA,0x40027010,0x010,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,BASE_CTRL,0x50000000,0x000,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,BASE_CTRL,0x50000000,0x000,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UDEV_CTRL,0x50000001,0x001,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,HOST_CTRL,0x50000001,0x001,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,INT_EN,0x50000002,0x002,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,INT_EN,0x50000002,0x002,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,DEV_ADDR,0x50000003,0x003,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,DEV_ADDR,0x50000003,0x003,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,Reserve0,0x50000004,0x004,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve0,0x50000004,0x004,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,MIS_ST,0x50000005,0x005,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,MIS_ST,0x50000005,0x005,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,INT_FG,0x50000006,0x006,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,INT_FG,0x50000006,0x006,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,INT_ST,0x50000007,0x007,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,INT_ST,0x50000007,0x007,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,RX_LEN,0x50000008,0x008,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,RX_LEN,0x50000008,0x008,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve1,0x5000000a,0x00a,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP4_1_MOD,0x5000000c,0x00c,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve2,0x5000000c,0x00c,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP2_3_MOD,0x5000000d,0x00d,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,HOST_EP_MOD,0x5000000d,0x00d,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP5_6_MOD,0x5000000e,0x00e,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve3,0x5000000e,0x00e,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP7_MOD,0x5000000f,0x00f,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP0_DMA,0x50000010,0x010,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve4,0x50000010,0x010,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP1_DMA,0x50000014,0x014,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve5,0x50000014,0x014,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP2_DMA,0x50000018,0x018,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,HOST_RX_DMA,0x50000018,0x018,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP3_DMA,0x5000001c,0x01c,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,HOST_TX_DMA,0x5000001c,0x01c,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP4_DMA,0x50000020,0x020,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve6,0x50000020,0x020,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP5_DMA,0x50000024,0x024,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve7,0x50000024,0x024,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP6_DMA,0x50000028,0x028,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve8,0x50000028,0x028,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP7_DMA,0x5000002c,0x02c,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve9,0x5000002c,0x02c,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP0_TX_LEN,0x50000030,0x030,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve10,0x50000030,0x030,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP0_CTRL,0x50000032,0x032,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP0_TX_CTRL,0x50000034,0x034,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve11,0x50000034,0x034,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP0_RX_CTRL,0x50000035,0x035,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP1_TX_LEN,0x50000036,0x036,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,HOST_SETUP,0x50000036,0x036,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP1_CTRL,0x50000038,0x038,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,HOST_EP_PID,0x50000038,0x038,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve12,0x50000039,0x039,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP1_TX_CTRL,0x5000003a,0x03a,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve13,0x5000003a,0x03a,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP1_RX_CTRL,0x5000003b,0x03b,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,HOST_RX_CTRL,0x5000003b,0x03b,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP2_TX_LEN,0x5000003c,0x03c,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,HOST_TX_LEN,0x5000003c,0x03c,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP2_CTRL,0x5000003e,0x03e,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,HOST_TX_CTRL,0x5000003e,0x03e,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve14,0x5000003f,0x03f,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP2_TX_CTRL,0x50000040,0x040,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve15,0x50000040,0x040,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP2_RX_CTRL,0x50000041,0x041,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP3_TX_LEN,0x50000042,0x042,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP3_CTRL,0x50000044,0x044,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve16,0x50000044,0x044,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP3_TX_CTRL,0x50000046,0x046,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP3_RX_CTRL,0x50000047,0x047,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP4_TX_LEN,0x50000048,0x048,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve17,0x50000048,0x048,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP4_CTRL,0x5000004a,0x04a,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP4_TX_CTRL,0x5000004c,0x04c,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve18,0x5000004c,0x04c,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP4_RX_CTRL,0x5000004d,0x04d,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP5_TX_LEN,0x5000004e,0x04e,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP5_CTRL,0x50000050,0x050,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,Reserve19,0x50000050,0x050,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP5_TX_CTRL,0x50000052,0x052,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP5_RX_CTRL,0x50000053,0x053,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP6_TX_LEN,0x50000054,0x054,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,OTG_CR,0x50000054,0x054,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP6_CTRL,0x50000056,0x056,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP6_TX_CTRL,0x50000058,0x058,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSH,USBFSH,OTG_SR,0x50000058,0x058,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP6_RX_CTRL,0x50000059,0x059,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP7_TX_LEN,0x5000005a,0x05a,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP7_CTRL,0x5000005c,0x05c,16,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP7_TX_CTRL,0x5000005e,0x05e,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,UEP7_RX_CTRL,0x5000005f,0x05f,8,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,Reserve1,0x50000060,0x060,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,OTG_CR,0x50000064,0x064,32,1,#,reference,evt(ch32l103.h)
CH32L103,USBFSD,USBFSD,OTG_SR,0x50000068,0x068,32,1,#,reference,evt(ch32l103.h)
CH32M030,OB,OB,RDPR,0x1ffff300,0x000,16,1,#,reference,evt(ch32m030.h)
CH32M030,OB,OB,USER,0x1ffff302,0x002,16,1,#,reference,evt(ch32m030.h)
CH32M030,OB,OB,Data0,0x1ffff304,0x004,16,1,#,reference,evt(ch32m030.h)
CH32M030,OB,OB,Data1,0x1ffff306,0x006,16,1,#,reference,evt(ch32m030.h)
CH32M030,OB,OB,WRPR0,0x1ffff308,0x008,16,1,#,reference,evt(ch32m030.h)
CH32M030,OB,OB,WRPR1,0x1ffff30a,0x00a,16,1,#,reference,evt(ch32m030.h)
CH32M030,OB,OB,WRPR2,0x1ffff30c,0x00c,16,1,#,reference,evt(ch32m030.h)
CH32M030,OB,OB,WRPR3,0x1ffff30e,0x00e,16,1,#,reference,evt(ch32m030.h)
CH32M030,TIM2,TIM,CTLR1,0x40000000,0x000,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,CTLR2,0x40000004,0x004,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,SMCFGR,0x40000008,0x008,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,DMAINTENR,0x4000000c,0x00c,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,INTFR,0x40000010,0x010,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,SWEVGR,0x40000014,0x014,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,CHCTLR1,0x40000018,0x018,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,CHCTLR2,0x4000001c,0x01c,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,CCER,0x40000020,0x020,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,CNT,0x40000024,0x024,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,PSC,0x40000028,0x028,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,ATRLR,0x4000002c,0x02c,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,RPTCR,0x40000030,0x030,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,CH1CVR,0x40000034,0x034,32,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,CH2CVR,0x40000038,0x038,32,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,CH3CVR,0x4000003c,0x03c,32,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,CH4CVR,0x40000040,0x040,32,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,BDTR,0x40000044,0x044,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,TIM2_DTCR,0x40000044,0x044,16,1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,DMACFGR,0x40000048,0x048,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,DMAADR,0x4000004c,0x04c,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,TIM1_AUX1,0x40000050,0x050,16,1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,TIM1_AUX2,0x40000054,0x054,16,1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,TIM1_CH5CVR,0x40000058,0x058,16,1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,TIM1_CH6CVR,0x4000005c,0x05c,16,1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,TIM1_CH7CVR,0x40000060,0x060,16,1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM2,TIM,TIM1_CH8CVR,0x40000064,0x064,16,1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,CTLR1,0x40000400,0x000,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,CTLR2,0x40000404,0x004,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,SMCFGR,0x40000408,0x008,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,DMAINTENR,0x4000040c,0x00c,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,INTFR,0x40000410,0x010,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,SWEVGR,0x40000414,0x014,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,CHCTLR1,0x40000418,0x018,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,CHCTLR2,0x4000041c,0x01c,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,CCER,0x40000420,0x020,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,CNT,0x40000424,0x024,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,PSC,0x40000428,0x028,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,ATRLR,0x4000042c,0x02c,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,RPTCR,0x40000430,0x030,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,CH1CVR,0x40000434,0x034,32,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,CH2CVR,0x40000438,0x038,32,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,CH3CVR,0x4000043c,0x03c,32,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,CH4CVR,0x40000440,0x040,32,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,BDTR,0x40000444,0x044,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,TIM2_DTCR,0x40000444,0x044,16,1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,DMACFGR,0x40000448,0x048,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,DMAADR,0x4000044c,0x04c,16,1,#,confirmed,evt(ch32m030.h)+rm(CH32M030RM.PDF)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,TIM1_AUX1,0x40000450,0x050,16,1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,TIM1_AUX2,0x40000454,0x054,16,1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,TIM1_CH5CVR,0x40000458,0x058,16,1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
CH32M030,TIM3,TIM,TIM1_CH6CVR,0x4000045c,0x05c,16,1,#,confirmed,evt(ch32m030.h)+rm-address(CH32M030RM.PDF)
