family,block,type,register,address,offset,width_bits,count,#,confidence,basis
CH32H417,OB,OB,RDPR,0x1ffff800,0x000,16,1,#,reference,evt(ch32h417.h)
CH32H417,OB,OB,USER,0x1ffff802,0x002,16,1,#,reference,evt(ch32h417.h)
CH32H417,OB,OB,Data0,0x1ffff804,0x004,16,1,#,reference,evt(ch32h417.h)
CH32H417,OB,OB,Data1,0x1ffff806,0x006,16,1,#,reference,evt(ch32h417.h)
CH32H417,OB,OB,WRPR0,0x1ffff808,0x008,16,1,#,reference,evt(ch32h417.h)
CH32H417,OB,OB,WRPR1,0x1ffff80a,0x00a,16,1,#,reference,evt(ch32h417.h)
CH32H417,OB,OB,WRPR2,0x1ffff80c,0x00c,16,1,#,reference,evt(ch32h417.h)
CH32H417,OB,OB,WRPR3,0x1ffff80e,0x00e,16,1,#,reference,evt(ch32h417.h)
CH32H417,TIM2,TIM,CTLR1,0x40000000,0x000,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,CTLR2,0x40000004,0x004,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,SMCFGR,0x40000008,0x008,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,DMAINTENR,0x4000000c,0x00c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,INTFR,0x40000010,0x010,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,SWEVGR,0x40000014,0x014,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,CHCTLR1,0x40000018,0x018,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,CHCTLR2,0x4000001c,0x01c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,CCER,0x40000020,0x020,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,CNT,0x40000024,0x024,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,CNT_32,0x40000024,0x024,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM2,TIM,PSC,0x40000028,0x028,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,ATRLR,0x4000002c,0x02c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,ATRLR_32,0x4000002c,0x02c,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM2,TIM,RPTCR,0x40000030,0x030,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,CH1CVR,0x40000034,0x034,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,CH1CVR_32,0x40000034,0x034,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM2,TIM,CH2CVR,0x40000038,0x038,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,CH2CVR_32,0x40000038,0x038,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM2,TIM,CH3CVR,0x4000003c,0x03c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,CH3CVR_32,0x4000003c,0x03c,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM2,TIM,CH4CVR,0x40000040,0x040,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,CH4CVR_32,0x40000040,0x040,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM2,TIM,BDTR,0x40000044,0x044,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,DMACFGR,0x40000048,0x048,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,DMAADR,0x4000004c,0x04c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM2,TIM,AUX,0x40000050,0x050,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,CTLR1,0x40000400,0x000,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,CTLR2,0x40000404,0x004,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,SMCFGR,0x40000408,0x008,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,DMAINTENR,0x4000040c,0x00c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,INTFR,0x40000410,0x010,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,SWEVGR,0x40000414,0x014,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,CHCTLR1,0x40000418,0x018,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,CHCTLR2,0x4000041c,0x01c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,CCER,0x40000420,0x020,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,CNT,0x40000424,0x024,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,CNT_32,0x40000424,0x024,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM3,TIM,PSC,0x40000428,0x028,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,ATRLR,0x4000042c,0x02c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,ATRLR_32,0x4000042c,0x02c,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM3,TIM,RPTCR,0x40000430,0x030,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,CH1CVR,0x40000434,0x034,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,CH1CVR_32,0x40000434,0x034,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM3,TIM,CH2CVR,0x40000438,0x038,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,CH2CVR_32,0x40000438,0x038,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM3,TIM,CH3CVR,0x4000043c,0x03c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,CH3CVR_32,0x4000043c,0x03c,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM3,TIM,CH4CVR,0x40000440,0x040,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,CH4CVR_32,0x40000440,0x040,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM3,TIM,BDTR,0x40000444,0x044,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,DMACFGR,0x40000448,0x048,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,DMAADR,0x4000044c,0x04c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM3,TIM,AUX,0x40000450,0x050,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,CTLR1,0x40000800,0x000,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,CTLR2,0x40000804,0x004,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,SMCFGR,0x40000808,0x008,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,DMAINTENR,0x4000080c,0x00c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,INTFR,0x40000810,0x010,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,SWEVGR,0x40000814,0x014,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,CHCTLR1,0x40000818,0x018,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,CHCTLR2,0x4000081c,0x01c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,CCER,0x40000820,0x020,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,CNT,0x40000824,0x024,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,CNT_32,0x40000824,0x024,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM4,TIM,PSC,0x40000828,0x028,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,ATRLR,0x4000082c,0x02c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,ATRLR_32,0x4000082c,0x02c,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM4,TIM,RPTCR,0x40000830,0x030,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,CH1CVR,0x40000834,0x034,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,CH1CVR_32,0x40000834,0x034,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM4,TIM,CH2CVR,0x40000838,0x038,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,CH2CVR_32,0x40000838,0x038,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM4,TIM,CH3CVR,0x4000083c,0x03c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,CH3CVR_32,0x4000083c,0x03c,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM4,TIM,CH4CVR,0x40000840,0x040,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,CH4CVR_32,0x40000840,0x040,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM4,TIM,BDTR,0x40000844,0x044,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,DMACFGR,0x40000848,0x048,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,DMAADR,0x4000084c,0x04c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM4,TIM,AUX,0x40000850,0x050,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,CTLR1,0x40000c00,0x000,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,CTLR2,0x40000c04,0x004,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,SMCFGR,0x40000c08,0x008,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,DMAINTENR,0x40000c0c,0x00c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,INTFR,0x40000c10,0x010,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,SWEVGR,0x40000c14,0x014,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,CHCTLR1,0x40000c18,0x018,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,CHCTLR2,0x40000c1c,0x01c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,CCER,0x40000c20,0x020,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,CNT,0x40000c24,0x024,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,CNT_32,0x40000c24,0x024,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM5,TIM,PSC,0x40000c28,0x028,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,ATRLR,0x40000c2c,0x02c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,ATRLR_32,0x40000c2c,0x02c,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM5,TIM,RPTCR,0x40000c30,0x030,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,CH1CVR,0x40000c34,0x034,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,CH1CVR_32,0x40000c34,0x034,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM5,TIM,CH2CVR,0x40000c38,0x038,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,CH2CVR_32,0x40000c38,0x038,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM5,TIM,CH3CVR,0x40000c3c,0x03c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,CH3CVR_32,0x40000c3c,0x03c,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM5,TIM,CH4CVR,0x40000c40,0x040,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,CH4CVR_32,0x40000c40,0x040,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM5,TIM,BDTR,0x40000c44,0x044,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,DMACFGR,0x40000c48,0x048,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,DMAADR,0x40000c4c,0x04c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM5,TIM,AUX,0x40000c50,0x050,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,CTLR1,0x40001000,0x000,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,CTLR2,0x40001004,0x004,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,SMCFGR,0x40001008,0x008,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,DMAINTENR,0x4000100c,0x00c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,INTFR,0x40001010,0x010,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,SWEVGR,0x40001014,0x014,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,CHCTLR1,0x40001018,0x018,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,CHCTLR2,0x4000101c,0x01c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,CCER,0x40001020,0x020,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,CNT,0x40001024,0x024,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,CNT_32,0x40001024,0x024,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM6,TIM,PSC,0x40001028,0x028,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,ATRLR,0x4000102c,0x02c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,ATRLR_32,0x4000102c,0x02c,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM6,TIM,RPTCR,0x40001030,0x030,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,CH1CVR,0x40001034,0x034,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,CH1CVR_32,0x40001034,0x034,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM6,TIM,CH2CVR,0x40001038,0x038,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,CH2CVR_32,0x40001038,0x038,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM6,TIM,CH3CVR,0x4000103c,0x03c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,CH3CVR_32,0x4000103c,0x03c,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM6,TIM,CH4CVR,0x40001040,0x040,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,CH4CVR_32,0x40001040,0x040,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM6,TIM,BDTR,0x40001044,0x044,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,DMACFGR,0x40001048,0x048,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,DMAADR,0x4000104c,0x04c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM6,TIM,AUX,0x40001050,0x050,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,CTLR1,0x40001400,0x000,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,CTLR2,0x40001404,0x004,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,SMCFGR,0x40001408,0x008,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,DMAINTENR,0x4000140c,0x00c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,INTFR,0x40001410,0x010,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,SWEVGR,0x40001414,0x014,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,CHCTLR1,0x40001418,0x018,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,CHCTLR2,0x4000141c,0x01c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,CCER,0x40001420,0x020,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,CNT,0x40001424,0x024,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,CNT_32,0x40001424,0x024,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM7,TIM,PSC,0x40001428,0x028,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,ATRLR,0x4000142c,0x02c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,ATRLR_32,0x4000142c,0x02c,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM7,TIM,RPTCR,0x40001430,0x030,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,CH1CVR,0x40001434,0x034,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,CH1CVR_32,0x40001434,0x034,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM7,TIM,CH2CVR,0x40001438,0x038,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,CH2CVR_32,0x40001438,0x038,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM7,TIM,CH3CVR,0x4000143c,0x03c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,CH3CVR_32,0x4000143c,0x03c,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM7,TIM,CH4CVR,0x40001440,0x040,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,CH4CVR_32,0x40001440,0x040,32,1,#,reference,evt(ch32h417.h)
CH32H417,TIM7,TIM,BDTR,0x40001444,0x044,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,DMACFGR,0x40001448,0x048,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,DMAADR,0x4000144c,0x04c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,TIM7,TIM,AUX,0x40001450,0x050,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,USART6,USART,STATR,0x40001800,0x000,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,USART6,USART,DATAR,0x40001804,0x004,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,USART6,USART,BRR,0x40001808,0x008,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
CH32H417,USART6,USART,CTLR1,0x4000180c,0x00c,16,1,#,confirmed,evt(ch32h417.h)+rm(CH32H417RM.PDF)+rm-address(CH32H417RM.PDF)
